day	hr	atemp	rh	wind
284	200	4.213	104.9	1.22
284	300	4.392	104.9	1.234
284	400	4.987	104.7	1.34
284	500	5.242	104.6	1.288
284	600	5.314	104.5	1.214
284	700	5.639	104.4	1.013
284	800	5.682	104.4	0.851
284	900	8.68	102.5	0.702
284	1000	11.13	94.6	0.64
284	1100	14.52	75	0.911
284	1200	17.15	61.34	1.153
284	1300	18.41	57.77	1.042
284	1400	20.05	54.19	1.04
284	1500	21.12	51.21	1.468
284	1600	22.41	46.21	1.317
284	1700	22.11	48.53	0.936
284	1800	20.8	55.07	0.922
284	1900	19.18	61.39	0.982
284	2000	18.53	66.39	0.786
284	2100	18.16	68.76	0.687
284	2200	18.11	71	1.583
284	2300	17.18	83.9	2.033
285	0	17.18	85.5	1.488
285	100	16.16	94	1.391
285	200	15.44	100.2	1.244
285	300	15.07	98.9	1.387
285	400	14.76	98.7	1.682
285	500	14.21	99.4	1.989
285	600	12.99	93.9	1.192
285	700	11.84	94.8	0.863
285	800	11.53	96.8	0.841
285	900	13.47	88.5	0.935
285	1000	15.96	74.7	0.82
285	1100	16.42	69.22	0.91
285	1200	17.86	59.91	1.074
285	1300	18.19	57.77	1.173
285	1400	18.89	55.51	1.387
285	1500	18.7	53.92	1.088
285	1600	17.76	57.43	1.075
285	1700	17.03	64.44	0.616
285	1800	15.18	70.3	0.62
285	1900	14.46	72.2	0.984
285	2000	13.67	74.4	0.589
285	2100	13.58	74.3	1.345
285	2200	13.51	74.9	1.99
285	2300	13.4	75.2	2.069
286	0	13.03	78	2.137
286	100	12.82	78.7	2.607
286	200	12.77	73.7	2.906
286	300	12.66	69.03	3.01
286	400	12.72	67.64	3.111
286	500	12.65	67.94	2.91
286	600	12.14	70.9	2.834
286	700	11.64	74.3	3.198
286	800	11.41	78.6	3.272
286	900	11.79	80	3.291
286	1000	12.36	74.8	3.171
286	1100	13.36	69.18	3.283
286	1200	14.16	65.85	2.874
286	1300	13.96	68.14	2.605
286	1400	13.29	72.3	2.444
286	1500	13.05	75.7	2.273
286	1600	12.27	78.3	2.641
286	1700	11.79	81.2	2.488
286	1800	11.2	84.7	2.258
286	1900	10.76	86	3.095
286	2000	10.53	87.5	2.385
286	2100	10.39	91.9	2.187
286	2200	10.27	93.9	1.997
286	2300	10.28	94.1	2.251
287	0	10.13	95.9	2.174
287	100	9.83	97.9	2.409
287	200	10.05	97.2	1.974
287	300	10	97.8	1.546
287	400	9.75	100.1	1.524
287	500	9.31	100.8	1.604
287	600	9.37	101.2	1.559
287	700	9.45	101.1	1.551
287	800	9.86	100.2	1.718
287	900	11.85	93.6	1.575
287	1000	13.55	87.1	1.838
287	1100	15.17	77.9	2.131
287	1200	16.61	71.8	1.956
287	1300	17.69	68.39	2.461
287	1400	18.97	63.45	2.168
287	1500	18.9	60.63	2.409
287	1600	18.21	62.07	2.156
287	1700	16.94	67.13	2.073
287	1800	15.03	75.9	1.987
287	1900	13.35	84.3	1.315
287	2000	13.25	88.9	1.116
287	2100	13.43	92.1	0.755
287	2200	13.95	91.7	0.806
287	2300	13.73	93.1	0.773
288	0	12.8	96.3	0.801
288	100	12.55	95	0.965
288	200	11.7	96.3	0.954
288	300	11.76	99.4	1.246
288	400	13.09	96.4	1.503
288	500	14.07	93.5	1.25
288	600	13.5	98.9	0.508
288	700	13.09	102.8	0.553
288	800	13.17	103.5	0.272
288	900	13.57	103.7	0.622
288	1000	13.91	103.6	0.588
288	1100	14.19	102.6	1.096
288	1200	13.86	99.3	1.935
288	1300	13.43	93.7	2.271
288	1400	14.27	90.1	2.269
288	1500	15.46	76.2	3.026
288	1600	15.5	72.6	2.541
288	1700	15.28	68.27	2.071
288	1800	14.49	66.34	2.057
288	1900	13.54	69.48	1.505
288	2000	11	89.2	1.849
288	2100	10.63	88.2	1.592
288	2200	9.88	89.8	1.341
288	2300	9.3	91.5	1.306
289	0	9.24	90.1	1.587
289	100	8.84	89.8	1.155
289	200	7.56	97.9	0.89
289	300	8.29	95.7	0.799
289	400	7.46	98.1	0.731
289	500	6.74	101.9	0.993
289	600	7.2	100.6	1.155
289	700	7.23	99.5	0.715
289	800	6.987	100.5	0.753
289	900	8.31	96.4	0.94
289	1000	10.37	88	1.018
289	1100	11.75	82.3	1.667
289	1200	11.92	83.4	1.676
289	1300	12.77	79.9	2.343
289	1400	13.16	79.7	2.834
289	1500	14.75	72.6	2.991
289	1600	15.05	64.66	2.581
289	1700	14.44	65.23	1.828
289	1800	13.45	67.29	1.603
289	1900	12.42	71.6	2.099
289	2000	11.37	84.9	1.821
289	2100	10.44	84.2	1.426
289	2200	10.3	78.6	1.671
289	2300	10.1	79	1.653
290	0	10.56	78.4	1.843
290	100	10.79	78.1	1.152
290	200	10.96	78.6	1.387
290	300	11.36	74.5	1.653
290	400	10.48	87.9	2.005
290	500	9.46	94.6	2.235
290	600	9.31	97	2.806
290	700	9.02	100.3	2.793
290	800	8.6	101.8	3.566
290	900	8.97	101	3.415
290	1000	9.06	100.1	2.781
290	1100	9.5	100.5	1.09
290	1200	9.95	99.6	0.943
290	1300	10.44	91.8	2.178
290	1400	10.1	91.5	1.115
290	1500	9.59	90.9	1.681
290	1600	9.39	95.9	0.907
290	1700	9.33	94	0.944
290	1800	8.02	97.3	0.995
290	1900	8.04	98.8	1.15
290	2000	7.61	98	1.767
290	2100	5.919	91.3	2.699
290	2200	4.935	88.5	2.126
290	2300	4.347	89	2.118
291	0	3.62	95	1.924
291	100	3.374	101	1.976
291	200	3.973	98.9	3.378
291	300	3.681	97.2	3.918
291	400	3.899	93.2	3.874
291	500	3.761	91.8	3.494
291	600	3.794	92.9	4.253
291	700	4.191	87.5	5.789
291	800	4.4	84.6	5.245
291	900	4.805	81.9	4.996
291	1000	4.909	81.3	4.459
291	1100	5.405	80.3	4.237
291	1200	5.519	79.2	4.714
291	1300	5.822	75.1	3.932
291	1400	5.871	70.5	4.211
291	1500	6.201	67.45	3.889
291	1600	6.41	65.14	3.664
291	1700	6.413	62.55	3.554
291	1800	5.755	64.07	3.193
291	1900	4.901	67.86	2.218
291	2000	4.33	69.48	2.762
291	2100	3.714	73.1	1.972
291	2200	3.549	73.8	3.122
291	2300	2.652	78.4	2.158
292	0	1.504	86.1	1.269
292	100	1.215	84.3	1.286
292	200	1.075	83.4	1.518
292	300	0.976	85.9	0.987
292	400	-0.087	92.9	1.168
292	500	0.53	90.9	1.121
292	600	0.097	94.1	0.608
292	700	0.505	97.2	0.336
292	800	-0.139	99.5	0.767
292	900	1.727	94.2	1.11
292	1000	4.95	76	0.613
292	1100	5.659	75.8	1.124
292	1200	7.64	67.19	1.347
292	1300	9.43	59.11	1.944
292	1400	10.45	59.54	1.382
292	1500	11.35	55.69	1.067
292	1600	11.79	53.82	0.708
292	1700	10.54	63.07	0.568
292	1800	8.89	70.3	0.614
292	1900	7.63	77.7	1.112
292	2000	7.35	81.9	1.025
292	2100	7.06	83.9	0.753
292	2200	6.864	84.5	1.009
292	2300	6.354	85.4	1.037
293	0	6.616	83.3	0.862
293	100	6.725	86	1.035
293	200	6.591	87.7	1.18
293	300	6.727	88.6	0.939
293	400	6.855	89.5	0.75
293	500	6.532	96.7	0.956
293	600	6.904	93.8	0.8
293	700	7.75	88.1	0.859
293	800	7.9	89.4	0.845
293	900	8.74	86.6	0.731
293	1000	10.42	82.9	0.302
293	1100	10.73	82.2	0.606
293	1200	11.24	82.1	1.383
293	1300	10.88	93.1	1.926
293	1400	11.93	89.4	2.221
293	1500	12.78	77	2.623
293	1600	13.14	70	2.483
293	1700	13.03	62.88	2.089
293	1800	11.87	60.83	1.073
293	1900	9.72	70.6	0.996
293	2000	9.4	69.05	0.991
293	2100	9.35	65.38	1.627
293	2200	8.57	67.13	1.271
293	2300	8.83	65.55	1.553
294	0	8.59	65.79	1.33
294	100	7.69	69.76	1.118
294	200	7.86	71	0.947
294	300	6.983	80.9	1.016
294	400	6.241	96.9	0.92
294	500	5.191	101.9	0.941
294	600	4.394	103.4	0.909
294	700	3.945	104.1	1.128
294	800	3.987	104.1	1.004
294	900	6.077	99.7	0.917
294	1000	10.26	83.1	0.943
294	1100	11.54	76.9	1.305
294	1200	12.46	74.9	1.416
294	1300	13.75	71.5	1.367
294	1400	14.21	70.6	1.18
294	1500	13.75	66.93	1.875
294	1600	12.01	74.1	2.294
294	1700	11.09	83.7	1.661
294	1800	10.39	88.8	1.165
294	1900	9.88	93.1	0.551
294	2000	9.25	99.2	0.696
294	2100	9.1	100.9	1.037
294	2200	8.45	102.3	0.724
294	2300	8.86	102.2	0.989
295	0	9.49	100.2	2.097
295	100	9.39	100.9	2.18
295	200	9.6	99.2	3.037
295	300	9.05	96.2	2.181
295	400	8.38	94.5	2.557
295	500	7.51	93.8	2.322
295	600	6.596	95.9	1.58
295	700	6.492	90.9	2.678
295	800	6.419	91	2.36
295	900	6.536	84.5	3.445
295	1000	6.415	78.9	3.813
295	1100	6.617	70.9	3.561
295	1200	7.38	63.61	4.235
295	1300	8.28	54.82	3.816
295	1400	9.15	49.84	3.079
295	1500	9.6	48.61	2.821
295	1600	9.17	49.97	2.771
295	1700	8.81	50.63	2.335
295	1800	7.97	52.13	1.881
295	1900	6.314	57.34	0.887
295	2000	4.65	68.02	1.015
295	2100	3.667	75.3	1.082
295	2200	3.242	78.2	1.268
295	2300	2.552	81.9	1.009
296	0	1.649	89.2	1.095
296	100	1.502	88.1	1.018
296	200	0.786	91.7	1.248
296	300	0.343	96.1	1.17
296	400	0.784	96.4	1.254
296	500	0.863	96.9	1.309
296	600	1.565	96.4	1.064
296	700	2.206	95	0.88
296	800	2.544	93.6	0.894
296	900	3.245	89.4	1.053
296	1000	4.685	84.5	0.956
296	1100	6.796	74.5	1.523
296	1200	7.53	71.4	1.644
296	1300	8.23	71.1	2.118
296	1400	8.8	69.73	2.01
296	1500	8.14	73.3	2.4
296	1600	6.757	88.3	2.386
296	1700	6.175	96	2.452
296	1800	6.176	99	2.39
296	1900	6.386	100.8	2.132
296	2000	6.374	102.1	1.918
296	2100	6.717	102.7	1.369
296	2200	7.13	103.1	1.374
296	2300	7.28	103.1	1.104
297	0	7.54	103.2	1.198
297	100	7.7	103.5	1.134
297	200	8.04	103.6	1.091
297	300	8.15	103.6	0.974
297	400	8.27	103.6	0.694
297	500	8.47	103.7	0.68
297	600	8.25	103.9	0.738
297	700	8.46	104	1.067
297	800	9.97	103.9	1.381
297	900	11.21	102.8	1.738
297	1000	11.89	102.3	1.757
297	1100	12.33	102.4	2.03
297	1200	14.18	96	2.18
297	1300	15.78	84.4	2.019
