"pid","pmid","oid","row.in.file.int","interval","t.start","t.end","t.start.orig","t.end.orig","dt","dt.calc","dt.diff","ct","mt","cta","bta","bg.dl","bg.val","bg.unit","MOL","ustar","rl","air.pres","air.pres.unit","j.NH3","j.rel","e.int","e.cum","e.rel","air.temp","soil.temp","soil.temp.surf","pH.surf","rad","wind","wind.2m","soil.temp.z.int","air.temp.z.int","wind.z.int","wind.loc.int","far.loc.int","chamber.vol","chamber.flow","chamber.AER","rain","rain.rate","rain.cum","rh","notes.int","flag.int"
3363,3367,93872,15,11,2025-04-03 17:09:25.867,2025-04-03 19:41:19.779,"1743700165.867","1743700165.867",2.53,2.53,2.22e-15,27.8,26.6,27.8,25.3,NA,0.0657,"ppm",NA,NA,NA,NA,NA,0.228,0.00358,0.576,10.4,0.163,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3363,3367,93873,16,12,2025-04-03 19:41:19.779,2025-04-03 22:13:15.859,"1743709279.779","1743709279.779",2.53,2.53,-1.33e-15,30.4,29.1,30.4,27.8,NA,0.0473,"ppm",NA,NA,NA,NA,NA,0.182,0.00286,0.46,10.8,0.171,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3363,3367,93874,17,13,2025-04-03 22:13:15.859,2025-04-04 00:45:10.275,"1743718395.859","1743718395.859",2.53,2.53,0,32.9,31.6,32.9,30.4,NA,0.0374,"ppm",NA,NA,NA,NA,NA,0.129,0.00203,0.326,11.2,0.176,8.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3363,3367,93875,18,14,2025-04-04 00:45:10.275,2025-04-04 03:17:06.124,"1743727510.275","1743727510.275",2.53,2.53,0,35.4,34.2,35.4,32.9,NA,0.0265,"ppm",NA,NA,NA,NA,NA,0.0835,0.00132,0.211,11.4,0.179,-0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3363,3367,93876,19,15,2025-04-04 03:17:06.124,2025-04-04 05:49:00.957,"1743736626.124","1743736626.124",2.53,2.53,-4.44e-16,38,36.7,38,35.4,NA,0.0265,"ppm",NA,NA,NA,NA,NA,0.0909,0.00143,0.23,11.6,0.183,4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3363,3367,93877,20,16,2025-04-04 05:49:00.957,2025-04-04 08:20:57.154,"1743745740.957","1743745740.957",2.53,2.53,-2.22e-15,40.5,39.2,40.5,38,NA,0.0311,"ppm",NA,NA,NA,NA,NA,0.106,0.00167,0.269,11.9,0.187,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3363,3367,93878,21,17,2025-04-04 08:20:57.154,2025-04-04 10:52:51.934,"1743754857.154","1743754857.154",2.53,2.53,4e-15,43,41.8,43,40.5,NA,0.0335,"ppm",NA,NA,NA,NA,NA,0.0859,0.00135,0.217,12.1,0.19,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3363,3367,93879,22,18,2025-04-04 10:52:51.934,2025-04-04 13:24:46.792,"1743763971.934","1743763971.934",2.53,2.53,3.55e-15,45.6,44.3,45.6,43,NA,0.0418,"ppm",NA,NA,NA,NA,NA,0.0942,0.00148,0.239,12.3,0.194,6.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3363,3367,93880,23,19,2025-04-04 13:24:46.792,2025-04-04 15:56:42.315,"1743773086.792","1743773086.792",2.53,2.53,-1.78e-15,48.1,46.8,48.1,45.6,NA,0.0471,"ppm",NA,NA,NA,NA,NA,0.108,0.00171,0.274,12.6,0.198,7.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3363,3367,93881,24,20,2025-04-04 15:56:42.315,2025-04-04 18:28:38.066,"1743782202.315","1743782202.315",2.53,2.53,-2.66e-15,50.6,49.4,50.6,48.1,NA,0.0448,"ppm",NA,NA,NA,NA,NA,0.111,0.00175,0.281,12.9,0.203,7.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3363,3367,93882,25,21,2025-04-04 18:28:38.066,2025-04-04 21:00:32.967,"1743791318.066","1743791318.066",2.53,2.53,-2.22e-15,53.2,51.9,53.2,50.6,NA,0.0302,"ppm",NA,NA,NA,NA,NA,0.0874,0.00138,0.221,13.1,0.206,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3363,3367,93883,26,22,2025-04-04 21:00:32.967,2025-04-04 23:32:27.66,"1743800432.967","1743800432.967",2.53,2.53,-6.62e-11,55.7,54.4,55.7,53.2,NA,0.0229,"ppm",NA,NA,NA,NA,NA,0.0543,0.000856,0.138,13.2,0.209,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3363,3367,93884,27,23,2025-04-04 23:32:27.66,2025-04-05 02:04:23.345,"1743809547.66","1743809547.66",2.53,2.53,6.62e-11,58.2,57,58.2,55.7,NA,0.0228,"ppm",NA,NA,NA,NA,NA,0.0466,0.000735,0.118,13.4,0.21,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3363,3367,93885,28,24,2025-04-05 02:04:23.345,2025-04-05 04:36:17.688,"1743818663.345","1743818663.345",2.53,2.53,-8.88e-16,60.8,59.5,60.8,58.2,NA,0.0204,"ppm",NA,NA,NA,NA,NA,0.0465,0.000732,0.118,13.5,0.212,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3363,3367,93886,29,25,2025-04-05 04:36:17.688,2025-04-05 07:08:13.522,"1743827777.688","1743827777.688",2.53,2.53,-6.62e-11,63.3,62,63.3,60.8,NA,0.0188,"ppm",NA,NA,NA,NA,NA,0.0366,0.000576,0.0926,13.6,0.214,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3363,3367,93887,30,26,2025-04-05 07:08:13.522,2025-04-05 09:40:09.138,"1743836893.522","1743836893.522",2.53,2.53,6.62e-11,65.8,64.6,65.8,63.3,NA,0.0236,"ppm",NA,NA,NA,NA,NA,0.0345,0.000543,0.0873,13.7,0.215,2.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3363,3367,93888,31,27,2025-04-05 09:40:09.138,2025-04-05 12:12:04.5,"1743846009.138","1743846009.138",2.53,2.53,-8.88e-16,68.4,67.1,68.4,65.8,NA,0.0313,"ppm",NA,NA,NA,NA,NA,0.0467,0.000736,0.118,13.8,0.217,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3363,3367,93889,32,28,2025-04-05 12:12:04.5,2025-04-05 14:43:59.457,"1743855124.5","1743855124.5",2.53,2.53,1.33e-15,70.9,69.6,70.9,68.4,NA,0.0384,"ppm",NA,NA,NA,NA,NA,0.064,0.00101,0.162,13.9,0.22,6.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3363,3367,93890,33,29,2025-04-05 14:43:59.457,2025-04-05 17:15:55,"1743864239.457","1743864239.457",2.53,2.53,4.44e-16,73.4,72.2,73.4,70.9,NA,0.0371,"ppm",NA,NA,NA,NA,NA,0.075,0.00118,0.19,14.1,0.223,6.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3363,3367,93891,34,30,2025-04-05 17:15:55,2025-04-05 19:47:48.667,"1743873355","1743873355",2.53,2.53,-1.33e-15,76,74.7,76,73.4,NA,0.0283,"ppm",NA,NA,NA,NA,NA,0.0631,0.000994,0.16,14.3,0.225,5.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3363,3367,93892,35,31,2025-04-05 19:47:48.667,2025-04-05 22:19:44.474,"1743882468.667","1743882468.667",2.53,2.53,1.78e-15,78.5,77.2,78.5,76,NA,0.0219,"ppm",NA,NA,NA,NA,NA,0.0373,0.000588,0.0945,14.4,0.227,-1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3363,3367,93893,36,32,2025-04-05 22:19:44.474,2025-04-06 00:51:39.842,"1743891584.474","1743891584.474",2.53,2.53,-4e-15,81,79.7,81,78.5,NA,0.0171,"ppm",NA,NA,NA,NA,NA,0.0225,0.000355,0.0571,14.4,0.227,-0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3363,3367,93894,37,33,2025-04-06 00:51:39.842,2025-04-06 03:23:35.394,"1743900699.842","1743900699.842",2.53,2.53,-3.55e-15,83.5,82.3,83.5,81,NA,0.019,"ppm",NA,NA,NA,NA,NA,0.0204,0.000321,0.0516,14.5,0.228,-4.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3363,3367,93895,38,34,2025-04-06 03:23:35.394,2025-04-06 05:55:30.296,"1743909815.394","1743909815.394",2.53,2.53,3.11e-15,86.1,84.8,86.1,83.5,NA,0.0136,"ppm",NA,NA,NA,NA,NA,0.016,0.000252,0.0406,14.5,0.229,-5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3363,3367,93896,39,35,2025-04-06 05:55:30.296,2025-04-06 08:27:25.483,"1743918930.296","1743918930.296",2.53,2.53,4.44e-15,88.6,87.3,88.6,86.1,NA,0.0151,"ppm",NA,NA,NA,NA,NA,0.00752,0.000118,0.019,14.6,0.229,-1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3363,3367,93897,40,36,2025-04-06 08:27:25.483,2025-04-06 10:59:20.332,"1743928045.483","1743928045.483",2.53,2.53,-2.22e-15,91.1,89.9,91.1,88.6,NA,0.0269,"ppm",NA,NA,NA,NA,NA,0.0225,0.000354,0.0569,14.6,0.23,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3363,3367,93898,41,37,2025-04-06 10:59:20.332,2025-04-06 13:31:15.5,"1743937160.332","1743937160.332",2.53,2.53,-3.11e-15,93.7,92.4,93.7,91.1,NA,0.0335,"ppm",NA,NA,NA,NA,NA,0.0488,0.000768,0.123,14.7,0.232,7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3363,3367,93899,42,38,2025-04-06 13:31:15.5,2025-04-06 16:03:11.569,"1743946275.5","1743946275.5",2.53,2.53,1.33e-15,96.2,94.9,96.2,93.7,NA,0.0351,"ppm",NA,NA,NA,NA,NA,0.0591,0.000931,0.15,14.9,0.234,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3363,3367,93900,43,39,2025-04-06 16:03:11.569,2025-04-06 18:35:06.476,"1743955391.569","1743955391.569",2.53,2.53,-6.62e-11,98.7,97.5,98.7,96.2,NA,0.0378,"ppm",NA,NA,NA,NA,NA,0.0604,0.000951,0.153,15,0.237,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3363,3367,93901,44,40,2025-04-06 18:35:06.476,2025-04-06 21:07:01.621,"1743964506.476","1743964506.476",2.53,2.53,6.62e-11,101,100,101,98.7,NA,0.027,"ppm",NA,NA,NA,NA,NA,0.0574,0.000904,0.145,15.2,0.239,5.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3363,3367,93902,45,41,2025-04-06 21:07:01.621,2025-04-06 23:38:57.259,"1743973621.621","1743973621.621",2.53,2.53,-6.62e-11,104,103,104,101,NA,0.0279,"ppm",NA,NA,NA,NA,NA,0.0324,0.00051,0.082,15.3,0.24,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3363,3367,93903,46,42,2025-04-06 23:38:57.259,2025-04-07 02:10:51.331,"1743982737.259","1743982737.259",2.53,2.53,-4e-15,106,105,106,104,NA,0.0191,"ppm",NA,NA,NA,NA,NA,0.0111,0.000175,0.0281,15.3,0.241,-2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3363,3367,93904,47,43,2025-04-07 02:10:51.331,2025-04-07 04:42:46.933,"1743991851.331","1743991851.331",2.53,2.53,6.62e-11,109,108,109,106,NA,0.0138,"ppm",NA,NA,NA,NA,NA,0.00787,0.000124,0.0199,15.3,0.241,-2.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3363,3367,93905,48,44,2025-04-07 04:42:46.933,2025-04-07 07:14:41.986,"1744000966.933","1744000966.933",2.53,2.53,8.88e-16,111,110,111,109,NA,0.0156,"ppm",NA,NA,NA,NA,NA,0.00746,0.000118,0.0189,15.3,0.241,-0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3364,3368,93906,49,1,2025-04-02 15:58:48.088,2025-04-02 18:30:44.214,"1743609528.088","1743609528.088",2.53,2.53,8.88e-16,2.53,1.27,2.53,0,NA,0.222,"ppm",NA,NA,NA,NA,NA,1.18,0.0146,2.98,2.98,0.037,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3364,3368,93907,50,2,2025-04-02 18:30:44.214,2025-04-02 21:02:39.234,"1743618644.214","1743618644.214",2.53,2.53,-1.78e-15,5.06,3.8,5.06,2.53,NA,0.112,"ppm",NA,NA,NA,NA,NA,1.12,0.0139,2.83,5.8,0.0721,7.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3364,3368,93908,51,3,2025-04-02 21:02:39.234,2025-04-02 23:34:33.7,"1743627759.234","1743627759.234",2.53,2.53,-3.55e-15,7.6,6.33,7.6,5.06,NA,0.0548,"ppm",NA,NA,NA,NA,NA,0.723,0.00899,1.83,7.64,0.0949,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3364,3368,93909,52,4,2025-04-02 23:34:33.7,2025-04-03 02:06:28.757,"1743636873.7","1743636873.7",2.53,2.53,4.89e-15,10.1,8.86,10.1,7.6,NA,0.0346,"ppm",NA,NA,NA,NA,NA,0.473,0.00587,1.2,8.83,0.11,-0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3364,3368,93910,53,5,2025-04-03 02:06:28.757,2025-04-03 04:38:25.039,"1743645988.757","1743645988.757",2.53,2.53,4.44e-16,12.7,11.4,12.7,10.1,NA,0.0322,"ppm",NA,NA,NA,NA,NA,0.378,0.0047,0.957,9.79,0.122,-1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3364,3368,93911,54,6,2025-04-03 04:38:25.039,2025-04-03 07:09:44.368,"1743655105.039","1743655105.039",2.52,2.52,-3.55e-15,15.2,13.9,15.2,12.7,NA,0.0325,"ppm",NA,NA,NA,NA,NA,0.297,0.00369,0.75,10.5,0.131,-2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3364,3368,93912,55,7,2025-04-03 07:09:44.368,2025-04-03 09:41:39.621,"1743664184.368","1743664184.368",2.53,2.53,0,17.7,16.4,17.7,15.2,NA,0.044,"ppm",NA,NA,NA,NA,NA,0.247,0.00307,0.626,11.2,0.139,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3364,3368,93913,56,8,2025-04-03 09:41:39.621,2025-04-03 12:13:34.7,"1743673299.621","1743673299.621",2.53,2.53,8.88e-16,20.2,19,20.2,17.7,NA,0.081,"ppm",NA,NA,NA,NA,NA,0.32,0.00397,0.81,12,0.149,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3364,3368,93914,57,9,2025-04-03 12:13:34.7,2025-04-03 14:45:29.5,"1743682414.7","1743682414.7",2.53,2.53,-3.11e-15,22.8,21.5,22.8,20.2,NA,0.092,"ppm",NA,NA,NA,NA,NA,0.434,0.0054,1.1,13.1,0.162,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3364,3368,93915,58,10,2025-04-03 14:45:29.5,2025-04-03 17:17:25.17,"1743691529.5","1743691529.5",2.53,2.53,1.78e-15,25.3,24,25.3,22.8,NA,0.0837,"ppm",NA,NA,NA,NA,NA,0.445,0.00553,1.13,14.2,0.176,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3364,3368,93916,59,11,2025-04-03 17:17:25.17,2025-04-03 19:49:20.457,"1743700645.17","1743700645.17",2.53,2.53,-2.22e-15,27.8,26.6,27.8,25.3,NA,0.0657,"ppm",NA,NA,NA,NA,NA,0.403,0.005,1.02,15.2,0.189,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3364,3368,93917,60,12,2025-04-03 19:49:20.457,2025-04-03 22:21:14.526,"1743709760.457","1743709760.457",2.53,2.53,-2.66e-15,30.4,29.1,30.4,27.8,NA,0.0473,"ppm",NA,NA,NA,NA,NA,0.301,0.00373,0.761,16,0.199,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3364,3368,93918,61,13,2025-04-03 22:21:14.526,2025-04-04 00:53:10.407,"1743718874.526","1743718874.526",2.53,2.53,-2.66e-15,32.9,31.6,32.9,30.4,NA,0.0374,"ppm",NA,NA,NA,NA,NA,0.209,0.0026,0.53,16.5,0.205,8.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3364,3368,93919,62,14,2025-04-04 00:53:10.407,2025-04-04 03:25:05.364,"1743727990.407","1743727990.407",2.53,2.53,-6.62e-11,35.4,34.2,35.4,32.9,NA,0.0265,"ppm",NA,NA,NA,NA,NA,0.14,0.00173,0.353,16.9,0.21,-0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3364,3368,93920,63,15,2025-04-04 03:25:05.364,2025-04-04 05:57:00.298,"1743737105.364","1743737105.364",2.53,2.53,4.44e-16,38,36.7,38,35.4,NA,0.0265,"ppm",NA,NA,NA,NA,NA,0.142,0.00176,0.36,17.2,0.214,4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3364,3368,93921,64,16,2025-04-04 05:57:00.298,2025-04-04 08:28:56.283,"1743746220.298","1743746220.298",2.53,2.53,6.62e-11,40.5,39.2,40.5,38,NA,0.0311,"ppm",NA,NA,NA,NA,NA,0.151,0.00187,0.382,17.6,0.219,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3364,3368,93922,65,17,2025-04-04 08:28:56.283,2025-04-04 11:00:50.976,"1743755336.283","1743755336.283",2.53,2.53,-6.62e-11,43,41.8,43,40.5,NA,0.0335,"ppm",NA,NA,NA,NA,NA,0.12,0.00149,0.303,17.9,0.222,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3364,3368,93923,66,18,2025-04-04 11:00:50.976,2025-04-04 13:32:46.871,"1743764450.976","1743764450.976",2.53,2.53,6.62e-11,45.6,44.3,45.6,43,NA,0.0418,"ppm",NA,NA,NA,NA,NA,0.135,0.00168,0.342,18.3,0.227,6.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3364,3368,93924,67,19,2025-04-04 13:32:46.871,2025-04-04 16:04:42.727,"1743773566.871","1743773566.871",2.53,2.53,2.66e-15,48.1,46.8,48.1,45.6,NA,0.0471,"ppm",NA,NA,NA,NA,NA,0.148,0.00184,0.376,18.6,0.231,7.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3364,3368,93925,68,20,2025-04-04 16:04:42.727,2025-04-04 18:36:37.414,"1743782682.727","1743782682.727",2.53,2.53,3.11e-15,50.6,49.4,50.6,48.1,NA,0.0448,"ppm",NA,NA,NA,NA,NA,0.14,0.00174,0.355,19,0.236,7.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
3364,3368,93926,69,21,2025-04-04 18:36:37.414,2025-04-04 21:08:32.869,"1743791797.414","1743791797.414",2.53,2.53,-8.88e-16,53.2,51.9,53.2,50.6,NA,0.0302,"ppm",NA,NA,NA,NA,NA,0.102,0.00127,0.259,19.2,0.239,3.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.0335","0.223333333333333",0,0,0,NA,NA,""
