"institute","proj","exper","field","plot","rep","app.start","sub.period","file","treat","meas.tech","meas.tech.det","rep2","cpmid","pub.id","plot.area","lat","long","country","topo","clay","silt","sand","oc","soil.type","soil.water","soil.water.v","soil.moist","soil.ph","soil.dens","crop.res","till","man.source","man.source.det","man.bed","man.con","man.trt1","man.trt2","man.stor","man.dm","man.vs","man.tkn","man.tan","man.tic","man.ua","man.vfa","man.ph","app.end","app.method","app.rate","app.rate.unit","incorp","time.incorp","man.area","dist.inj","furrow.z","furrow.w","crop","crop.z","crop.area","lai","notes.plot","row.in.file.plot","man.trt3","app.start.orig","app.end.orig","cpid","ceid","flag.plot","submitter","tan.app","e.1","e.4","e.6","e.12","e.24","e.48","e.72","e.96","e.168","e.final","e.tot","e.cum.1","e.cum.4","e.cum.6","e.cum.12","e.cum.24","e.cum.48","e.cum.72","e.cum.96","e.cum.168","e.cum.final","e.cum.tot","e.rel.1","e.rel.4","e.rel.6","e.rel.12","e.rel.24","e.rel.48","e.rel.72","e.rel.96","e.rel.168","e.rel.final","e.rel.tot","rain.1","rain.4","rain.6","rain.12","rain.24","rain.48","rain.72","rain.96","rain.168","rain.final","rain.tot","air.temp.1","air.temp.4","air.temp.6","air.temp.12","air.temp.24","air.temp.48","air.temp.72","air.temp.96","air.temp.168","air.temp.mn","soil.temp.1","soil.temp.4","soil.temp.6","soil.temp.12","soil.temp.24","soil.temp.48","soil.temp.72","soil.temp.96","soil.temp.168","soil.temp.mn","soil.temp.surf.1","soil.temp.surf.4","soil.temp.surf.6","soil.temp.surf.12","soil.temp.surf.24","soil.temp.surf.48","soil.temp.surf.72","soil.temp.surf.96","soil.temp.surf.168","soil.temp.surf.mn","wind.1","wind.4","wind.6","wind.12","wind.24","wind.48","wind.72","wind.96","wind.168","wind.mn","wind.2m.1","wind.2m.4","wind.2m.6","wind.2m.12","wind.2m.24","wind.2m.48","wind.2m.72","wind.2m.96","wind.2m.168","wind.2m.mn","rad.1","rad.4","rad.6","rad.12","rad.24","rad.48","rad.72","rad.96","rad.168","rad.mn","rain.rate.1","rain.rate.4","rain.rate.6","rain.rate.12","rain.rate.24","rain.rate.48","rain.rate.72","rain.rate.96","rain.rate.168","rain.rate.mn","rh.1","rh.4","rh.6","rh.12","rh.24","rh.48","rh.72","rh.96","rh.168","rh.mn","first.row.in.file.int","last.row.in.file.int","n.ints","dt1","j.rel1","j.NH31","dt.min","dt.max","ct.min","ct.max","t.start.p","t.end.p","air.temp.z","soil.temp.z","wind.z","wind.loc","far.loc","pub.info","soil.type2","exper2","acid","meas.tech.orig","meas.tech2","crop.orig","man.source.orig","app.method.orig","app.method2","incorp.orig","date.start","flag.int","soil.samp.z","inst","pid","pmid","eid"
"AU","MAG","testA","A","plot7","2",2022-10-11 16:12:00,3,"../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx","WT","Wind tunnel",NA,NA,"D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testA.F:A.P:plot7.T:WT.R:2.R2:.T:2022-10-11 16:12:00.M:Wind tunnelNA",NA,0.2,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.19,NA,"Wet",NA,1.3,"Yes","No","mix","mix of slurry co-digested with other agricultural residues",NA,"Slurry","Anaerobic digestion",NA,NA,5.99,NA,2.62,2,NA,NA,NA,7.5,2022-10-14 06:34:00,"bsth",35,"t/ha","none",NA,NA,NA,NA,NA,"stubble",8,NA,NA,NA,6,NA,"1665504720","1665729240","D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testA.F:A.P:plot7.T:WT.R:2.R2:.T:2022-10-11 16:12:00","D:1.I:AU.Pr:MAG.E:testA","","Pedersen, Johanna; Kamp, Jesper",70,NA,9.09,12.8,21.2,33,43.1,NA,NA,NA,46.1,46.1,NA,9.09,12.8,21.2,33,43.1,NA,NA,NA,46.1,46.1,NA,0.13,0.183,0.302,0.472,0.616,NA,NA,NA,0.658,0.658,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,10.2,9.75,8.86,9.59,9.63,9.74,9.74,9.74,9.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,262,26,2.4,0.0346,2.43,2.38,2.4,2.4,62.4,2022-10-11 16:12:00,2022-10-14 04:10:00,2,NA,NA,"Plot",NA,NA,NA,NA,FALSE,"Wind tunnel","wt","Stubble","Mix","Band spread or trailing hose","bsth","None",2022-10-11,"","0-5",205,2254,2258,395
"AU","MAG","testA","A","plot9","4",2022-10-11 16:28:00,3,"../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx","DFC","Dynamic chamber",NA,NA,"D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testA.F:A.P:plot9.T:DFC.R:4.R2:.T:2022-10-11 16:28:00.M:Dynamic chamberNA",NA,0.38,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.19,NA,"Wet",NA,1.3,"Yes","No","mix","mix of slurry co-digested with other agricultural residues",NA,"Slurry","Anaerobic digestion",NA,NA,5.99,NA,2.62,2,NA,NA,NA,7.5,2022-10-14 06:50:00,"bsth",45,"t/ha","none",NA,NA,NA,NA,NA,"stubble",8,NA,NA,NA,11,NA,"1665505680","1665730200","D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testA.F:A.P:plot9.T:DFC.R:4.R2:.T:2022-10-11 16:28:00","D:1.I:AU.Pr:MAG.E:testA","","Pedersen, Johanna; Kamp, Jesper",90,NA,7.67,10.7,19.1,28.8,37.1,NA,NA,NA,39.6,39.6,NA,7.67,10.7,19.1,28.8,37.1,NA,NA,NA,39.6,39.6,NA,0.0852,0.119,0.212,0.32,0.412,NA,NA,NA,0.44,0.44,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,10.2,9.75,9.3,9.84,9.87,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,282,20,2.4,0.0232,2.09,2.38,7.2,2.4,62.4,2022-10-11 16:28:00,2022-10-14 04:26:00,2,NA,NA,"Plot",NA,NA,NA,NA,FALSE,"Dynamic chamber","chamber","Stubble","Mix","Band spread or trailing hose","bsth","None",2022-10-11,"","0-5",205,2255,2259,395
"AU","MAG","testB","A","plot1","1",2022-11-16 10:50:00,3,"../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx","DFC","Dynamic chamber",NA,NA,"D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testB.F:A.P:plot1.T:DFC.R:1.R2:.T:2022-11-16 10:50:00.M:Dynamic chamberNA",NA,0.38,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.22,NA,"Wet",NA,1.3,"Yes","No","mix","mix of slurry co-digested with other agricultural residues",NA,"Slurry","Anaerobic digestion",NA,NA,5.43,NA,2.61,1.83,NA,NA,NA,7.5,2022-11-23 09:09:00,"bsth",35,"t/ha","none",NA,NA,NA,NA,NA,"stubble",8,NA,NA,NA,17,NA,"1668595800","1669194540","D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testB.F:A.P:plot1.T:DFC.R:1.R2:.T:2022-11-16 10:50:00","D:1.I:AU.Pr:MAG.E:testB","","Pedersen, Johanna; Kamp, Jesper",64,NA,6.05,8.6,14,19.6,24,26.1,27.2,NA,28.9,28.9,NA,6.05,8.6,14,19.6,24,26.1,27.2,NA,28.9,28.9,NA,0.0945,0.134,0.219,0.307,0.375,0.408,0.425,NA,0.451,0.451,NA,0,0,0,0,0,0,0,NA,0,0,NA,8.35,8.33,7.98,6.96,6.03,4.86,3.75,2.07,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,372,90,1.73,0.0233,1.49,1.72,5.2,1.73,166,2022-11-16 10:50:00,2022-11-23 07:25:00,2,NA,NA,"Plot",NA,NA,NA,NA,FALSE,"Dynamic chamber","chamber","Stubble","Mix","Band spread or trailing hose","bsth","None",2022-11-16,"","0-5",205,2256,2260,396
"AU","MAG","testB","A","plot10","8",2022-11-16 12:02:00,3,"../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx","DFC","Dynamic chamber",NA,NA,"D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testB.F:A.P:plot10.T:DFC.R:8.R2:.T:2022-11-16 12:02:00.M:Dynamic chamberNA",NA,0.38,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.22,NA,"Wet",NA,1.3,"Yes","No","mix","mix of slurry co-digested with other agricultural residues",NA,"Slurry","Anaerobic digestion",NA,NA,5.43,NA,2.61,1.83,NA,NA,NA,7.5,2022-11-23 08:37:00,"bsth",35,"t/ha","none",NA,NA,NA,NA,NA,"stubble",8,NA,NA,NA,24,NA,"1668600120","1669192620","D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testB.F:A.P:plot10.T:DFC.R:8.R2:.T:2022-11-16 12:02:00","D:1.I:AU.Pr:MAG.E:testB","","Pedersen, Johanna; Kamp, Jesper",64,NA,7.58,10.3,15.8,21.9,27.1,29.5,31.1,NA,34.2,34.2,NA,7.58,10.3,15.8,21.9,27.1,29.5,31.1,NA,34.2,34.2,NA,0.118,0.161,0.247,0.341,0.423,0.461,0.485,NA,0.534,0.534,NA,0,0,0,0,0,0,0,NA,0,0,NA,8.3,8.23,7.83,6.92,5.97,4.8,3.66,2.04,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373,459,87,1.73,0.0338,2.16,1.72,5.2,1.73,165,2022-11-16 12:02:00,2022-11-23 06:53:00,2,NA,NA,"Plot",NA,NA,NA,NA,FALSE,"Dynamic chamber","chamber","Stubble","Mix","Band spread or trailing hose","bsth","None",2022-11-16,"","0-5",205,2257,2261,396
"AU","MAG","testB","A","plot12","9",2022-11-16 12:18:00,3,"../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx","DFC","Dynamic chamber",NA,NA,"D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testB.F:A.P:plot12.T:DFC.R:9.R2:.T:2022-11-16 12:18:00.M:Dynamic chamberNA",NA,0.38,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.22,NA,"Wet",NA,1.3,"Yes","No","mix","mix of slurry co-digested with other agricultural residues",NA,"Slurry","Anaerobic digestion",NA,NA,5.43,NA,2.61,1.83,NA,NA,NA,7.5,2022-11-23 08:53:00,"bsth",35,"t/ha","none",NA,NA,NA,NA,NA,"stubble",8,NA,NA,NA,25,NA,"1668601080","1669193580","D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testB.F:A.P:plot12.T:DFC.R:9.R2:.T:2022-11-16 12:18:00","D:1.I:AU.Pr:MAG.E:testB","","Pedersen, Johanna; Kamp, Jesper",64,NA,6.8,9.61,15.4,22,26.9,29.2,30.3,NA,32.8,32.8,NA,6.8,9.61,15.4,22,26.9,29.2,30.3,NA,32.8,32.8,NA,0.106,0.15,0.241,0.343,0.42,0.455,0.474,NA,0.512,0.512,NA,0,0,0,0,0,0,0,NA,0,0,NA,8.3,8.23,7.78,6.87,5.94,4.78,3.63,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460,546,87,1.73,0.0298,1.91,1.72,5.2,1.73,165,2022-11-16 12:18:00,2022-11-23 07:09:00,2,NA,NA,"Plot",NA,NA,NA,NA,FALSE,"Dynamic chamber","chamber","Stubble","Mix","Band spread or trailing hose","bsth","None",2022-11-16,"","0-5",205,2258,2262,396
"AU","MAG","testB","A","plot20","1",2022-11-16 09:42:00,3,"../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx","bLS","bLS",NA,NA,"D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testB.F:A.P:plot20.T:bLS.R:1.R2:.T:2022-11-16 09:42:00.M:bLSNA",NA,100,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.22,NA,"Wet",NA,1.3,"Yes","No","mix","mix of slurry co-digested with other agricultural residues",NA,"Slurry","Anaerobic digestion",NA,NA,5.43,NA,2.61,1.83,NA,NA,NA,7.5,2022-11-16 09:43:00,"bsth",35,"t/ha","none",NA,NA,NA,NA,NA,"stubble",8,NA,NA,NA,26,NA,"1668591720","1668591780","D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testB.F:A.P:plot20.T:bLS.R:1.R2:.T:2022-11-16 09:42:00","D:1.I:AU.Pr:MAG.E:testB","m i","Pedersen, Johanna; Kamp, Jesper",64,1.8,7.5,10.4,15.7,19.6,21.8,22.4,22.7,22.7,22.7,22.7,1.8,7.5,10.4,15.7,19.6,21.8,22.4,22.7,22.7,22.7,22.7,0.0281,0.117,0.162,0.246,0.306,0.34,0.35,0.354,0.355,0.355,0.355,0,0,0,0,0,0,0,0,0,0,0,8.09,8.06,8.01,7.62,6.67,5.76,4.63,3.52,2,2.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.906,0.854,0.786,0.789,5.72,5.48,5.46,5.25,5.29,5.15,4.32,3.79,2.96,2.97,6.59,6.31,6.29,6.04,6.09,5.93,4.97,4.36,3.41,3.42,1,1,1,0.688,0.375,0.375,0.389,0.406,0.387,0.39,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2940,3280,337,0.5,0.0192,1.23,0.5,0.5,0.5,168,2022-11-16 09:30:00,2022-11-23 09:30:00,2,"FALSE",1,"Field",NA,NA,NA,NA,FALSE,"bLS","micro met","Stubble","Mix","Band spread or trailing hose","bsth","None",2022-11-16,"m i","0-5",205,2259,2263,396
"AU","MAG","testB","A","plot3","2",2022-11-16 11:06:00,3,"../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx","DFC","Dynamic chamber",NA,NA,"D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testB.F:A.P:plot3.T:DFC.R:2.R2:.T:2022-11-16 11:06:00.M:Dynamic chamberNA",NA,0.38,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.22,NA,"Wet",NA,1.3,"Yes","No","mix","mix of slurry co-digested with other agricultural residues",NA,"Slurry","Anaerobic digestion",NA,NA,5.43,NA,2.61,1.83,NA,NA,NA,7.5,2022-11-23 09:25:00,"bsth",35,"t/ha","none",NA,NA,NA,NA,NA,"stubble",8,NA,NA,NA,18,NA,"1668596760","1669195500","D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testB.F:A.P:plot3.T:DFC.R:2.R2:.T:2022-11-16 11:06:00","D:1.I:AU.Pr:MAG.E:testB","","Pedersen, Johanna; Kamp, Jesper",64,NA,10,13.7,21.2,27.9,33.6,36.6,38.2,NA,41.7,41.7,NA,10,13.7,21.2,27.9,33.6,36.6,38.2,NA,41.7,41.7,NA,0.156,0.214,0.331,0.436,0.525,0.571,0.596,NA,0.651,0.651,NA,0,0,0,0,0,0,0,NA,0,0,NA,8.35,8.3,7.97,6.92,5.98,4.83,3.73,2.12,2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,547,636,90,1.73,0.0407,2.6,1.72,5.2,1.73,166,2022-11-16 11:06:00,2022-11-23 07:41:00,2,NA,NA,"Plot",NA,NA,NA,NA,FALSE,"Dynamic chamber","chamber","Stubble","Mix","Band spread or trailing hose","bsth","None",2022-11-16,"","0-5",205,2260,2264,396
"AU","MAG","testB","A","plot4","3",2022-11-16 11:14:00,3,"../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx","DFC","Dynamic chamber",NA,NA,"D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testB.F:A.P:plot4.T:DFC.R:3.R2:.T:2022-11-16 11:14:00.M:Dynamic chamberNA",NA,0.38,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.22,NA,"Wet",NA,1.3,"Yes","No","mix","mix of slurry co-digested with other agricultural residues",NA,"Slurry","Anaerobic digestion",NA,NA,5.43,NA,2.61,1.83,NA,NA,NA,7.5,2022-11-23 09:33:00,"bsth",35,"t/ha","none",NA,NA,NA,NA,NA,"stubble",8,NA,NA,NA,19,NA,"1668597240","1669195980","D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testB.F:A.P:plot4.T:DFC.R:3.R2:.T:2022-11-16 11:14:00","D:1.I:AU.Pr:MAG.E:testB","","Pedersen, Johanna; Kamp, Jesper",64,NA,10.2,13.8,20.6,27,32.7,35.5,37,NA,40.3,40.3,NA,10.2,13.8,20.6,27,32.7,35.5,37,NA,40.3,40.3,NA,0.159,0.215,0.321,0.422,0.511,0.554,0.577,NA,0.63,0.63,NA,0,0,0,0,0,0,0,NA,0,0,NA,8.35,8.3,7.97,6.94,6.01,4.88,3.76,2.14,2.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637,725,89,1.73,0.0458,2.93,0.533,5.2,1.73,166,2022-11-16 11:14:00,2022-11-23 07:49:00,2,NA,NA,"Plot",NA,NA,NA,NA,FALSE,"Dynamic chamber","chamber","Stubble","Mix","Band spread or trailing hose","bsth","None",2022-11-16,"","0-5",205,2261,2265,396
"AU","MAG","testB","A","plot5","4",2022-11-16 11:22:00,3,"../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx","DFC","Dynamic chamber",NA,NA,"D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testB.F:A.P:plot5.T:DFC.R:4.R2:.T:2022-11-16 11:22:00.M:Dynamic chamberNA",NA,0.38,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.22,NA,"Wet",NA,1.3,"Yes","No","mix","mix of slurry co-digested with other agricultural residues",NA,"Slurry","Anaerobic digestion",NA,NA,5.43,NA,2.61,1.83,NA,NA,NA,7.5,2022-11-23 09:41:00,"bsth",35,"t/ha","none",NA,NA,NA,NA,NA,"stubble",8,NA,NA,NA,20,NA,"1668597720","1669196460","D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testB.F:A.P:plot5.T:DFC.R:4.R2:.T:2022-11-16 11:22:00","D:1.I:AU.Pr:MAG.E:testB","","Pedersen, Johanna; Kamp, Jesper",64,NA,11.4,15.9,25.7,36,44.4,48.7,51.2,NA,56.4,56.4,NA,11.4,15.9,25.7,36,44.4,48.7,51.2,NA,56.4,56.4,NA,0.177,0.249,0.401,0.562,0.694,0.76,0.799,NA,0.881,0.881,NA,0,0,0,0,0,0,0,NA,0,0,NA,8.35,8.3,7.95,6.99,6.04,4.88,3.72,2.11,2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,726,813,88,1.73,0.0476,3.05,1.72,5.2,1.73,166,2022-11-16 11:22:00,2022-11-23 07:57:00,2,NA,NA,"Plot",NA,NA,NA,NA,FALSE,"Dynamic chamber","chamber","Stubble","Mix","Band spread or trailing hose","bsth","None",2022-11-16,"","0-5",205,2262,2266,396
"AU","MAG","testB","A","plot7","5",2022-11-16 11:38:00,3,"../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx","DFC","Dynamic chamber",NA,NA,"D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testB.F:A.P:plot7.T:DFC.R:5.R2:.T:2022-11-16 11:38:00.M:Dynamic chamberNA",NA,0.38,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.22,NA,"Wet",NA,1.3,"Yes","No","mix","mix of slurry co-digested with other agricultural residues",NA,"Slurry","Anaerobic digestion",NA,NA,5.43,NA,2.61,1.83,NA,NA,NA,7.5,2022-11-23 08:13:00,"bsth",35,"t/ha","none",NA,NA,NA,NA,NA,"stubble",8,NA,NA,NA,21,NA,"1668598680","1669191180","D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testB.F:A.P:plot7.T:DFC.R:5.R2:.T:2022-11-16 11:38:00","D:1.I:AU.Pr:MAG.E:testB","","Pedersen, Johanna; Kamp, Jesper",64,NA,9.48,12.7,18.6,25.5,31.3,34.3,35.9,NA,38.6,38.6,NA,9.48,12.7,18.6,25.5,31.3,34.3,35.9,NA,38.6,38.6,NA,0.148,0.198,0.291,0.398,0.489,0.536,0.561,NA,0.603,0.603,NA,0,0,0,0,0,0,0,NA,0,0,NA,8.3,8.27,7.88,6.96,6.02,4.86,3.69,2.08,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,814,900,87,1.73,0.0431,2.76,1.72,5.2,1.73,165,2022-11-16 11:38:00,2022-11-23 06:29:00,2,NA,NA,"Plot",NA,NA,NA,NA,FALSE,"Dynamic chamber","chamber","Stubble","Mix","Band spread or trailing hose","bsth","None",2022-11-16,"","0-5",205,2263,2267,396
"AU","MAG","testB","A","plot8","6",2022-11-16 11:46:00,3,"../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx","DFC","Dynamic chamber",NA,NA,"D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testB.F:A.P:plot8.T:DFC.R:6.R2:.T:2022-11-16 11:46:00.M:Dynamic chamberNA",NA,0.38,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.22,NA,"Wet",NA,1.3,"Yes","No","mix","mix of slurry co-digested with other agricultural residues",NA,"Slurry","Anaerobic digestion",NA,NA,5.43,NA,2.61,1.83,NA,NA,NA,7.5,2022-11-23 08:21:00,"bsth",35,"t/ha","none",NA,NA,NA,NA,NA,"stubble",8,NA,NA,NA,22,NA,"1668599160","1669191660","D:1.I:AU.Pr:MAG.F:../../data-submitted/03/AU/ALFAM2_template_7.0_DFCtest_JP_231108_JK.xlsx.E:testB.F:A.P:plot8.T:DFC.R:6.R2:.T:2022-11-16 11:46:00","D:1.I:AU.Pr:MAG.E:testB","","Pedersen, Johanna; Kamp, Jesper",64,NA,8.83,11.8,17.8,24.2,30,33,35,NA,39.4,39.4,NA,8.83,11.8,17.8,24.2,30,33,35,NA,39.4,39.4,NA,0.138,0.185,0.278,0.378,0.468,0.515,0.546,NA,0.615,0.615,NA,0,0,0,0,0,0,0,NA,0,0,NA,8.3,8.27,7.88,6.96,5.99,4.85,3.68,2.08,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,987,87,1.73,0.0388,2.48,1.72,5.2,1.73,165,2022-11-16 11:46:00,2022-11-23 06:37:00,2,NA,NA,"Plot",NA,NA,NA,NA,FALSE,"Dynamic chamber","chamber","Stubble","Mix","Band spread or trailing hose","bsth","None",2022-11-16,"","0-5",205,2264,2268,396
