"proj","pub.id","exper","field","plot","treat","rep","lat","long","long.dir","topo","interval","t.start","t.end","dt","meas.tech","plot.area","bg.dl","bg.val","bg.unit","j.NH3","j.NH3.unit","clay","silt","sand","oc","soil.type","soil.water","soil.moist","soil.ph","soil.dens","crop.res","till","air.temp","air.temp.z","soil.temp","soil.temp.z","rad","wind","wind.z","rain","rh","wind.loc","far.loc","man.source","man.bed","man.con","man.trt1","man.trt2","man.stor","man.dm","man.tkn","man.tan","man.tic","man.ua","man.ph","app.start","app.method","app.rate","app.rate.unit","incorp","time.incorp","man.area","dist.inj","furrow.z","furrow.w","crop","crop.z","crop.area","lai","notes","row.in.file","t.end.h","t.start.h"
"ALFAM2",NA,"W2","AGP field Foulum","46","CA","2",NA,NA,"E","Flat",3,2014-05-01 10:00:00,2014-05-01 13:22:00,NA,"cps",81,NA,NA,NA,0.05,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",7.09,100,NA,NA,NA,4.57,2,0,56,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,5.7,2.9,1.6,NA,NA,6.2,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"",466,720,716
"ALFAM2",NA,"W2","AGP field Foulum","39","CA","2",NA,NA,"E","Flat",4,2014-05-01 13:00:00,2014-05-01 16:21:00,NA,"cps",81,NA,NA,NA,0.208,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",9.32,100,NA,NA,NA,4.36,2,0,34.6,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,5.7,2.9,1.6,NA,NA,6.2,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"",467,723,719
"ALFAM2",NA,"W2","AGP field Foulum","43","CA","2",NA,NA,"E","Flat",4,2014-05-01 13:06:00,2014-05-01 16:27:00,NA,"cps",81,NA,NA,NA,0.237,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",9.32,100,NA,NA,NA,4.36,2,0,34.6,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,5.7,2.9,1.6,NA,NA,6.2,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"",468,723,720
"ALFAM2",NA,"W2","AGP field Foulum","44","CA","2",NA,NA,"E","Flat",4,2014-05-01 13:17:00,2014-05-01 16:41:00,NA,"cps",81,NA,NA,NA,0.116,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",9.34,100,NA,NA,NA,4.02,2,0,39.1,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,5.7,2.9,1.6,NA,NA,6.2,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"",469,723,720
"ALFAM2",NA,"W2","AGP field Foulum","46","CA","2",NA,NA,"E","Flat",4,2014-05-01 13:22:00,2014-05-01 16:45:00,NA,"cps",81,NA,NA,NA,0.068,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",9.5,100,NA,NA,NA,3.65,2,0,33.9,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,5.7,2.9,1.6,NA,NA,6.2,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"",470,723,720
"ALFAM2",NA,"W2","AGP field Foulum","39","CA","2",NA,NA,"E","Flat",5,2014-05-01 16:21:00,2014-05-02 09:45:00,NA,"cps",81,NA,NA,NA,0.038,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",9.84,100,NA,NA,NA,4.6,2,0,31.9,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,5.7,2.9,1.6,NA,NA,6.2,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"",471,740,723
"ALFAM2",NA,"W2","AGP field Foulum","43","CA","2",NA,NA,"E","Flat",5,2014-05-01 16:27:00,2014-05-02 09:49:00,NA,"cps",81,NA,NA,NA,0.054,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",9.84,100,NA,NA,NA,4.6,2,0,31.9,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,5.7,2.9,1.6,NA,NA,6.2,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"",472,740,723
"ALFAM2",NA,"W2","AGP field Foulum","44","CA","2",NA,NA,"E","Flat",5,2014-05-01 16:41:00,2014-05-02 09:59:00,NA,"cps",81,NA,NA,NA,0.023,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",9.9,100,NA,NA,NA,3.91,2,0,33.7,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,5.7,2.9,1.6,NA,NA,6.2,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"",473,740,723
"ALFAM2",NA,"W2","AGP field Foulum","46","CA","2",NA,NA,"E","Flat",5,2014-05-01 16:45:00,2014-05-02 10:04:00,NA,"cps",81,NA,NA,NA,0.007,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",9.9,100,NA,NA,NA,3.91,2,0,33.7,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,5.7,2.9,1.6,NA,NA,6.2,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"",474,741,723
"ALFAM2",NA,"W2","AGP field Foulum","39","CA","2",NA,NA,"E","Flat",6,2014-05-02 09:45:00,2014-05-02 17:50:00,NA,"cps",81,NA,NA,NA,0.108,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",9.89,100,NA,NA,NA,3.91,2,0,36.1,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,5.7,2.9,1.6,NA,NA,6.2,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"",475,748,740
"ALFAM2",NA,"W2","AGP field Foulum","43","CA","2",NA,NA,"E","Flat",6,2014-05-02 09:49:00,2014-05-02 17:54:00,NA,"cps",81,NA,NA,NA,0.115,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",9.89,100,NA,NA,NA,3.91,2,0,36.1,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,5.7,2.9,1.6,NA,NA,6.2,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"",476,748,740
"ALFAM2",NA,"W2","AGP field Foulum","44","CA","2",NA,NA,"E","Flat",6,2014-05-02 09:59:00,2014-05-02 18:12:00,NA,"cps",81,NA,NA,NA,0.082,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",10.18,100,NA,NA,NA,4.32,2,0,34.2,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,5.7,2.9,1.6,NA,NA,6.2,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"",477,749,740
"ALFAM2",NA,"W2","AGP field Foulum","46","CA","2",NA,NA,"E","Flat",6,2014-05-02 10:04:00,2014-05-02 18:17:00,NA,"cps",81,NA,NA,NA,0.036,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",10.23,100,NA,NA,NA,4.19,2,0,32,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,5.7,2.9,1.6,NA,NA,6.2,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"",478,749,741
"ALFAM2",NA,"W2","AGP field Foulum","39","CA","2",NA,NA,"E","Flat",7,2014-05-02 17:50:00,2014-05-03 14:32:00,NA,"cps",81,NA,NA,NA,0.033,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",11.2,100,NA,NA,NA,2.57,2,0,28.7,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,5.7,2.9,1.6,NA,NA,6.2,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"",479,769,748
"ALFAM2",NA,"W2","AGP field Foulum","43","CA","2",NA,NA,"E","Flat",7,2014-05-02 17:54:00,2014-05-03 14:36:00,NA,"cps",81,NA,NA,NA,0.026,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",11.2,100,NA,NA,NA,2.57,2,0,28.7,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,5.7,2.9,1.6,NA,NA,6.2,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"",480,769,748
"ALFAM2",NA,"W2","AGP field Foulum","44","CA","2",NA,NA,"E","Flat",7,2014-05-02 18:12:00,2014-05-03 14:42:00,NA,"cps",81,NA,NA,NA,0.032,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",10.92,100,NA,NA,NA,2.49,2,0,29.6,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,5.7,2.9,1.6,NA,NA,6.2,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"",481,769,749
"ALFAM2",NA,"W2","AGP field Foulum","46","CA","2",NA,NA,"E","Flat",7,2014-05-02 18:17:00,2014-05-03 14:45:00,NA,"cps",81,NA,NA,NA,0.023,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",10.92,100,NA,NA,NA,2.49,2,0,29.6,"Field",NA,"Cattle",NA,"Liquid","Acidification","None",90,5.7,2.9,1.6,NA,NA,6.2,"","Band spread or trailing hose",53,"t/ha","None","",30,NA,NA,NA,"",NA,NA,NA,"",482,769,749
"ALFAM2",NA,"W2","AGP field Foulum","15","CK","2",NA,NA,"E","Flat",0,2014-04-30 13:29:00,2014-04-30 15:41:00,NA,"cps",81,NA,NA,NA,0,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",15.82,100,NA,NA,NA,4.24,2,0,59.2,"Field",NA,"None",NA,"","None","None",NA,NA,NA,NA,NA,NA,NA,"30-04-2014 13:29","",NA,"","None","",NA,NA,NA,NA,"",NA,NA,NA,"Winter wheat at the beginning of flag leaf emergence. Control.",483,698,696
"ALFAM2",NA,"W2","AGP field Foulum","3","CK","2",NA,NA,"E","Flat",0,2014-04-30 11:29:00,2014-04-30 13:19:00,NA,"cps",81,NA,NA,NA,0,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",13.62,100,NA,NA,NA,2.85,2,0,68.2,"Field",NA,"None",NA,"","None","None",NA,NA,NA,NA,NA,NA,NA,"30-04-2014 11:29","",NA,"","None","",NA,NA,NA,NA,"",NA,NA,NA,"Winter wheat at the beginning of flag leaf emergence. Control.",484,696,694
"ALFAM2",NA,"W2","AGP field Foulum","13","CK","2",NA,NA,"E","Flat",0,2014-04-30 13:33:00,2014-04-30 15:49:00,NA,"cps",81,NA,NA,NA,0,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",16.17,100,NA,NA,NA,3.13,2,0,57.8,"Field",NA,"None",NA,"","None","None",NA,NA,NA,NA,NA,NA,NA,"30-04-2014 13:33","",NA,"","None","",NA,NA,NA,NA,"",NA,NA,NA,"Winter wheat at the beginning of flag leaf emergence. Control.",485,698,696
"ALFAM2",NA,"W2","AGP field Foulum","40","CK","2",NA,NA,"E","Flat",0,2014-04-30 17:02:00,2014-04-30 19:18:00,NA,"cps",81,NA,NA,NA,0,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",14.17,100,NA,NA,NA,4.36,2,0,59.8,"Field",NA,"None",NA,"","None","None",NA,NA,NA,NA,NA,NA,NA,"30-04-2014 17:02","",NA,"","None","",NA,NA,NA,NA,"",NA,NA,NA,"Winter wheat at the beginning of flag leaf emergence. Control.",486,702,700
"ALFAM2",NA,"W2","AGP field Foulum","26","CK","2",NA,NA,"E","Flat",0,2014-04-30 14:51:00,2014-04-30 16:45:00,NA,"cps",81,NA,NA,NA,0,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",13.16,100,NA,NA,NA,3.3,2,0,76,"Field",NA,"None",NA,"","None","None",NA,NA,NA,NA,NA,NA,NA,"30-04-2014 14:51","",NA,"","None","",NA,NA,NA,NA,"",NA,NA,NA,"Winter wheat at the beginning of flag leaf emergence. Control.",487,699,697
"ALFAM2",NA,"W2","AGP field Foulum","47","CK","2",NA,NA,"E","Flat",0,2014-04-30 17:10:00,2014-04-30 19:22:00,NA,"cps",81,NA,NA,NA,0,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",14.35,100,NA,NA,NA,4.34,2,0,60.7,"Field",NA,"None",NA,"","None","None",NA,NA,NA,NA,NA,NA,NA,"30-04-2014 17:10","",NA,"","None","",NA,NA,NA,NA,"",NA,NA,NA,"Winter wheat at the beginning of flag leaf emergence. Control.",488,702,700
"ALFAM2",NA,"W2","AGP field Foulum","6","CK","2",NA,NA,"E","Flat",0,2014-04-30 11:47:00,2014-04-30 13:35:00,NA,"cps",81,NA,NA,NA,0,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",14.13,100,NA,NA,NA,2.7,2,0,68.3,"Field",NA,"None",NA,"","None","None",NA,NA,NA,NA,NA,NA,NA,"30-04-2014 11:47","",NA,"","None","",NA,NA,NA,NA,"",NA,NA,NA,"Winter wheat at the beginning of flag leaf emergence. Control.",489,696,694
"ALFAM2",NA,"W2","AGP field Foulum","10","CK","2",NA,NA,"E","Flat",0,2014-04-30 11:40:00,2014-04-30 13:29:00,NA,"cps",81,NA,NA,NA,0,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",14.13,100,NA,NA,NA,2.7,2,0,68.3,"Field",NA,"None",NA,"","None","None",NA,NA,NA,NA,NA,NA,NA,"30-04-2014 11:40","",NA,"","None","",NA,NA,NA,NA,"",NA,NA,NA,"Winter wheat at the beginning of flag leaf emergence. Control.",490,696,694
"ALFAM2",NA,"W2","AGP field Foulum","15","CK","2",NA,NA,"E","Flat",1,2014-04-30 15:41:00,2014-04-30 18:47:00,NA,"cps",81,NA,NA,NA,0,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",13.64,100,NA,NA,NA,3.55,2,0,68.5,"Field",NA,"None",NA,"","None","None",NA,NA,NA,NA,NA,NA,NA,"","",NA,"","None","",NA,NA,NA,NA,"",NA,NA,NA,"Contol.",491,701,698
"ALFAM2",NA,"W2","AGP field Foulum","3","CK","2",NA,NA,"E","Flat",1,2014-04-30 13:19:00,2014-04-30 18:01:00,NA,"cps",81,NA,NA,NA,0,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",15.84,100,NA,NA,NA,3.92,2,0,58.1,"Field",NA,"None",NA,"","None","None",NA,NA,NA,NA,NA,NA,NA,"","",NA,"","None","",NA,NA,NA,NA,"",NA,NA,NA,"Contol.",492,700,696
"ALFAM2",NA,"W2","AGP field Foulum","13","CK","2",NA,NA,"E","Flat",1,2014-04-30 15:49:00,2014-04-30 18:50:00,NA,"cps",81,NA,NA,NA,0,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",13.64,100,NA,NA,NA,3.55,2,0,68.5,"Field",NA,"None",NA,"","None","None",NA,NA,NA,NA,NA,NA,NA,"","",NA,"","None","",NA,NA,NA,NA,"",NA,NA,NA,"Contol.",493,701,698
"ALFAM2",NA,"W2","AGP field Foulum","40","CK","2",NA,NA,"E","Flat",1,2014-04-30 19:18:00,2014-04-30 20:40:00,NA,"cps",81,NA,NA,NA,0,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",11.55,100,NA,NA,NA,4.99,2,0,63.2,"Field",NA,"None",NA,"","None","None",NA,NA,NA,NA,NA,NA,NA,"","",NA,"","None","",NA,NA,NA,NA,"",NA,NA,NA,"Contol.",494,703,702
"ALFAM2",NA,"W2","AGP field Foulum","26","CK","2",NA,NA,"E","Flat",1,2014-04-30 16:45:00,2014-04-30 18:49:00,NA,"cps",81,NA,NA,NA,0,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",14.12,100,NA,NA,NA,4.47,2,0,57.4,"Field",NA,"None",NA,"","None","None",NA,NA,NA,NA,NA,NA,NA,"","",NA,"","None","",NA,NA,NA,NA,"",NA,NA,NA,"Contol.",495,701,699
"ALFAM2",NA,"W2","AGP field Foulum","47","CK","2",NA,NA,"E","Flat",1,2014-04-30 19:22:00,2014-04-30 20:45:00,NA,"cps",81,NA,NA,NA,0,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",11.08,100,NA,NA,NA,5.02,2,0,65.7,"Field",NA,"None",NA,"","None","None",NA,NA,NA,NA,NA,NA,NA,"","",NA,"","None","",NA,NA,NA,NA,"",NA,NA,NA,"Contol.",496,703,702
"ALFAM2",NA,"W2","AGP field Foulum","6","CK","2",NA,NA,"E","Flat",1,2014-04-30 13:35:00,2014-04-30 18:16:00,NA,"cps",81,NA,NA,NA,0,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",16.17,100,NA,NA,NA,3.13,2,0,57.8,"Field",NA,"None",NA,"","None","None",NA,NA,NA,NA,NA,NA,NA,"","",NA,"","None","",NA,NA,NA,NA,"",NA,NA,NA,"Contol.",497,701,696
"ALFAM2",NA,"W2","AGP field Foulum","10","CK","2",NA,NA,"E","Flat",1,2014-04-30 13:29:00,2014-04-30 18:11:00,NA,"cps",81,NA,NA,NA,0,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",15.82,100,NA,NA,NA,4.24,2,0,59.2,"Field",NA,"None",NA,"","None","None",NA,NA,NA,NA,NA,NA,NA,"","",NA,"","None","",NA,NA,NA,NA,"",NA,NA,NA,"Contol.",498,701,696
"ALFAM2",NA,"W2","AGP field Foulum","15","CK","2",NA,NA,"E","Flat",2,2014-04-30 18:47:00,2014-05-01 09:21:00,NA,"cps",81,NA,NA,NA,0,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",12.71,100,NA,NA,NA,5.25,2,0,69.8,"Field",NA,"None",NA,"","None","None",NA,NA,NA,NA,NA,NA,NA,"","",NA,"","None","",NA,NA,NA,NA,"",NA,NA,NA,"Contol.",499,716,701
"ALFAM2",NA,"W2","AGP field Foulum","3","CK","2",NA,NA,"E","Flat",2,2014-04-30 18:01:00,2014-05-01 09:33:00,NA,"cps",81,NA,NA,NA,0,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",13.16,100,NA,NA,NA,4.38,2,0,65.7,"Field",NA,"None",NA,"","None","None",NA,NA,NA,NA,NA,NA,NA,"","",NA,"","None","",NA,NA,NA,NA,"",NA,NA,NA,"Contol.",500,716,700
"ALFAM2",NA,"W2","AGP field Foulum","13","CK","2",NA,NA,"E","Flat",2,2014-04-30 18:50:00,2014-05-01 09:35:00,NA,"cps",81,NA,NA,NA,0,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",12.5,100,NA,NA,NA,4.89,2,0,64.9,"Field",NA,"None",NA,"","None","None",NA,NA,NA,NA,NA,NA,NA,"","",NA,"","None","",NA,NA,NA,NA,"",NA,NA,NA,"Contol.",501,716,701
"ALFAM2",NA,"W2","AGP field Foulum","40","CK","2",NA,NA,"E","Flat",2,2014-04-30 20:40:00,2014-05-01 09:40:00,NA,"cps",81,NA,NA,NA,0,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",8.05,100,NA,NA,NA,4.9,2,0,78.9,"Field",NA,"None",NA,"","None","None",NA,NA,NA,NA,NA,NA,NA,"","",NA,"","None","",NA,NA,NA,NA,"",NA,NA,NA,"Contol.",502,716,703
"ALFAM2",NA,"W2","AGP field Foulum","26","CK","2",NA,NA,"E","Flat",2,2014-04-30 18:49:00,2014-05-01 09:57:00,NA,"cps",81,NA,NA,NA,0,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",12.71,100,NA,NA,NA,5.25,2,0,69.8,"Field",NA,"None",NA,"","None","None",NA,NA,NA,NA,NA,NA,NA,"","",NA,"","None","",NA,NA,NA,NA,"",NA,NA,NA,"Contol.",503,716,701
"ALFAM2",NA,"W2","AGP field Foulum","47","CK","2",NA,NA,"E","Flat",2,2014-04-30 20:45:00,2014-05-01 10:02:00,NA,"cps",81,NA,NA,NA,0,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",8.05,100,NA,NA,NA,4.9,2,0,78.9,"Field",NA,"None",NA,"","None","None",NA,NA,NA,NA,NA,NA,NA,"","",NA,"","None","",NA,NA,NA,NA,"",NA,NA,NA,"Contol.",504,717,703
"ALFAM2",NA,"W2","AGP field Foulum","6","CK","2",NA,NA,"E","Flat",2,2014-04-30 18:16:00,2014-05-01 10:10:00,NA,"cps",81,NA,NA,NA,0,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",13.1,100,NA,NA,NA,4.5,2,0,68,"Field",NA,"None",NA,"","None","None",NA,NA,NA,NA,NA,NA,NA,"","",NA,"","None","",NA,NA,NA,NA,"",NA,NA,NA,"Contol.",505,717,701
"ALFAM2",NA,"W2","AGP field Foulum","10","CK","2",NA,NA,"E","Flat",2,2014-04-30 18:11:00,2014-05-01 10:16:00,NA,"cps",81,NA,NA,NA,0,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",13.1,100,NA,NA,NA,4.5,2,0,68,"Field",NA,"None",NA,"","None","None",NA,NA,NA,NA,NA,NA,NA,"","",NA,"","None","",NA,NA,NA,NA,"",NA,NA,NA,"Contol.",506,717,701
"ALFAM2",NA,"W2","AGP field Foulum","15","CK","2",NA,NA,"E","Flat",3,2014-05-01 09:21:00,2014-05-01 12:43:00,NA,"cps",81,NA,NA,NA,0,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",6.22,100,NA,NA,NA,4.26,2,0,64.8,"Field",NA,"None",NA,"","None","None",NA,NA,NA,NA,NA,NA,NA,"","",NA,"","None","",NA,NA,NA,NA,"",NA,NA,NA,"Contol.",507,719,716
"ALFAM2",NA,"W2","AGP field Foulum","3","CK","2",NA,NA,"E","Flat",3,2014-05-01 09:33:00,2014-05-01 12:55:00,NA,"cps",81,NA,NA,NA,0,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",6.09,100,NA,NA,NA,4.71,2,0,64.3,"Field",NA,"None",NA,"","None","None",NA,NA,NA,NA,NA,NA,NA,"","",NA,"","None","",NA,NA,NA,NA,"",NA,NA,NA,"Contol.",508,719,716
"ALFAM2",NA,"W2","AGP field Foulum","13","CK","2",NA,NA,"E","Flat",3,2014-05-01 09:35:00,2014-05-01 12:57:00,NA,"cps",81,NA,NA,NA,0,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",6.09,100,NA,NA,NA,4.71,2,0,64.3,"Field",NA,"None",NA,"","None","None",NA,NA,NA,NA,NA,NA,NA,"","",NA,"","None","",NA,NA,NA,NA,"",NA,NA,NA,"Contol.",509,719,716
"ALFAM2",NA,"W2","AGP field Foulum","40","CK","2",NA,NA,"E","Flat",3,2014-05-01 09:40:00,2014-05-01 13:02:00,NA,"cps",81,NA,NA,NA,0,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",6.46,100,NA,NA,NA,4.85,2,0,61.2,"Field",NA,"None",NA,"","None","None",NA,NA,NA,NA,NA,NA,NA,"","",NA,"","None","",NA,NA,NA,NA,"",NA,NA,NA,"Contol.",510,720,716
"ALFAM2",NA,"W2","AGP field Foulum","26","CK","2",NA,NA,"E","Flat",3,2014-05-01 09:57:00,2014-05-01 13:19:00,NA,"cps",81,NA,NA,NA,0,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",7.06,100,NA,NA,NA,5.34,2,0,56.9,"Field",NA,"None",NA,"","None","None",NA,NA,NA,NA,NA,NA,NA,"","",NA,"","None","",NA,NA,NA,NA,"",NA,NA,NA,"Contol.",511,720,716
"ALFAM2",NA,"W2","AGP field Foulum","47","CK","2",NA,NA,"E","Flat",3,2014-05-01 10:02:00,2014-05-01 13:24:00,NA,"cps",81,NA,NA,NA,0,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",7.09,100,NA,NA,NA,4.57,2,0,56,"Field",NA,"None",NA,"","None","None",NA,NA,NA,NA,NA,NA,NA,"","",NA,"","None","",NA,NA,NA,NA,"",NA,NA,NA,"Contol.",512,720,717
"ALFAM2",NA,"W2","AGP field Foulum","6","CK","2",NA,NA,"E","Flat",3,2014-05-01 10:10:00,2014-05-01 13:30:00,NA,"cps",81,NA,NA,NA,0,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",7.5,100,NA,NA,NA,5.12,2,0,58,"Field",NA,"None",NA,"","None","None",NA,NA,NA,NA,NA,NA,NA,"","",NA,"","None","",NA,NA,NA,NA,"",NA,NA,NA,"Contol.",513,720,717
"ALFAM2",NA,"W2","AGP field Foulum","10","CK","2",NA,NA,"E","Flat",3,2014-05-01 10:16:00,2014-05-01 13:36:00,NA,"cps",81,NA,NA,NA,0,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",7.5,100,NA,NA,NA,5.12,2,0,58,"Field",NA,"None",NA,"","None","None",NA,NA,NA,NA,NA,NA,NA,"","",NA,"","None","",NA,NA,NA,NA,"",NA,NA,NA,"Contol.",514,720,717
"ALFAM2",NA,"W2","AGP field Foulum","15","CK","2",NA,NA,"E","Flat",4,2014-05-01 12:43:00,2014-05-01 16:03:00,NA,"cps",81,NA,NA,NA,0,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",9.27,100,NA,NA,NA,4.84,2,0,38.4,"Field",NA,"None",NA,"","None","None",NA,NA,NA,NA,NA,NA,NA,"","",NA,"","None","",NA,NA,NA,NA,"",NA,NA,NA,"Contol.",515,723,719
"ALFAM2",NA,"W2","AGP field Foulum","3","CK","2",NA,NA,"E","Flat",4,2014-05-01 12:55:00,2014-05-01 16:15:00,NA,"cps",81,NA,NA,NA,0,"kg N/ha-hr",7.7,9.8,76.8,5.8,NA,NA,"Wet",6.1,1.32,"","",9.36,100,NA,NA,NA,4.57,2,0,35.9,"Field",NA,"None",NA,"","None","None",NA,NA,NA,NA,NA,NA,NA,"","",NA,"","None","",NA,NA,NA,NA,"",NA,NA,NA,"Contol.",516,723,719
