Institute,ProjectNo,ExpNo,PlotNo,ReplNo,DataSource,Experiment,Treatment,Repetition,ShiftNo,StartTime,EndTime,ShiftLen,Volatil,SoilType,ClayPct,SiltPct,TRUEPct,OMPctC,SoilWater,SoilMoist,SoilpH,AirTemp,HeightAirT,SoilTemp,DepthSoilT,Radiation,WindSpeed,HeightWind,Rain,ManureType,ManureTreat,ManureBed,ManureDM,ManureNTot,ManureTAN,ManureUAc,ManurepH,ManureAppl,ManureRate,ManureInc,ManureISpd,CropType,CropHeight,MeasTech,SoilPreTrt
DIAS,1994,1,79,1,1,1,2,1,2,"1990/07/05 15:00:00","1990/07/05 21:00:00",6,0.185,1,10.6,11.8,74.6,2.7,27.9,1,6.6,7.3,1000,,,0,3.2,20,0,2,0,0,5.35,3.5,1.9,0,7.9,4,30,0,0,3,0,1,1
DIAS,1994,1,79,1,1,1,2,1,3,"1990/07/05 21:00:00","1990/07/06 03:00:00",6,0.17333333333333,1,10.6,11.8,74.6,2.7,27.9,1,6.6,6.9,1000,,,0.1,3.19,20,0,2,0,0,5.35,3.5,1.9,0,7.9,4,30,0,0,3,0,1,1
DIAS,1994,1,79,1,1,1,2,1,4,"1990/07/06 03:30:00","1990/07/06 10:00:00",6.50000000005821,0.22615384615182,1,10.6,11.8,74.6,2.7,27.9,1,6.6,7.7,1000,,,94.9,3.1,20,0,2,0,0,5.35,3.5,1.9,0,7.9,4,30,0,0,3,0,1,1
DIAS,1994,1,79,1,1,1,2,1,5,"1990/07/06 09:30:00","1990/07/06 15:30:00",6,0.10166666666667,1,10.6,11.8,74.6,2.7,27.9,1,6.6,7.1,1000,,,27.7,3.07,20,0,2,0,0,5.35,3.5,1.9,0,7.9,4,30,0,0,3,0,1,1
DIAS,1994,1,79,1,1,1,2,1,6,"1990/07/06 15:30:00","1990/07/06 21:30:00",6,0.03833333333333,1,10.6,11.8,74.6,2.7,27.9,1,6.6,5.8,1000,,,0,3.1,20,0,2,0,0,5.35,3.5,1.9,0,7.9,4,30,0,0,3,0,1,1
DIAS,1994,1,79,1,1,1,2,1,7,"1990/07/06 21:30:00","1990/07/07 03:30:00",6,0.01,1,10.6,11.8,74.6,2.7,27.9,1,6.6,4.5,1000,,,0.3,3.15,20,0,2,0,0,5.35,3.5,1.9,0,7.9,4,30,0,0,3,0,1,1
DIAS,1994,1,79,1,1,1,2,1,8,"1990/07/07 04:00:00","1990/07/07 10:30:00",6.50000000005821,0.04769230769188,1,10.6,11.8,74.6,2.7,27.9,1,6.6,8.3,1000,,,186.7,3.14,20,0,2,0,0,5.35,3.5,1.9,0,7.9,4,30,0,0,3,0,1,1
DIAS,1994,1,79,1,1,1,2,1,9,"1990/07/08 04:00:00","1990/07/09 04:00:00",24,-0.03541666666667,1,10.6,11.8,74.6,2.7,27.9,1,6.6,4.9,1000,,,58.8,3.13,20,0,2,0,0,5.35,3.5,1.9,0,7.9,4,30,0,0,3,0,1,1
DIAS,1994,1,79,1,1,1,2,1,10,"1990/07/09 04:00:00","1990/07/10 04:00:00",24,0.04,1,10.6,11.8,74.6,2.7,27.9,1,6.6,2.8,1000,,,43.3,3.08,20,0,2,0,0,5.35,3.5,1.9,0,7.9,4,30,0,0,3,0,1,1
DIAS,1994,1,79,1,1,1,2,1,11,"1990/07/10 04:00:00","1990/07/11 04:00:00",24,-0.00208333333333,1,10.6,11.8,74.6,2.7,27.9,1,6.6,3.1,1000,,,74.2,2.96,20,0,2,0,0,5.35,3.5,1.9,0,7.9,4,30,0,0,3,0,1,1
DIAS,1994,1,79,1,1,1,2,1,12,"1990/07/11 04:00:00","1990/07/12 04:00:00",24,0.02958333333333,1,10.6,11.8,74.6,2.7,27.9,1,6.6,3.9,1000,,,65.3,2.16,20,0,2,0,0,5.35,3.5,1.9,0,7.9,4,30,0,0,3,0,1,1
DIAS,1994,2,81,1,1,2,1,1,1,"1991/05/01 09:15:00","1991/05/01 15:15:00",6,0.33833333333333,1,10.6,11.8,74.6,2.7,27.9,1,6.6,7.4,1000,,,14.6,2.77,20,0,2,0,0,5.2,3.7,2.4,0,8.3,0,30,0,0,3,0,1,1
DIAS,1994,2,81,1,1,2,1,1,2,"1991/05/01 15:15:00","1991/05/01 21:15:00",6,0.325,1,10.6,11.8,74.6,2.7,27.9,1,6.6,6.9,1000,,,0,2.71,20,0,2,0,0,5.2,3.7,2.4,0,8.3,0,30,0,0,3,0,1,1
DIAS,1994,2,81,1,1,2,1,1,3,"1991/05/01 21:15:00","1991/05/02 03:15:00",6,0.23666666666667,1,10.6,11.8,74.6,2.7,27.9,1,6.6,5.4,1000,,,9,2.57,20,0,2,0,0,5.2,3.7,2.4,0,8.3,0,30,0,0,3,0,1,1
DIAS,1994,2,81,1,1,2,1,1,4,"1991/05/02 03:45:00","1991/05/02 10:15:00",6.50000000005821,0.19692307692131,1,10.6,11.8,74.6,2.7,27.9,1,6.6,6.5,1000,,,209.4,2.53,20,0,2,0,0,5.2,3.7,2.4,0,8.3,0,30,0,0,3,0,1,1
DIAS,1994,2,81,1,1,2,1,1,5,"1991/05/02 09:45:00","1991/05/02 15:45:00",6,0.17166666666667,1,10.6,11.8,74.6,2.7,27.9,1,6.6,5.9,1000,,,110.5,2.78,20,0,2,0,0,5.2,3.7,2.4,0,8.3,0,30,0,0,3,0,1,1
DIAS,1994,2,81,1,1,2,1,1,6,"1991/05/02 15:45:00","1991/05/02 21:45:00",6,0.10333333333333,1,10.6,11.8,74.6,2.7,27.9,1,6.6,5.4,1000,,,0,2.8,20,0,2,0,0,5.2,3.7,2.4,0,8.3,0,30,0,0,3,0,1,1
DIAS,1994,2,81,1,1,2,1,1,7,"1991/05/02 21:45:00","1991/05/03 03:45:00",6,0.11,1,10.6,11.8,74.6,2.7,27.9,1,6.6,8,1000,,,12.3,2.8,20,0,2,0,0,5.2,3.7,2.4,0,8.3,0,30,0,0,3,0,1,1
DIAS,1994,2,81,1,1,2,1,1,8,"1991/05/03 04:15:00","1991/05/03 10:45:00",6.50000000005821,0.04153846153809,1,10.6,11.8,74.6,2.7,27.9,1,6.6,6.4,1000,,,79.4,2.8,20,0,2,0,0,5.2,3.7,2.4,0,8.3,0,30,0,0,3,0,1,1
DIAS,1994,2,81,1,1,2,1,1,9,"1991/05/04 04:15:00","1991/05/05 04:15:00",24,0.06291666666667,1,10.6,11.8,74.6,2.7,27.9,1,6.6,4.8,1000,,,72.8,2.8,20,0,2,0,0,5.2,3.7,2.4,0,8.3,0,30,0,0,3,0,1,1
DIAS,1994,2,81,1,1,2,1,1,10,"1991/05/05 04:15:00","1991/05/06 04:15:00",24,0.04291666666667,1,10.6,11.8,74.6,2.7,27.9,1,6.6,4.1,1000,,,117.4,2.8,20,0,2,0,0,5.2,3.7,2.4,0,8.3,0,30,0,0,3,0,1,1
DIAS,1994,2,81,1,1,2,1,1,11,"1991/05/06 04:15:00","1991/05/07 04:15:00",24,0.0475,1,10.6,11.8,74.6,2.7,27.9,1,6.6,2.8,1000,,,123,2.8,20,0,2,0,0,5.2,3.7,2.4,0,8.3,0,30,0,0,3,0,1,1
DIAS,1994,2,81,1,1,2,1,1,12,"1991/05/07 04:15:00","1991/05/08 04:15:00",24,0.04,1,10.6,11.8,74.6,2.7,27.9,1,6.6,3.9,1000,,,186.1,2.8,20,0,2,0,0,5.2,3.7,2.4,0,8.3,0,30,0,0,3,0,1,1
DIAS,1994,2,81,1,1,2,2,1,1,"1991/05/01 09:15:00","1991/05/01 15:15:00",6,0.82666666666667,1,10.6,11.8,74.6,2.7,27.9,1,6.6,7.4,1000,,,14.6,2.64,20,0,2,0,0,5.2,3.7,2.4,0,8.3,0,30,0,0,3,0,1,0
DIAS,1994,2,81,1,1,2,2,1,2,"1991/05/01 15:15:00","1991/05/01 21:15:00",6,0.73666666666667,1,10.6,11.8,74.6,2.7,27.9,1,6.6,6.9,1000,,,0,2.71,20,0,2,0,0,5.2,3.7,2.4,0,8.3,0,30,0,0,3,0,1,0
DIAS,1994,2,81,1,1,2,2,1,3,"1991/05/01 21:15:00","1991/05/02 03:15:00",6,0.455,1,10.6,11.8,74.6,2.7,27.9,1,6.6,5.4,1000,,,9,2.19,20,0,2,0,0,5.2,3.7,2.4,0,8.3,0,30,0,0,3,0,1,0
DIAS,1994,2,81,1,1,2,2,1,4,"1991/05/02 03:45:00","1991/05/02 10:15:00",6.50000000005821,0.38769230768884,1,10.6,11.8,74.6,2.7,27.9,1,6.6,6.5,1000,,,209.4,2.27,20,0,2,0,0,5.2,3.7,2.4,0,8.3,0,30,0,0,3,0,1,0
DIAS,1994,2,81,1,1,2,2,1,5,"1991/05/02 09:45:00","1991/05/02 15:45:00",6,0.27166666666667,1,10.6,11.8,74.6,2.7,27.9,1,6.6,5.9,1000,,,110.5,3.12,20,0,2,0,0,5.2,3.7,2.4,0,8.3,0,30,0,0,3,0,1,0
DIAS,1994,2,81,1,1,2,2,1,6,"1991/05/02 15:45:00","1991/05/02 21:45:00",6,0.35833333333333,1,10.6,11.8,74.6,2.7,27.9,1,6.6,5.4,1000,,,0,3.33,20,0,2,0,0,5.2,3.7,2.4,0,8.3,0,30,0,0,3,0,1,0
DIAS,1994,2,81,1,1,2,2,1,7,"1991/05/02 21:45:00","1991/05/03 03:45:00",6,0.24666666666667,1,10.6,11.8,74.6,2.7,27.9,1,6.6,8,1000,,,12.3,3.17,20,0,2,0,0,5.2,3.7,2.4,0,8.3,0,30,0,0,3,0,1,0
DIAS,1994,2,81,1,1,2,2,1,8,"1991/05/03 04:15:00","1991/05/03 10:45:00",6.50000000005821,0.21538461538269,1,10.6,11.8,74.6,2.7,27.9,1,6.6,6.4,1000,,,79.4,2.86,20,0,2,0,0,5.2,3.7,2.4,0,8.3,0,30,0,0,3,0,1,0
DIAS,1994,2,81,1,1,2,2,1,9,"1991/05/04 04:15:00","1991/05/05 04:15:00",24,0.12375,1,10.6,11.8,74.6,2.7,27.9,1,6.6,4.8,1000,,,72.8,2.75,20,0,2,0,0,5.2,3.7,2.4,0,8.3,0,30,0,0,3,0,1,0
DIAS,1994,2,81,1,1,2,2,1,10,"1991/05/05 04:15:00","1991/05/06 04:15:00",24,0.0975,1,10.6,11.8,74.6,2.7,27.9,1,6.6,4.1,1000,,,117.4,3.1,20,0,2,0,0,5.2,3.7,2.4,0,8.3,0,30,0,0,3,0,1,0
DIAS,1994,2,81,1,1,2,2,1,11,"1991/05/06 04:15:00","1991/05/07 04:15:00",24,0.1075,1,10.6,11.8,74.6,2.7,27.9,1,6.6,2.8,1000,,,123,3.25,20,0,2,0,0,5.2,3.7,2.4,0,8.3,0,30,0,0,3,0,1,0
DIAS,1994,2,81,1,1,2,2,1,12,"1991/05/07 04:15:00","1991/05/08 04:15:00",24,0.08,1,10.6,11.8,74.6,2.7,27.9,1,6.6,3.9,1000,,,186.1,3.27,20,0,2,0,0,5.2,3.7,2.4,0,8.3,0,30,0,0,3,0,1,0
DIAS,1994,3,84,1,1,3,1,1,1,"1991/07/03 08:15:00","1991/07/03 14:15:00",6,1.015,1,10.6,11.8,74.6,2.7,17.7,2,6.6,11.9,1000,,,224,3.14,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,1
DIAS,1994,3,84,1,1,3,1,1,2,"1991/07/03 14:15:00","1991/07/03 20:15:00",6,0.755,1,10.6,11.8,74.6,2.7,17.7,2,6.6,11.5,1000,,,40.1,3.13,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,1
DIAS,1994,3,84,1,1,3,1,1,3,"1991/07/03 20:15:00","1991/07/04 02:15:00",6,0.21,1,10.6,11.8,74.6,2.7,17.7,2,6.6,11.5,1000,,,0,3.04,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,1
DIAS,1994,3,84,1,1,3,1,1,4,"1991/07/04 02:45:00","1991/07/04 09:15:00",6.50000000005821,0.14153846153719,1,10.6,11.8,74.6,2.7,17.7,2,6.6,11.7,1000,,,18.4,3.04,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,1
DIAS,1994,3,84,1,1,3,1,1,5,"1991/07/04 08:45:00","1991/07/04 14:45:00",6,0.22333333333333,1,10.6,11.8,74.6,2.7,17.7,2,6.6,14.5,1000,,,206.3,3.13,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,1
DIAS,1994,3,84,1,1,3,1,1,6,"1991/07/04 14:45:00","1991/07/04 20:45:00",6,0.155,1,10.6,11.8,74.6,2.7,17.7,2,6.6,13.2,1000,,,13.8,3.12,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,1
DIAS,1994,3,84,1,1,3,1,1,7,"1991/07/04 20:45:00","1991/07/05 02:45:00",6,0.05166666666667,1,10.6,11.8,74.6,2.7,17.7,2,6.6,10.7,1000,,,0,3.1,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,1
DIAS,1994,3,84,1,1,3,1,1,8,"1991/07/05 03:15:00","1991/07/05 09:45:00",6.50000000005821,0.11999999999892,1,10.6,11.8,74.6,2.7,17.7,2,6.6,11.3,1000,,,103.4,3.16,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,1
DIAS,1994,3,84,1,1,3,1,1,9,"1991/07/06 03:15:00","1991/07/07 03:15:00",24,0.05625,1,10.6,11.8,74.6,2.7,17.7,2,6.6,12.4,1000,,,99.4,3.12,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,1
DIAS,1994,3,84,1,1,3,1,1,10,"1991/07/07 03:15:00","1991/07/08 03:15:00",24,0.03208333333333,1,10.6,11.8,74.6,2.7,17.7,2,6.6,11.3,1000,,,76.5,3.13,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,1
DIAS,1994,3,84,1,1,3,1,1,11,"1991/07/08 03:15:00","1991/07/09 03:15:00",24,0.01583333333333,1,10.6,11.8,74.6,2.7,17.7,2,6.6,12.7,1000,,,81.4,3.16,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,1
DIAS,1994,3,84,1,1,3,1,1,12,"1991/07/09 03:15:00","1991/07/10 03:15:00",24,0.00625,1,10.6,11.8,74.6,2.7,17.7,2,6.6,12.3,1000,,,78.5,3.2,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,1
DIAS,1994,3,84,1,1,3,1,2,1,"1991/07/03 08:15:00","1991/07/03 14:15:00",6,1.48,1,10.6,11.8,74.6,2.7,17.7,2,6.6,11.9,1000,,,224,3.4,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,1
DIAS,1994,3,84,1,1,3,1,2,2,"1991/07/03 14:15:00","1991/07/03 20:15:00",6,0.97,1,10.6,11.8,74.6,2.7,17.7,2,6.6,11.5,1000,,,40.1,3.36,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,1
DIAS,1994,3,84,1,1,3,1,2,3,"1991/07/03 20:15:00","1991/07/04 02:15:00",6,-0.015,1,10.6,11.8,74.6,2.7,17.7,2,6.6,11.5,1000,,,0,3.34,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,1
DIAS,1994,3,84,1,1,3,1,2,4,"1991/07/04 02:45:00","1991/07/04 09:15:00",6.50000000005821,0.23538461538251,1,10.6,11.8,74.6,2.7,17.7,2,6.6,11.7,1000,,,18.4,3.33,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,1
DIAS,1994,3,84,1,1,3,1,2,5,"1991/07/04 08:45:00","1991/07/04 14:45:00",6,0.265,1,10.6,11.8,74.6,2.7,17.7,2,6.6,14.5,1000,,,206.3,3.4,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,1
DIAS,1994,3,84,1,1,3,1,2,6,"1991/07/04 14:45:00","1991/07/04 20:45:00",6,0.26166666666667,1,10.6,11.8,74.6,2.7,17.7,2,6.6,13.2,1000,,,13.8,3.38,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,1
DIAS,1994,3,84,1,1,3,1,2,7,"1991/07/04 20:45:00","1991/07/05 02:45:00",6,0.085,1,10.6,11.8,74.6,2.7,17.7,2,6.6,10.7,1000,,,0,3.33,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,1
DIAS,1994,3,84,1,1,3,1,2,8,"1991/07/05 03:15:00","1991/07/05 09:45:00",6.50000000005821,0.11692307692203,1,10.6,11.8,74.6,2.7,17.7,2,6.6,11.3,1000,,,103.4,3.39,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,1
DIAS,1994,3,84,1,1,3,1,2,9,"1991/07/06 03:15:00","1991/07/07 03:15:00",24,0.05083333333333,1,10.6,11.8,74.6,2.7,17.7,2,6.6,12.4,1000,,,99.4,3.38,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,1
DIAS,1994,3,84,1,1,3,1,2,10,"1991/07/07 03:15:00","1991/07/08 03:15:00",24,0.0475,1,10.6,11.8,74.6,2.7,17.7,2,6.6,11.3,1000,,,76.5,3.38,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,1
DIAS,1994,3,84,1,1,3,1,2,11,"1991/07/08 03:15:00","1991/07/09 03:15:00",24,0.035,1,10.6,11.8,74.6,2.7,17.7,2,6.6,12.7,1000,,,81.4,3.4,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,1
DIAS,1994,3,84,1,1,3,1,2,12,"1991/07/09 03:15:00","1991/07/10 03:15:00",24,0.00333333333333,1,10.6,11.8,74.6,2.7,17.7,2,6.6,12.3,1000,,,78.5,3.48,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,1
DIAS,1994,4,86,1,1,4,1,1,1,"1991/09/07 08:00:00","1991/09/07 11:00:00",3,2.21666666666667,1,10.6,11.8,74.6,2.7,23.5,2,6.6,14.9,1000,,,107,3,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,0
DIAS,1994,4,86,1,1,4,1,1,2,"1991/09/07 11:00:00","1991/09/07 14:00:00",3,1.69666666666667,1,10.6,11.8,74.6,2.7,23.5,2,6.6,13.1,1000,,,32,3,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,0
DIAS,1994,4,86,1,1,4,1,1,3,"1991/09/07 17:00:00","1991/09/07 23:00:00",6,1.15166666666667,1,10.6,11.8,74.6,2.7,23.5,2,6.6,11.6,1000,,,0.1,3,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,0
DIAS,1994,4,86,1,1,4,1,1,4,"1991/09/08 05:30:00","1991/09/08 11:30:00",6,0.67919999999684,1,10.6,11.8,74.6,2.7,23.5,2,6.6,11.5,1000,,,35.9,3,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,0
DIAS,1994,4,86,1,1,4,1,1,5,"1991/09/08 11:30:00","1991/09/08 17:30:00",6,0.30833333333333,1,10.6,11.8,74.6,2.7,23.5,2,6.6,11.2,1000,,,29.7,3,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,0
DIAS,1994,4,86,1,1,4,1,1,6,"1991/09/08 17:30:00","1991/09/08 23:30:00",6,0.10833333333333,1,10.6,11.8,74.6,2.7,23.5,2,6.6,9.2,1000,,,0,3,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,0
DIAS,1994,4,86,1,1,4,1,1,7,"1991/09/08 23:30:00","1991/09/09 05:30:00",6,0.13666666666667,1,10.6,11.8,74.6,2.7,23.5,2,6.6,8.1,1000,,,2.7,2.93,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,0
DIAS,1994,4,86,1,1,4,1,1,8,"1991/09/09 06:00:00","1991/09/09 12:30:00",6.50000000005821,0.22461538461337,1,10.6,11.8,74.6,2.7,23.5,2,6.6,10.4,1000,,,274.3,2.8,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,0
DIAS,1994,4,86,1,1,4,1,1,9,"1991/09/10 06:00:00","1991/09/11 06:00:00",24,0.1525,1,10.6,11.8,74.6,2.7,23.5,2,6.6,8.3,1000,,,141.3,2.88,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,0
DIAS,1994,4,86,1,1,4,1,1,10,"1991/09/11 06:00:00","1991/09/12 06:00:00",24,0.13625,1,10.6,11.8,74.6,2.7,23.5,2,6.6,10.1,1000,,,43.6,2.79,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,0
DIAS,1994,4,86,1,1,4,1,1,11,"1991/09/12 06:00:00","1991/09/13 06:00:00",24,0.10583333333333,1,10.6,11.8,74.6,2.7,23.5,2,6.6,11.5,1000,,,35.3,2.96,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,0
DIAS,1994,4,86,1,1,4,1,1,12,"1991/09/13 06:00:00","1991/09/14 06:00:00",24,0.04666666666667,1,10.6,11.8,74.6,2.7,23.5,2,6.6,9.9,1000,,,32.8,3.05,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,0
DIAS,1994,4,86,1,1,4,2,1,1,"1991/09/07 08:00:00","1991/09/07 11:00:00",3,-0.14,1,10.6,11.8,74.6,2.7,23.5,2,6.6,14.9,1000,,,107,3.1,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,1
DIAS,1994,4,86,1,1,4,2,1,2,"1991/09/07 11:00:00","1991/09/07 14:00:00",3,0.61666666666667,1,10.6,11.8,74.6,2.7,23.5,2,6.6,13.1,1000,,,32,3.1,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,1
DIAS,1994,4,86,1,1,4,2,1,3,"1991/09/07 17:00:00","1991/09/07 23:00:00",6,0.415,1,10.6,11.8,74.6,2.7,23.5,2,6.6,11.6,1000,,,0.1,3.1,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,1
DIAS,1994,4,86,1,1,4,2,1,4,"1991/09/08 05:30:00","1991/09/08 11:30:00",6,0.30319999999859,1,10.6,11.8,74.6,2.7,23.5,2,6.6,11.5,1000,,,35.9,3.1,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,1
DIAS,1994,4,86,1,1,4,2,1,5,"1991/09/08 11:30:00","1991/09/08 17:30:00",6,0.23,1,10.6,11.8,74.6,2.7,23.5,2,6.6,11.2,1000,,,29.7,3.1,20,0,1,0,0,3.9,5,3.9,0,7.9,0,30,0,0,3,0,1,1
