project,experiment,field,plot_code,plot_code,replicate,shift,t_start,t_end,time.4,meas_tech,meas_tech_det,detect_lim,d_val,d_unit,flux,flux_unit,surf_pH,temp,air_temp_z,soil_temp,soil_temp_z,soil_surf_temp,radiation,wind2m,wind_z
B1992-19,B1992-19,48-Slootdorp,048,048,"",4,"","",2.9,IHF,IHF,"","","",2.27080055172414,kg N/ha-hr,"",11.9,10,"","","",1406.7,5.9,2
B1992-19,B1992-19,48-Slootdorp,048,048,"",5,"","",3.4,IHF,IHF,"","","",0.562848,kg N/ha-hr,"",11.5,10,"","","",1651,4.1,2
B1992-19,B1992-19,48-Slootdorp,048,048,"",6,"","",12.1,IHF,IHF,"","","",0.181413818181818,kg N/ha-hr,"",11.1,10,"","","",1679.1,1.9,2
B1992-19,B1992-19,48-Slootdorp,048,048,"",7,"","",24.1,IHF,IHF,"","","",0.200850323651452,kg N/ha-hr,"",11.8,10,"","","",2903.2,3.7,2
B1992-19,B1992-19,48-Slootdorp,048,048,"",8,"","",25.1,IHF,IHF,"","","",0.0739999362549801,kg N/ha-hr,"",9.5,10,"","","",4692,4.7,2
B1992-19,B1992-19,48-Slootdorp,048,048,"",9,"","",23.8,IHF,IHF,"","","",0.0425683361344538,kg N/ha-hr,"",7.3,10,"","","",5335.9,3.3,2
B1992-20,B1992-20,49-Slootdorp,049,049,"",1,"","",0.5,IHF,IHF,"","","",9.78161184,kg N/ha-hr,"",23.2,10,"","","",107.5,4.7,2
B1992-20,B1992-20,49-Slootdorp,049,049,"",2,"","",1.1,IHF,IHF,"","","",8.6806512,kg N/ha-hr,"",24.8,10,"","","",435.3,5.5,2
B1992-20,B1992-20,49-Slootdorp,049,049,"",3,"","",1.4,IHF,IHF,"","","",5.28173768571429,kg N/ha-hr,"",27.3,10,"","","",812.7,6.4,2
B1992-20,B1992-20,49-Slootdorp,049,049,"",4,"","",3,IHF,IHF,"","","",2.63948256,kg N/ha-hr,"",31.5,10,"","","",1646.3,6.8,2
B1992-20,B1992-20,49-Slootdorp,049,049,"",5,"","",4,IHF,IHF,"","","",0.75691044,kg N/ha-hr,"",34.1,10,"","","",2230.6,5.6,2
B1992-20,B1992-20,49-Slootdorp,049,049,"",6,"","",12.4,IHF,IHF,"","","",0.0892140096774194,kg N/ha-hr,"",19.3,10,"","","",2388.3,1.4,2
B1992-20,B1992-20,49-Slootdorp,049,049,"",7,"","",25,IHF,IHF,"","","",0.2585140272,kg N/ha-hr,"",19.4,10,"","","",5102.2,4.2,2
B1992-20,B1992-20,49-Slootdorp,049,049,"",8,"","",24.7,IHF,IHF,"","","",0.0825034736842105,kg N/ha-hr,"",15.6,10,"","","",8006.1,4.6,2
B1992-20,B1992-20,49-Slootdorp,049,049,"",9,"","",23.5,IHF,IHF,"","","",0.0545074621276596,kg N/ha-hr,"",14.7,10,"","","",10682.9,5.3,2
B1992-24,B1992-24,50-Slootdorp,050,050,"",1,"","",0.5,IHF,IHF,"","","",20.10067488,kg N/ha-hr,"",18.2,10,"","","",69.45,4.9,2
B1992-24,B1992-24,50-Slootdorp,050,050,"",2,"","",1,IHF,IHF,"","","",13.5737316,kg N/ha-hr,"",18.8,10,"","","",259.6,5,2
B1992-24,B1992-24,50-Slootdorp,050,050,"",3,"","",1.6,IHF,IHF,"","","",6.5702637,kg N/ha-hr,"",19.7,10,"","","",636.6,5.3,2
B1992-24,B1992-24,50-Slootdorp,050,050,"",4,"","",2.9,IHF,IHF,"","","",3.2266243862069,kg N/ha-hr,"",21.9,10,"","","",1484.2,5.7,2
B1992-24,B1992-24,50-Slootdorp,050,050,"",5,"","",5.2,IHF,IHF,"","","",1.0441332,kg N/ha-hr,"",23.1,10,"","","",2569.3,6.1,2
B1992-24,B1992-24,50-Slootdorp,050,050,"",6,"","",11.8,IHF,IHF,"","","",0.0930042915254237,kg N/ha-hr,"",16.6,10,"","","",2716.4,4.7,2
B1992-24,B1992-24,50-Slootdorp,050,050,"",7,"","",24.3,IHF,IHF,"","","",0.0927021333333333,kg N/ha-hr,"",18.7,10,"","","",5603.6,4.3,2
B1992-24,B1992-24,50-Slootdorp,050,050,"",8,"","",24.4,IHF,IHF,"","","",0.0331413049180328,kg N/ha-hr,"",19.2,10,"","","",7848.1,2.1,2
B1992-24,B1992-24,50-Slootdorp,050,050,"",9,"","",23.8,IHF,IHF,"","","",0.0194153142857143,kg N/ha-hr,"",19.7,10,"","","",10603.3,2.8,2
B1992-37,B1992-37,51-Slootdorp,051,051,"",1,"","",0.5,IHF,IHF,"","","",24.85794168,kg N/ha-hr,"",14.8,10,"","","",99.9,6.1,2
B1992-37,B1992-37,51-Slootdorp,051,051,"",2,"","",1,IHF,IHF,"","","",18.12162924,kg N/ha-hr,"",14.7,10,"","","",304.3,6.3,2
B1992-37,B1992-37,51-Slootdorp,051,051,"",3,"","",1.5,IHF,IHF,"","","",9.42451224,kg N/ha-hr,"",14.5,10,"","","",625.9,6.4,2
B1992-37,B1992-37,51-Slootdorp,051,051,"",4,"","",4.5,IHF,IHF,"","","",2.76199352,kg N/ha-hr,"",14.2,10,"","","",1090.9,4.5,2
B1992-37,B1992-37,51-Slootdorp,051,051,"",5,"","",12,IHF,IHF,"","","",0.66414348,kg N/ha-hr,"",14,10,"","","",1097.9,2,2
B1992-37,B1992-37,51-Slootdorp,051,051,"",6,"","",11.9,IHF,IHF,"","","",0.717561983193277,kg N/ha-hr,"",15.5,10,"","","",2288.1,5.3,2
B1992-37,B1992-37,51-Slootdorp,051,051,"",7,"","",12.7,IHF,IHF,"","","",0.141942925984252,kg N/ha-hr,"",14.5,10,"","","",2332,2.4,2
B1992-37,B1992-37,51-Slootdorp,051,051,"",8,"","",24.2,IHF,IHF,"","","",0.133299163636364,kg N/ha-hr,"",15.8,10,"","","",3789,2.6,2
B1992-37,B1992-37,51-Slootdorp,051,051,"",9,"","",24.6,IHF,IHF,"","","",0.127274882926829,kg N/ha-hr,"",15.4,10,"","","",4887,5.5,2
B1992-37,B1992-37,53-Slootdorp,053,053,"",1,"","",0.5,IHF,IHF,"","","",5.35162056,kg N/ha-hr,"",14.5,10,"","","",99.5,6,2
B1992-37,B1992-37,53-Slootdorp,053,053,"",2,"","",1,IHF,IHF,"","","",4.79800464,kg N/ha-hr,"",14.7,10,"","","",315.1,6.2,2
B1992-37,B1992-37,53-Slootdorp,053,053,"",3,"","",1.6,IHF,IHF,"","","",1.8453864,kg N/ha-hr,"",14.4,10,"","","",634,6.4,2
B1992-37,B1992-37,53-Slootdorp,053,053,"",4,"","",2.9,IHF,IHF,"","","",0.859059186206897,kg N/ha-hr,"",14.2,10,"","","",1094.7,5.5,2
B1992-37,B1992-37,53-Slootdorp,053,053,"",5,"","",2.6,IHF,IHF,"","","",0.3193938,kg N/ha-hr,"",13.9,10,"","","",1235.4,3.5,2
B1992-37,B1992-37,53-Slootdorp,053,053,"",6,"","",11.5,IHF,IHF,"","","",0.104304448695652,kg N/ha-hr,"",14,10,"","","",1237.8,2,2
B1992-37,B1992-37,53-Slootdorp,053,053,"",7,"","",24.6,IHF,IHF,"","","",0.172536126829268,kg N/ha-hr,"",14.9,10,"","","",2467.5,3.9,2
B1992-37,B1992-37,53-Slootdorp,053,053,"",8,"","",24.2,IHF,IHF,"","","",0.0419406,kg N/ha-hr,"",15.8,10,"","","",3925.8,2.5,2
B1992-37,B1992-37,53-Slootdorp,053,053,"",9,"","",24.7,IHF,IHF,"","","",0.0672408,kg N/ha-hr,"",15.5,10,"","","",5027.6,5.5,2
B1992-37,B1992-37,54-Slootdorp,054,054,"",1,"","",0.5,IHF,IHF,"","","",5.14099872,kg N/ha-hr,"",14.8,10,"","","",106.5,6.3,2
B1992-37,B1992-37,54-Slootdorp,054,054,"",2,"","",1,IHF,IHF,"","","",3.23692512,kg N/ha-hr,"",14.7,10,"","","",305.6,6.3,2
B1992-37,B1992-37,54-Slootdorp,054,054,"",3,"","",1.6,IHF,IHF,"","","",2.1420828,kg N/ha-hr,"",14.5,10,"","","",636.7,6.4,2
B1992-37,B1992-37,54-Slootdorp,054,054,"",4,"","",4.6,IHF,IHF,"","","",0.662286469565217,kg N/ha-hr,"",14.2,10,"","","",1112,4.6,2
B1992-37,B1992-37,54-Slootdorp,054,054,"",5,"","",11.9,IHF,IHF,"","","",0.216008349579832,kg N/ha-hr,"",14,10,"","","",1119,2,2
B1992-37,B1992-37,54-Slootdorp,054,054,"",6,"","",11.9,IHF,IHF,"","","",0.456017626890756,kg N/ha-hr,"",15.5,10,"","","",2310.6,5.4,2
B1992-37,B1992-37,54-Slootdorp,054,054,"",7,"","",12.7,IHF,IHF,"","","",0.0824598803149606,kg N/ha-hr,"",14.9,10,"","","",2352.4,2.4,2
B1992-37,B1992-37,54-Slootdorp,054,054,"",8,"","",24.1,IHF,IHF,"","","",0.0711064829875519,kg N/ha-hr,"",15.8,10,"","","",3806.4,2.6,2
B1992-37,B1992-37,54-Slootdorp,054,054,"",9,"","",24.7,IHF,IHF,"","","",0.0655248,kg N/ha-hr,"",15.5,10,"","","",4908.2,5.5,2
B1992-38,B1992-38,55-Slootdorp,055,055,"",1,"","",0.5,IHF,IHF,"","","",18.63097236,kg N/ha-hr,"",16.1,10,"","","",68.7,4.7,2
B1992-38,B1992-38,55-Slootdorp,055,055,"",2,"","",1,IHF,IHF,"","","",16.13403792,kg N/ha-hr,"",16.7,10,"","","",231.4,5,2
B1992-38,B1992-38,55-Slootdorp,055,055,"",3,"","",1.7,IHF,IHF,"","","",9.7730691882353,kg N/ha-hr,"",17.6,10,"","","",567.5,5.8,2
B1992-38,B1992-38,55-Slootdorp,055,055,"",4,"","",3,IHF,IHF,"","","",5.47404858,kg N/ha-hr,"",19,10,"","","",1095.5,6.1,2
B1992-38,B1992-38,55-Slootdorp,055,055,"",5,"","",2.5,IHF,IHF,"","","",2.612177568,kg N/ha-hr,"",19.1,10,"","","",1265.7,4.5,2
B1992-38,B1992-38,55-Slootdorp,055,055,"",6,"","",12.4,IHF,IHF,"","","",0.836442058064516,kg N/ha-hr,"",13.5,10,"","","",1274.2,3.3,2
B1992-38,B1992-38,55-Slootdorp,055,055,"",7,"","",25.1,IHF,IHF,"","","",0.348178109163347,kg N/ha-hr,"",15.5,10,"","","",1825.2,2.3,2
B1992-38,B1992-38,55-Slootdorp,055,055,"",8,"","",24.1,IHF,IHF,"","","",0.159395751037344,kg N/ha-hr,"",15.8,10,"","","",2637.5,1.9,2
B1992-38,B1992-38,55-Slootdorp,055,055,"",9,"","",23.4,IHF,IHF,"","","",0.0656656,kg N/ha-hr,"",16.2,10,"","","",3366.4,1.2,2
B1992-38,B1992-38,56-Slootdorp,056,056,"",1,"","",0.5,IHF,IHF,"","","",6.38187264,kg N/ha-hr,"",16.5,10,"","","",78.5,4.9,2
B1992-38,B1992-38,56-Slootdorp,056,056,"",2,"","",1,IHF,IHF,"","","",4.985838,kg N/ha-hr,"",17,10,"","","",248.6,5.2,2
B1992-38,B1992-38,56-Slootdorp,056,056,"",3,"","",1.6,IHF,IHF,"","","",3.303117675,kg N/ha-hr,"",17.8,10,"","","",592.7,6.1,2
B1992-38,B1992-38,56-Slootdorp,056,056,"",4,"","",2.8,IHF,IHF,"","","",1.7450433,kg N/ha-hr,"",19.2,10,"","","",1065.4,6,2
B1992-38,B1992-38,56-Slootdorp,056,056,"",5,"","",2.9,IHF,IHF,"","","",0.550161434482759,kg N/ha-hr,"",18.5,10,"","","",1210.1,3.8,2
B1992-38,B1992-38,56-Slootdorp,056,056,"",6,"","",11.9,IHF,IHF,"","","",0.293284588235294,kg N/ha-hr,"",13.4,10,"","","",1211.3,3.3,2
B1992-38,B1992-38,56-Slootdorp,056,056,"",7,"","",24.8,IHF,IHF,"","","",0.168875158064516,kg N/ha-hr,"",15.6,10,"","","",1757.5,2.3,2
B1992-38,B1992-38,56-Slootdorp,056,056,"",8,"","",24.1,IHF,IHF,"","","",0.0786148730290456,kg N/ha-hr,"",15.7,10,"","","",2573,1.9,2
B1992-38,B1992-38,56-Slootdorp,056,056,"",9,"","",23.7,IHF,IHF,"","","",0.0294522075949367,kg N/ha-hr,"",16.2,10,"","","",3307.3,1.2,2
B1992-38,B1992-38,57-Slootdorp,057,057,"",1,"","",0.5,IHF,IHF,"","","",3.9217464,kg N/ha-hr,"",16,10,"","","",61.5,4.5,2
B1992-38,B1992-38,57-Slootdorp,057,057,"",2,"","",1,IHF,IHF,"","","",3.03935346,kg N/ha-hr,"",16.5,10,"","","",214.5,4.9,2
B1992-38,B1992-38,57-Slootdorp,057,057,"",3,"","",1.6,IHF,IHF,"","","",2.0221504875,kg N/ha-hr,"",17.4,10,"","","",520.2,5.6,2
B1992-38,B1992-38,57-Slootdorp,057,057,"",4,"","",2.9,IHF,IHF,"","","",1.18328555172414,kg N/ha-hr,"",18.9,10,"","","",1073.4,6.2,2
B1992-38,B1992-38,57-Slootdorp,057,057,"",5,"","",2.7,IHF,IHF,"","","",0.508374533333333,kg N/ha-hr,"",19.2,10,"","","",1294.3,4.7,2
B1992-38,B1992-38,57-Slootdorp,057,057,"",6,"","",12.7,IHF,IHF,"","","",0.185279357480315,kg N/ha-hr,"",13.6,10,"","","",1305.3,3.3,2
B1992-38,B1992-38,57-Slootdorp,057,057,"",7,"","",25,IHF,IHF,"","","",0.1254958848,kg N/ha-hr,"",15.6,10,"","","",1860.7,2.3,2
B1992-38,B1992-38,57-Slootdorp,057,057,"",8,"","",24,IHF,IHF,"","","",0.0694475925,kg N/ha-hr,"",15.8,10,"","","",2666.7,1.9,2
B1992-38,B1992-38,57-Slootdorp,057,057,"",9,"","",23.5,IHF,IHF,"","","",0.0250324238297872,kg N/ha-hr,"",16.2,10,"","","",3397.6,1.2,2
B1992-39,B1992-39,58-Slootdorp,058,058,"",1,"","",0.5,IHF,IHF,"","","",27.70231464,kg N/ha-hr,"",19,10,"","","",27.5,3.9,2
B1992-39,B1992-39,58-Slootdorp,058,058,"",2,"","",1,IHF,IHF,"","","",27.23118684,kg N/ha-hr,"",20.3,10,"","","",116.5,4.8,2
B1992-39,B1992-39,58-Slootdorp,058,058,"",3,"","",1.5,IHF,IHF,"","","",12.81467616,kg N/ha-hr,"",21.7,10,"","","",231.3,4.2,2
B1992-39,B1992-39,58-Slootdorp,058,058,"",4,"","",3,IHF,IHF,"","","",5.27663136,kg N/ha-hr,"",24,10,"","","",491.7,3.9,2
B1992-39,B1992-39,58-Slootdorp,058,058,"",5,"","",3,IHF,IHF,"","","",1.35056636,kg N/ha-hr,"",22.2,10,"","","",587.9,2.8,2
B1992-39,B1992-39,58-Slootdorp,058,058,"",6,"","",13.9,IHF,IHF,"","","",0.549084198561151,kg N/ha-hr,"",16.8,10,"","","",603.7,2.5,2
B1992-39,B1992-39,58-Slootdorp,058,058,"",7,"","",24.5,IHF,IHF,"","","",0.299983415510204,kg N/ha-hr,"",15,10,"","","",1192.4,5,2
B1992-39,B1992-39,58-Slootdorp,058,058,"",8,"","",24.2,IHF,IHF,"","","",0.124595781818182,kg N/ha-hr,"",16.5,10,"","","",1959.8,4.3,2
B1992-39,B1992-39,58-Slootdorp,058,058,"",9,"","",24.5,IHF,IHF,"","","",0.0692269420408163,kg N/ha-hr,"",17.5,10,"","","",2964.9,4.6,2
B1992-39,B1992-39,59-Slootdorp,059,059,"",1,"","",0.5,IHF,IHF,"","","",7.68019824,kg N/ha-hr,"",20.2,10,"","","",34.5,4.9,2
B1992-39,B1992-39,59-Slootdorp,059,059,"",2,"","",1,IHF,IHF,"","","",3.4462428,kg N/ha-hr,"",21,10,"","","",127.5,4.4,2
B1992-39,B1992-39,59-Slootdorp,059,059,"",3,"","",1.5,IHF,IHF,"","","",3.15085056,kg N/ha-hr,"",22.9,10,"","","",249.9,4.1,2
B1992-39,B1992-39,59-Slootdorp,059,059,"",4,"","",3,IHF,IHF,"","","",1.93646024,kg N/ha-hr,"",24.1,10,"","","",497.8,3.9,2
B1992-39,B1992-39,59-Slootdorp,059,059,"",5,"","",3,IHF,IHF,"","","",0.55796312,kg N/ha-hr,"",21.6,10,"","","",570.3,2.6,2
B1992-39,B1992-39,59-Slootdorp,059,059,"",6,"","",13.4,IHF,IHF,"","","",0.191049707462687,kg N/ha-hr,"",16.8,10,"","","",576.7,2.5,2
B1992-39,B1992-39,59-Slootdorp,059,059,"",7,"","",24.7,IHF,IHF,"","","",0.2870208,kg N/ha-hr,"",15,10,"","","",1171.1,5,2
B1992-39,B1992-39,59-Slootdorp,059,059,"",8,"","",24.2,IHF,IHF,"","","",0.117994145454545,kg N/ha-hr,"",16.5,10,"","","",1938.1,4.3,2
B1992-39,B1992-39,59-Slootdorp,059,059,"",9,"","",24.2,IHF,IHF,"","","",0.0406876363636364,kg N/ha-hr,"",17.5,10,"","","",2941,4.6,2
B1992-39,B1992-39,60-Slootdorp,060,060,"",1,"","",0.5,IHF,IHF,"","","",2.61940536,kg N/ha-hr,"",20.2,10,"","","",46.4,5.1,2
B1992-39,B1992-39,60-Slootdorp,060,060,"",2,"","",1,IHF,IHF,"","","",1.71268812,kg N/ha-hr,"",21,10,"","","",129,4.4,2
B1992-39,B1992-39,60-Slootdorp,060,060,"",3,"","",1.4,IHF,IHF,"","","",1.36727202857143,kg N/ha-hr,"",22.7,10,"","","",243.2,4.1,2
B1992-39,B1992-39,60-Slootdorp,060,060,"",4,"","",2.9,IHF,IHF,"","","",1.49382533793103,kg N/ha-hr,"",24.1,10,"","","",492.3,3.9,2
B1992-39,B1992-39,60-Slootdorp,060,060,"",5,"","",3.1,IHF,IHF,"","","",0.454983561290323,kg N/ha-hr,"",21.6,10,"","","",556.8,2.4,2
B1992-39,B1992-39,60-Slootdorp,060,060,"",6,"","",13,IHF,IHF,"","","",0.04649832,kg N/ha-hr,"",16.8,10,"","","",578,2.5,2
B1992-39,B1992-39,60-Slootdorp,060,060,"",7,"","",25,IHF,IHF,"","","",0.322388352,kg N/ha-hr,"",15,10,"","","",1157.2,5,2
B1992-39,B1992-39,60-Slootdorp,060,060,"",8,"","",24.1,IHF,IHF,"","","",0.108689019087137,kg N/ha-hr,"",16.5,10,"","","",1921.7,4.3,2
B1992-39,B1992-39,60-Slootdorp,060,060,"",9,"","",24.3,IHF,IHF,"","","",0.0829188148148148,kg N/ha-hr,"",17.5,10,"","","",2920,4.6,2
B1993-15,B1993-15,63-Slootdorp,063,063,"",1,"","",0.5,IHF,IHF,"","","",13.0923936,kg N/ha-hr,"",9.7,10,"","","",74.8,3.7,2
B1993-15,B1993-15,63-Slootdorp,063,063,"",2,"","",1,IHF,IHF,"","","",13.41970344,kg N/ha-hr,"",10.2,10,"","","",217,4.1,2
B1993-15,B1993-15,63-Slootdorp,063,063,"",3,"","",1.4,IHF,IHF,"","","",11.5337753142857,kg N/ha-hr,"",11.3,10,"","","",535,4.4,2
B1993-15,B1993-15,63-Slootdorp,063,063,"",4,"","",3.2,IHF,IHF,"","","",3.920899125,kg N/ha-hr,"",11.7,10,"","","",1234.7,5.1,2
B1993-15,B1993-15,63-Slootdorp,063,063,"",5,"","",3.1,IHF,IHF,"","","",1.19661661935484,kg N/ha-hr,"",9.9,10,"","","",1525.4,5.6,2
B1993-15,B1993-15,63-Slootdorp,063,063,"",6,"","",12.3,IHF,IHF,"","","",0.319326673170732,kg N/ha-hr,"",6.6,10,"","","",1552.4,3.3,2
B1993-15,B1993-15,63-Slootdorp,063,063,"",7,"","",24.1,IHF,IHF,"","","",0.217301138589212,kg N/ha-hr,"",7,10,"","","",3326,3.2,2
B1993-15,B1993-15,63-Slootdorp,063,063,"",8,"","",24.2,IHF,IHF,"","","",0.1668108,kg N/ha-hr,"",10.9,10,"","","",5238.1,3.7,2
B1993-15,B1993-15,63-Slootdorp,063,063,"",9,"","",25.1,IHF,IHF,"","","",0.14344255936255,kg N/ha-hr,"",9.1,10,"","","",5748.8,4.4,2
B1993-15,B1993-15,64-Slootdorp,064,064,"",1,"","",0.5,IHF,IHF,"","","",11.54305152,kg N/ha-hr,"",9.2,10,"","","",68.1,4.5,2
B1993-15,B1993-15,64-Slootdorp,064,064,"",2,"","",1,IHF,IHF,"","","",15.459444,kg N/ha-hr,"",9.9,10,"","","",213.8,3.9,2
B1993-15,B1993-15,64-Slootdorp,064,064,"",3,"","",1.5,IHF,IHF,"","","",7.35182448,kg N/ha-hr,"",11,10,"","","",498.2,4.5,2
B1993-15,B1993-15,64-Slootdorp,064,064,"",4,"","",3,IHF,IHF,"","","",4.53477024,kg N/ha-hr,"",11.7,10,"","","",1200.3,5.2,2
B1993-15,B1993-15,64-Slootdorp,064,064,"",5,"","",3.6,IHF,IHF,"","","",1.7749732,kg N/ha-hr,"",10.2,10,"","","",1601.6,6,2
B1993-15,B1993-15,64-Slootdorp,064,064,"",6,"","",12.3,IHF,IHF,"","","",0.3435432,kg N/ha-hr,"",6.6,10,"","","",1630.3,3.5,2
B1993-15,B1993-15,64-Slootdorp,064,064,"",7,"","",24.1,IHF,IHF,"","","",0.226652982572614,kg N/ha-hr,"",7,10,"","","",3401.4,3.4,2
B1993-15,B1993-15,64-Slootdorp,064,064,"",8,"","",24.4,IHF,IHF,"","","",0.249209616393443,kg N/ha-hr,"",10.9,10,"","","",5320.4,3.8,2
B1993-15,B1993-15,64-Slootdorp,064,064,"",9,"","",25.1,IHF,IHF,"","","",0.151925478884462,kg N/ha-hr,"",9.1,10,"","","",5829.1,4.5,2
B1993-15,B1993-15,67-Slootdorp,067,067,"",1,"","",0.5,IHF,IHF,"","","",1.057056,kg N/ha-hr,"",9,10,"","","",51.4,4.4,2
B1993-15,B1993-15,67-Slootdorp,067,067,"",2,"","",1,IHF,IHF,"","","",3.8054016,kg N/ha-hr,"",9.5,10,"","","",192.2,4.2,2
B1993-15,B1993-15,67-Slootdorp,067,067,"",3,"","",1.4,IHF,IHF,"","","",2.491632,kg N/ha-hr,"",10.5,10,"","","",430.5,4.1,2
B1993-15,B1993-15,67-Slootdorp,067,067,"",4,"","",3.2,IHF,IHF,"","","",2.048046,kg N/ha-hr,"",11.7,10,"","","",949,5,2
B1993-15,B1993-15,67-Slootdorp,067,067,"",5,"","",4.2,IHF,IHF,"","","",0.830544,kg N/ha-hr,"",10.2,10,"","","",1614.3,6,2
B1993-15,B1993-15,67-Slootdorp,067,067,"",6,"","",12.3,IHF,IHF,"","","",0.197660878048781,kg N/ha-hr,"",6.6,10,"","","",1686.1,3.5,2
B1993-15,B1993-15,67-Slootdorp,067,067,"",7,"","",24.1,IHF,IHF,"","","",0.14035598340249,kg N/ha-hr,"",7,10,"","","",3461,3.4,2
B1993-15,B1993-15,67-Slootdorp,067,067,"",8,"","",24.4,IHF,IHF,"","","",0.164623475409836,kg N/ha-hr,"",10.9,10,"","","",5377,3.9,2
B1993-15,B1993-15,67-Slootdorp,067,067,"",9,"","",24.8,IHF,IHF,"","","",0.14065664516129,kg N/ha-hr,"",9.1,10,"","","",5875.7,4.5,2
B1993-15,B1993-15,68-Slootdorp,068,068,"",1,"","",0.5,IHF,IHF,"","","",0.18271968,kg N/ha-hr,"",8.4,10,"","","",49.6,3.2,2
B1993-15,B1993-15,68-Slootdorp,068,068,"",2,"","",1,IHF,IHF,"","","",1.09631808,kg N/ha-hr,"",9.1,10,"","","",319.4,4.4,2
B1993-15,B1993-15,68-Slootdorp,068,068,"",3,"","",1.5,IHF,IHF,"","","",0.12181312,kg N/ha-hr,"",10,10,"","","",390.1,4,2
B1993-15,B1993-15,68-Slootdorp,068,068,"",4,"","",2.9,IHF,IHF,"","","",0.378040717241379,kg N/ha-hr,"",11.5,10,"","","",1063.4,4.8,2
B1993-15,B1993-15,68-Slootdorp,068,068,"",5,"","",4.7,IHF,IHF,"","","",0.21382090212766,kg N/ha-hr,"",10.6,10,"","","",1699.5,5.9,2
B1993-15,B1993-15,68-Slootdorp,068,068,"",6,"","",12.4,IHF,IHF,"","","",0.0221031870967742,kg N/ha-hr,"",6.7,10,"","","",1730.1,3.5,2
B1993-15,B1993-15,68-Slootdorp,068,068,"",7,"","",24.1,IHF,IHF,"","","",0.0170588912863071,kg N/ha-hr,"",7,10,"","","",3503.2,3.4,2
B1993-15,B1993-15,68-Slootdorp,068,068,"",8,"","",24.4,IHF,IHF,"","","",0.0430589409836066,kg N/ha-hr,"",10.9,10,"","","",5421.3,3.8,2
B1993-15,B1993-15,68-Slootdorp,068,068,"",9,"","",25,IHF,IHF,"","","",0.0347167392,kg N/ha-hr,"",9.1,10,"","","",5925.3,4.5,2
B1993-17,B1993-17,69-Slootdorp,069,069,"",1,"","",0.5,IHF,IHF,"","","",12.392952,kg N/ha-hr,"",20.8,10,"","","",110.9,4.2,2
B1993-17,B1993-17,69-Slootdorp,069,069,"",2,"","",1,IHF,IHF,"","","",4.27556844,kg N/ha-hr,"",18.3,10,"","","",365.1,4.7,2
B1993-17,B1993-17,69-Slootdorp,069,069,"",3,"","",1.5,IHF,IHF,"","","",0.8261968,kg N/ha-hr,"",14.6,10,"","","",791.2,5.5,2
B1993-17,B1993-17,69-Slootdorp,069,069,"",4,"","",3,IHF,IHF,"","","",0.47506316,kg N/ha-hr,"",9.7,10,"","","",1591.8,6.8,2
B1993-17,B1993-17,69-Slootdorp,069,069,"",5,"","",3.1,IHF,IHF,"","","",0.699602129032258,kg N/ha-hr,"",5.4,10,"","","",2011.6,7.1,2
B1993-17,B1993-17,69-Slootdorp,069,069,"",6,"","",12,IHF,IHF,"","","",0.1032746,kg N/ha-hr,"",1.4,10,"","","",2066.8,4.8,2
B1993-17,B1993-17,69-Slootdorp,069,069,"",7,"","",24.2,IHF,IHF,"","","",0.102421090909091,kg N/ha-hr,"",-0.3,10,"","","",4288.4,5,2
B1993-17,B1993-17,69-Slootdorp,069,069,"",8,"","",24.8,IHF,IHF,"","","",0.0549687387096774,kg N/ha-hr,"",10.4,10,"","","",6492.9,4.3,2
B1993-17,B1993-17,69-Slootdorp,069,069,"",9,"","",24.4,IHF,IHF,"","","",0.025395393442623,kg N/ha-hr,"",17.5,10,"","","",8717.1,3.6,2
B1998-39,B1998-39,Slootdorp,001,001,"",1,"","",0.5,IHF,IHF,"","","",12.1112630569503,kg N/ha-hr,"",13.2,10,"","","",6.5,3.15542900612096,2
B1998-39,B1998-39,Slootdorp,001,001,"",2,"","",1.08333333333333,IHF,IHF,"","","",9.91441153120589,kg N/ha-hr,"",14.4,10,"","","",62.2,3.76534659011433,2
B1998-39,B1998-39,Slootdorp,001,001,"",3,"","",1.46666666666667,IHF,IHF,"","","",5.55731380277198,kg N/ha-hr,"",16,10,"","","",255.3,5.01335491331363,2
B1998-39,B1998-39,Slootdorp,001,001,"",4,"","",2.93333333333333,IHF,IHF,"","","",3.9562173609224,kg N/ha-hr,"",17.4,10,"","","",840.8,5.46917021742358,2
B1998-39,B1998-39,Slootdorp,001,001,"",5,"","",2.83333333333333,IHF,IHF,"","","",1.75882263590724,kg N/ha-hr,"",17.8,10,"","","",1264.8,5.11074404442285,2
B1998-39,B1998-39,Slootdorp,001,001,"",6,"","",14.2166666666667,IHF,IHF,"","","",0.369505275635452,kg N/ha-hr,"",11.3,10,"","","",1386.7,3.05951656654459,2
B1998-39,B1998-39,Slootdorp,001,001,"",7,"","",23.75,IHF,IHF,"","","",0.188051143165865,kg N/ha-hr,"",11.6,10,"","","",2142.7,3.44994023897525,2
B1998-39,B1998-39,Slootdorp,001,001,"",8,"","",24.0833333333333,IHF,IHF,"","","",0.0743110115153706,kg N/ha-hr,"",14.1,10,"","","",3473.7,2.78463080051417,2
B1998-39,B1998-39,Slootdorp,001,001,"",9,"","",24.75,IHF,IHF,"","","",0.0362262399203625,kg N/ha-hr,"",15.7,10,"","","",4253.9,2.1475457916305,2
