Start Shift;End Shift;Rh
13/05/2004 11:30;13/05/2004 12:00;87.4
13/05/2004 12:00;13/05/2004 12:30;88.8
13/05/2004 12:30;13/05/2004 13:00;89.1
13/05/2004 13:00;13/05/2004 13:30;86.2
13/05/2004 13:30;13/05/2004 14:00;82.3
13/05/2004 14:00;13/05/2004 14:30;81.7
13/05/2004 14:30;13/05/2004 15:00;85
13/05/2004 15:00;13/05/2004 15:30;84.1
13/05/2004 15:30;13/05/2004 16:00;84.3
13/05/2004 16:00;13/05/2004 16:30;86.2
13/05/2004 16:30;13/05/2004 17:00;91.4
13/05/2004 17:00;13/05/2004 17:30;91
13/05/2004 17:30;13/05/2004 18:00;87.5
13/05/2004 18:00;13/05/2004 18:30;84.4
13/05/2004 18:30;13/05/2004 19:00;82
13/05/2004 19:00;13/05/2004 19:30;83.8
13/05/2004 19:30;13/05/2004 20:00;81.4
13/05/2004 20:00;13/05/2004 20:30;80.7
13/05/2004 20:30;13/05/2004 21:00;81.6
13/05/2004 21:00;13/05/2004 21:30;83
13/05/2004 21:30;13/05/2004 22:00;84
13/05/2004 22:00;13/05/2004 22:30;84.4
13/05/2004 22:30;13/05/2004 23:00;84.2
13/05/2004 23:00;13/05/2004 23:30;84.3
13/05/2004 23:30;14/05/2004 00:00;83.6
14/05/2004 00:00;14/05/2004 00:30;84.7
14/05/2004 00:30;14/05/2004 01:00;84.6
14/05/2004 01:00;14/05/2004 01:30;84.9
14/05/2004 01:30;14/05/2004 02:00;86
14/05/2004 02:00;14/05/2004 02:30;92.6
14/05/2004 02:30;14/05/2004 03:00;93.7
14/05/2004 03:00;14/05/2004 03:30;94
14/05/2004 03:30;14/05/2004 04:00;93.5
14/05/2004 04:00;14/05/2004 04:30;93.4
14/05/2004 04:30;14/05/2004 05:00;93
14/05/2004 05:00;14/05/2004 05:30;92.6
14/05/2004 05:30;14/05/2004 06:00;92.2
14/05/2004 06:00;14/05/2004 06:30;92.8
14/05/2004 06:30;14/05/2004 07:00;92.8
14/05/2004 07:00;14/05/2004 07:30;92
14/05/2004 07:30;14/05/2004 08:00;89.6
14/05/2004 08:00;14/05/2004 08:30;85.7
14/05/2004 08:30;14/05/2004 09:00;83.9
14/05/2004 09:00;14/05/2004 09:30;80.9
14/05/2004 09:30;14/05/2004 10:00;80.4
14/05/2004 10:00;14/05/2004 10:30;77.6
14/05/2004 10:30;14/05/2004 11:00;75.6
14/05/2004 11:00;14/05/2004 11:30;75.5
14/05/2004 11:30;14/05/2004 12:00;72.7
14/05/2004 12:00;14/05/2004 12:30;70.9
14/05/2004 12:30;14/05/2004 13:00;67.11
14/05/2004 13:00;14/05/2004 13:30;63.06
14/05/2004 13:30;14/05/2004 14:00;62.94
14/05/2004 14:00;14/05/2004 14:30;61.48
14/05/2004 14:30;14/05/2004 15:00;61.55
14/05/2004 15:00;14/05/2004 15:30;61.38
14/05/2004 15:30;14/05/2004 16:00;59.03
14/05/2004 16:00;14/05/2004 16:30;59.12
14/05/2004 16:30;14/05/2004 17:00;58.08
14/05/2004 17:00;14/05/2004 17:30;58.46
14/05/2004 17:30;14/05/2004 18:00;60.1
14/05/2004 18:00;14/05/2004 18:30;64.22
14/05/2004 18:30;14/05/2004 19:00;65.77
14/05/2004 19:00;14/05/2004 19:30;69.85
14/05/2004 19:30;14/05/2004 20:00;71.6
14/05/2004 20:00;14/05/2004 20:30;75.7
14/05/2004 20:30;14/05/2004 21:00;78.6
14/05/2004 21:00;14/05/2004 21:30;82
14/05/2004 21:30;14/05/2004 22:00;82.8
14/05/2004 22:00;14/05/2004 22:30;84.2
14/05/2004 22:30;14/05/2004 23:00;85.6
14/05/2004 23:00;14/05/2004 23:30;86.4
14/05/2004 23:30;15/05/2004 00:00;86.7
15/05/2004 00:00;15/05/2004 00:30;87.2
15/05/2004 00:30;15/05/2004 01:00;87.6
15/05/2004 01:00;15/05/2004 01:30;89.3
15/05/2004 01:30;15/05/2004 02:00;91.2
15/05/2004 02:00;15/05/2004 02:30;91.2
15/05/2004 02:30;15/05/2004 03:00;91.8
15/05/2004 03:00;15/05/2004 03:30;92
15/05/2004 03:30;15/05/2004 04:00;91.5
15/05/2004 04:00;15/05/2004 04:30;91.1
15/05/2004 04:30;15/05/2004 05:00;91.3
15/05/2004 05:00;15/05/2004 05:30;90.7
15/05/2004 05:30;15/05/2004 06:00;89.8
15/05/2004 06:00;15/05/2004 06:30;91.1
15/05/2004 06:30;15/05/2004 07:00;78.6
15/05/2004 07:00;15/05/2004 07:30;76
15/05/2004 07:30;15/05/2004 08:00;70.9
15/05/2004 08:00;15/05/2004 08:30;70.1
15/05/2004 08:30;15/05/2004 09:00;70
15/05/2004 09:00;15/05/2004 09:30;70.8
15/05/2004 09:30;15/05/2004 10:00;69.71
15/05/2004 10:00;15/05/2004 10:30;68.91
15/05/2004 10:30;15/05/2004 11:00;67.53
15/05/2004 11:00;15/05/2004 11:30;65.05
15/05/2004 11:30;15/05/2004 12:00;63.8
15/05/2004 12:00;15/05/2004 12:30;65.22
15/05/2004 12:30;15/05/2004 13:00;80.8
15/05/2004 13:00;15/05/2004 13:30;87.7
15/05/2004 13:30;15/05/2004 14:00;88.8
15/05/2004 14:00;15/05/2004 14:30;77.2
15/05/2004 14:30;15/05/2004 15:00;68.59
15/05/2004 15:00;15/05/2004 15:30;65.29
15/05/2004 15:30;15/05/2004 16:00;60.63
15/05/2004 16:00;15/05/2004 16:30;57.35
15/05/2004 16:30;15/05/2004 17:00;56.74
15/05/2004 17:00;15/05/2004 17:30;57.84
15/05/2004 17:30;15/05/2004 18:00;58.88
15/05/2004 18:00;15/05/2004 18:30;60.94
15/05/2004 18:30;15/05/2004 19:00;60.33
15/05/2004 19:00;15/05/2004 19:30;63.28
15/05/2004 19:30;15/05/2004 20:00;64.2
15/05/2004 20:00;15/05/2004 20:30;65.62
15/05/2004 20:30;15/05/2004 21:00;69.47
15/05/2004 21:00;15/05/2004 21:30;71.8
15/05/2004 21:30;15/05/2004 22:00;69.51
15/05/2004 22:00;15/05/2004 22:30;67.38
15/05/2004 22:30;15/05/2004 23:00;71.9
15/05/2004 23:00;15/05/2004 23:30;68.28
15/05/2004 23:30;16/05/2004 00:00;67.84
16/05/2004 00:00;16/05/2004 00:30;67.71
16/05/2004 00:30;16/05/2004 01:00;68.71
16/05/2004 01:00;16/05/2004 01:30;69.12
16/05/2004 01:30;16/05/2004 02:00;73
16/05/2004 02:00;16/05/2004 02:30;76.6
16/05/2004 02:30;16/05/2004 03:00;78.1
16/05/2004 03:00;16/05/2004 03:30;82
16/05/2004 03:30;16/05/2004 04:00;82.6
16/05/2004 04:00;16/05/2004 04:30;80.8
16/05/2004 04:30;16/05/2004 05:00;78.1
16/05/2004 05:00;16/05/2004 05:30;76
16/05/2004 05:30;16/05/2004 06:00;74.6
16/05/2004 06:00;16/05/2004 06:30;72.5
16/05/2004 06:30;16/05/2004 07:00;71.3
16/05/2004 07:00;16/05/2004 07:30;70.7
16/05/2004 07:30;16/05/2004 08:00;66.17
16/05/2004 08:00;16/05/2004 08:30;64.43
16/05/2004 08:30;16/05/2004 09:00;62.03
16/05/2004 09:00;16/05/2004 09:30;59.6
16/05/2004 09:30;16/05/2004 10:00;58.36
16/05/2004 10:00;16/05/2004 10:30;58.44
16/05/2004 10:30;16/05/2004 11:00;57.04
16/05/2004 11:00;16/05/2004 11:30;55.87
16/05/2004 11:30;16/05/2004 12:00;56.21
16/05/2004 12:00;16/05/2004 12:30;54.57
16/05/2004 12:30;16/05/2004 13:00;54.48
16/05/2004 13:00;16/05/2004 13:30;52.82
16/05/2004 13:30;16/05/2004 14:00;53.14
16/05/2004 14:00;16/05/2004 14:30;52.27
16/05/2004 14:30;16/05/2004 15:00;51.59
16/05/2004 15:00;16/05/2004 15:30;46.81
16/05/2004 15:30;16/05/2004 16:00;47.01
16/05/2004 16:00;16/05/2004 16:30;47.68
16/05/2004 16:30;16/05/2004 17:00;46.78
16/05/2004 17:00;16/05/2004 17:30;47.43
16/05/2004 17:30;16/05/2004 18:00;47.03
16/05/2004 18:00;16/05/2004 18:30;47.19
16/05/2004 18:30;16/05/2004 19:00;48.35
16/05/2004 19:00;16/05/2004 19:30;52.89
16/05/2004 19:30;16/05/2004 20:00;58.6
16/05/2004 20:00;16/05/2004 20:30;65.94
16/05/2004 20:30;16/05/2004 21:00;72.5
16/05/2004 21:00;16/05/2004 21:30;74
16/05/2004 21:30;16/05/2004 22:00;74.8
16/05/2004 22:00;16/05/2004 22:30;80.2
16/05/2004 22:30;16/05/2004 23:00;82.8
16/05/2004 23:00;16/05/2004 23:30;84.6
16/05/2004 23:30;17/05/2004 00:00;85.4
17/05/2004 00:00;17/05/2004 00:30;84.1
17/05/2004 00:30;17/05/2004 01:00;85
17/05/2004 01:00;17/05/2004 01:30;86
17/05/2004 01:30;17/05/2004 02:00;89.9
17/05/2004 02:00;17/05/2004 02:30;91.8
17/05/2004 02:30;17/05/2004 03:00;91.9
17/05/2004 03:00;17/05/2004 03:30;92.2
17/05/2004 03:30;17/05/2004 04:00;92.8
17/05/2004 04:00;17/05/2004 04:30;91.8
17/05/2004 04:30;17/05/2004 05:00;90.1
17/05/2004 05:00;17/05/2004 05:30;88.2
17/05/2004 05:30;17/05/2004 06:00;87.4
17/05/2004 06:00;17/05/2004 06:30;78.5
17/05/2004 06:30;17/05/2004 07:00;73.7
17/05/2004 07:00;17/05/2004 07:30;68.84
17/05/2004 07:30;17/05/2004 08:00;65.32
17/05/2004 08:00;17/05/2004 08:30;60.9
17/05/2004 08:30;17/05/2004 09:00;57.2
17/05/2004 09:00;17/05/2004 09:30;53
17/05/2004 09:30;17/05/2004 10:00;48.26
17/05/2004 10:00;17/05/2004 10:30;44.65
17/05/2004 10:30;17/05/2004 11:00;43.15
17/05/2004 11:00;17/05/2004 11:30;41.94
17/05/2004 11:30;17/05/2004 12:00;39.95
17/05/2004 12:00;17/05/2004 12:30;37.13
17/05/2004 12:30;17/05/2004 13:00;36.53
17/05/2004 13:00;17/05/2004 13:30;34.98
17/05/2004 13:30;17/05/2004 14:00;33.38
17/05/2004 14:00;17/05/2004 14:30;32.83
17/05/2004 14:30;17/05/2004 15:00;33.16
17/05/2004 15:00;17/05/2004 15:30;31.12
17/05/2004 15:30;17/05/2004 16:00;29.74
17/05/2004 16:00;17/05/2004 16:30;29.14
17/05/2004 16:30;17/05/2004 17:00;28.57
17/05/2004 17:00;17/05/2004 17:30;28.41
17/05/2004 17:30;17/05/2004 18:00;31.78
17/05/2004 18:00;17/05/2004 18:30;34.01
17/05/2004 18:30;17/05/2004 19:00;33.19
17/05/2004 19:00;17/05/2004 19:30;34.3
17/05/2004 19:30;17/05/2004 20:00;43.32
17/05/2004 20:00;17/05/2004 20:30;52.92
17/05/2004 20:30;17/05/2004 21:00;58.54
17/05/2004 21:00;17/05/2004 21:30;56.8
17/05/2004 21:30;17/05/2004 22:00;65.07
17/05/2004 22:00;17/05/2004 22:30;62.15
17/05/2004 22:30;17/05/2004 23:00;67.05
17/05/2004 23:00;17/05/2004 23:30;65.61
17/05/2004 23:30;18/05/2004 00:00;62.3
18/05/2004 00:00;18/05/2004 00:30;59.6
18/05/2004 00:30;18/05/2004 01:00;63.69
18/05/2004 01:00;18/05/2004 01:30;64.79
18/05/2004 01:30;18/05/2004 02:00;66.1
18/05/2004 02:00;18/05/2004 02:30;66.82
18/05/2004 02:30;18/05/2004 03:00;65.67
18/05/2004 03:00;18/05/2004 03:30;63.21
18/05/2004 03:30;18/05/2004 04:00;64.31
18/05/2004 04:00;18/05/2004 04:30;66.16
18/05/2004 04:30;18/05/2004 05:00;68.18
18/05/2004 05:00;18/05/2004 05:30;68.27
18/05/2004 05:30;18/05/2004 06:00;69.48
18/05/2004 06:00;18/05/2004 06:30;68.78
18/05/2004 06:30;18/05/2004 07:00;70.2
18/05/2004 07:00;18/05/2004 07:30;71.5
18/05/2004 07:30;18/05/2004 08:00;71.2
18/05/2004 08:00;18/05/2004 08:30;74.5
18/05/2004 08:30;18/05/2004 09:00;74.8
18/05/2004 09:00;18/05/2004 09:30;72.4
18/05/2004 09:30;18/05/2004 10:00;70.2
18/05/2004 10:00;18/05/2004 10:30;69.95
18/05/2004 10:30;18/05/2004 11:00;74.9
18/05/2004 11:00;18/05/2004 11:30;72.4
18/05/2004 11:30;18/05/2004 12:00;71.4
18/05/2004 12:00;18/05/2004 12:30;70.6
18/05/2004 12:30;18/05/2004 13:00;68.06
18/05/2004 13:00;18/05/2004 13:30;67.95
18/05/2004 13:30;18/05/2004 14:00;80.5
18/05/2004 14:00;18/05/2004 14:30;77.5
18/05/2004 14:30;18/05/2004 15:00;78.5
18/05/2004 15:00;18/05/2004 15:30;84.4
18/05/2004 15:30;18/05/2004 16:00;92.7
18/05/2004 16:00;18/05/2004 16:30;92.2
18/05/2004 16:30;18/05/2004 17:00;92.1
18/05/2004 17:00;18/05/2004 17:30;92.1
18/05/2004 17:30;18/05/2004 18:00;90.6
18/05/2004 18:00;18/05/2004 18:30;89
18/05/2004 18:30;18/05/2004 19:00;89.4
18/05/2004 19:00;18/05/2004 19:30;88.7
18/05/2004 19:30;18/05/2004 20:00;88.6
18/05/2004 20:00;18/05/2004 20:30;89.5
18/05/2004 20:30;18/05/2004 21:00;88.1
18/05/2004 21:00;18/05/2004 21:30;87.6
18/05/2004 21:30;18/05/2004 22:00;82.4
18/05/2004 22:00;18/05/2004 22:30;83.7
18/05/2004 22:30;18/05/2004 23:00;88
18/05/2004 23:00;18/05/2004 23:30;87.7
18/05/2004 23:30;19/05/2004 00:00;84.1
19/05/2004 00:00;19/05/2004 00:30;79.1
19/05/2004 00:30;19/05/2004 01:00;78.6
19/05/2004 01:00;19/05/2004 01:30;82.8
19/05/2004 01:30;19/05/2004 02:00;85.5
19/05/2004 02:00;19/05/2004 02:30;85.5
19/05/2004 02:30;19/05/2004 03:00;87
19/05/2004 03:00;19/05/2004 03:30;87.9
19/05/2004 03:30;19/05/2004 04:00;90.1
19/05/2004 04:00;19/05/2004 04:30;91.3
19/05/2004 04:30;19/05/2004 05:00;92.4
19/05/2004 05:00;19/05/2004 05:30;93
19/05/2004 05:30;19/05/2004 06:00;92.1
19/05/2004 06:00;19/05/2004 06:30;88.8
19/05/2004 06:30;19/05/2004 07:00;85.1
19/05/2004 07:00;19/05/2004 07:30;82.8
19/05/2004 07:30;19/05/2004 08:00;77.7
19/05/2004 08:00;19/05/2004 08:30;70.4
19/05/2004 08:30;19/05/2004 09:00;63.03
19/05/2004 09:00;19/05/2004 09:30;58.57
19/05/2004 09:30;19/05/2004 10:00;53.57
19/05/2004 10:00;19/05/2004 10:30;48.67
19/05/2004 10:30;19/05/2004 11:00;48.46
19/05/2004 11:00;19/05/2004 11:30;44.14
19/05/2004 11:30;19/05/2004 12:00;45.59
19/05/2004 12:00;19/05/2004 12:30;44.33
19/05/2004 12:30;19/05/2004 13:00;44.35
19/05/2004 13:00;19/05/2004 13:30;43.22
19/05/2004 13:30;19/05/2004 14:00;40.3
19/05/2004 14:00;19/05/2004 14:30;38.57
19/05/2004 14:30;19/05/2004 15:00;36.51
19/05/2004 15:00;19/05/2004 15:30;34.72
19/05/2004 15:30;19/05/2004 16:00;34.3
19/05/2004 16:00;19/05/2004 16:30;34.69
19/05/2004 16:30;19/05/2004 17:00;33.67
19/05/2004 17:00;19/05/2004 17:30;32.5
19/05/2004 17:30;19/05/2004 18:00;32.87
19/05/2004 18:00;19/05/2004 18:30;32.31
19/05/2004 18:30;19/05/2004 19:00;34.16
19/05/2004 19:00;19/05/2004 19:30;35.1
19/05/2004 19:30;19/05/2004 20:00;40.01
19/05/2004 20:00;19/05/2004 20:30;49.33
19/05/2004 20:30;19/05/2004 21:00;60.54
19/05/2004 21:00;19/05/2004 21:30;67.49
19/05/2004 21:30;19/05/2004 22:00;66.97
19/05/2004 22:00;19/05/2004 22:30;69.23
19/05/2004 22:30;19/05/2004 23:00;71.2
19/05/2004 23:00;19/05/2004 23:30;67.79
19/05/2004 23:30;20/05/2004 00:00;68.05
20/05/2004 00:00;20/05/2004 00:30;77.6
20/05/2004 00:30;20/05/2004 01:00;85
20/05/2004 01:00;20/05/2004 01:30;87.9
20/05/2004 01:30;20/05/2004 02:00;90.4
20/05/2004 02:00;20/05/2004 02:30;91.2
20/05/2004 02:30;20/05/2004 03:00;92.5
20/05/2004 03:00;20/05/2004 03:30;93.2
20/05/2004 03:30;20/05/2004 04:00;93.4
20/05/2004 04:00;20/05/2004 04:30;93.9
20/05/2004 04:30;20/05/2004 05:00;91.5
20/05/2004 05:00;20/05/2004 05:30;92
20/05/2004 05:30;20/05/2004 06:00;92.7
20/05/2004 06:00;20/05/2004 06:30;83.4
20/05/2004 06:30;20/05/2004 07:00;73.2
20/05/2004 07:00;20/05/2004 07:30;66.52
20/05/2004 07:30;20/05/2004 08:00;60.88
20/05/2004 08:00;20/05/2004 08:30;56.28
20/05/2004 08:30;20/05/2004 09:00;52.62
20/05/2004 09:00;20/05/2004 09:30;46.75
20/05/2004 09:30;20/05/2004 10:00;42.73
20/05/2004 10:00;20/05/2004 10:30;39.41
20/05/2004 10:30;20/05/2004 11:00;39.39
20/05/2004 11:00;20/05/2004 11:30;36.96
20/05/2004 11:30;20/05/2004 12:00;33.42
20/05/2004 12:00;20/05/2004 12:30;31.95
20/05/2004 12:30;20/05/2004 13:00;31.04
20/05/2004 13:00;20/05/2004 13:30;31.2
20/05/2004 13:30;20/05/2004 14:00;27.85
20/05/2004 14:00;20/05/2004 14:30;30.77
20/05/2004 14:30;20/05/2004 15:00;32.29
20/05/2004 15:00;20/05/2004 15:30;33.46
20/05/2004 15:30;20/05/2004 16:00;34.56
20/05/2004 16:00;20/05/2004 16:30;35.05
20/05/2004 16:30;20/05/2004 17:00;34.07
20/05/2004 17:00;20/05/2004 17:30;34.23
20/05/2004 17:30;20/05/2004 18:00;37.57
20/05/2004 18:00;20/05/2004 18:30;39.71
20/05/2004 18:30;20/05/2004 19:00;40.66
20/05/2004 19:00;20/05/2004 19:30;43.18
20/05/2004 19:30;20/05/2004 20:00;50.46
20/05/2004 20:00;20/05/2004 20:30;64.41
20/05/2004 20:30;20/05/2004 21:00;69.29
20/05/2004 21:00;20/05/2004 21:30;71.6
20/05/2004 21:30;20/05/2004 22:00;71.7
20/05/2004 22:00;20/05/2004 22:30;71.5
20/05/2004 22:30;20/05/2004 23:00;68.41
20/05/2004 23:00;20/05/2004 23:30;68.49
20/05/2004 23:30;21/05/2004 00:00;69.98
21/05/2004 00:00;21/05/2004 00:30;73.2
21/05/2004 00:30;21/05/2004 01:00;87.8
21/05/2004 01:00;21/05/2004 01:30;86.3
21/05/2004 01:30;21/05/2004 02:00;85.7
21/05/2004 02:00;21/05/2004 02:30;89.4
21/05/2004 02:30;21/05/2004 03:00;90.3
21/05/2004 03:00;21/05/2004 03:30;91.5
21/05/2004 03:30;21/05/2004 04:00;92.3
21/05/2004 04:00;21/05/2004 04:30;92.2
21/05/2004 04:30;21/05/2004 05:00;91.6
21/05/2004 05:00;21/05/2004 05:30;91.9
21/05/2004 05:30;21/05/2004 06:00;92.6
21/05/2004 06:00;21/05/2004 06:30;87.1
21/05/2004 06:30;21/05/2004 07:00;80.9
21/05/2004 07:00;21/05/2004 07:30;76.1
21/05/2004 07:30;21/05/2004 08:00;72.1
21/05/2004 08:00;21/05/2004 08:30;68.52
21/05/2004 08:30;21/05/2004 09:00;66.98
21/05/2004 09:00;21/05/2004 09:30;65.35
21/05/2004 09:30;21/05/2004 10:00;58.22
