Start Shift;End Shift;SoilTemp
15/05/2005 20:00;15/05/2005 20:30;7.43
15/05/2005 20:30;15/05/2005 21:00;7.36
15/05/2005 21:00;15/05/2005 21:30;7.29
15/05/2005 21:30;15/05/2005 22:00;7.24
15/05/2005 22:00;15/05/2005 22:30;7.19
15/05/2005 22:30;15/05/2005 23:00;7.16
15/05/2005 23:00;15/05/2005 23:30;7.14
15/05/2005 23:30;16/05/2005 00:00;7.12
16/05/2005 00:00;16/05/2005 00:30;7.11
16/05/2005 00:30;16/05/2005 01:00;7.09
16/05/2005 01:00;16/05/2005 01:30;7.07
16/05/2005 01:30;16/05/2005 02:00;7.02
16/05/2005 02:00;16/05/2005 02:30;6.96
16/05/2005 02:30;16/05/2005 03:00;6.92
16/05/2005 03:00;16/05/2005 03:30;6.86
16/05/2005 03:30;16/05/2005 04:00;6.79
16/05/2005 04:00;16/05/2005 04:30;6.75
16/05/2005 04:30;16/05/2005 05:00;6.76
16/05/2005 05:00;16/05/2005 05:30;6.80
16/05/2005 05:30;16/05/2005 06:00;6.83
16/05/2005 06:00;16/05/2005 06:30;6.88
16/05/2005 06:30;16/05/2005 07:00;6.99
16/05/2005 07:00;16/05/2005 07:30;7.08
16/05/2005 07:30;16/05/2005 08:00;7.24
16/05/2005 08:00;16/05/2005 08:30;7.42
16/05/2005 08:30;16/05/2005 09:00;7.57
16/05/2005 09:00;16/05/2005 09:30;7.74
16/05/2005 09:30;16/05/2005 10:00;7.95
16/05/2005 10:00;16/05/2005 10:30;8.12
16/05/2005 10:30;16/05/2005 11:00;8.36
16/05/2005 11:00;16/05/2005 11:30;8.48
16/05/2005 11:30;16/05/2005 12:00;8.61
16/05/2005 12:00;16/05/2005 12:30;8.71
16/05/2005 12:30;16/05/2005 13:00;9.02
16/05/2005 13:00;16/05/2005 13:30;9.13
16/05/2005 13:30;16/05/2005 14:00;9.41
16/05/2005 14:00;16/05/2005 14:30;9.59
16/05/2005 14:30;16/05/2005 15:00;9.45
16/05/2005 15:00;16/05/2005 15:30;9.29
16/05/2005 15:30;16/05/2005 16:00;9.24
16/05/2005 16:00;16/05/2005 16:30;9.32
16/05/2005 16:30;16/05/2005 17:00;9.71
16/05/2005 17:00;16/05/2005 17:30;9.99
16/05/2005 17:30;16/05/2005 18:00;9.90
16/05/2005 18:00;16/05/2005 18:30;9.83
16/05/2005 18:30;16/05/2005 19:00;9.57
16/05/2005 19:00;16/05/2005 19:30;9.35
16/05/2005 19:30;16/05/2005 20:00;9.14
16/05/2005 20:00;16/05/2005 20:30;8.88
16/05/2005 20:30;16/05/2005 21:00;8.67
16/05/2005 21:00;16/05/2005 21:30;8.51
16/05/2005 21:30;16/05/2005 22:00;8.38
16/05/2005 22:00;16/05/2005 22:30;8.27
16/05/2005 22:30;16/05/2005 23:00;8.19
16/05/2005 23:00;16/05/2005 23:30;8.14
16/05/2005 23:30;17/05/2005 00:00;8.04
17/05/2005 00:00;17/05/2005 00:30;7.96
17/05/2005 00:30;17/05/2005 01:00;7.90
17/05/2005 01:00;17/05/2005 01:30;7.83
17/05/2005 01:30;17/05/2005 02:00;7.74
17/05/2005 02:00;17/05/2005 02:30;7.63
17/05/2005 02:30;17/05/2005 03:00;7.50
17/05/2005 03:00;17/05/2005 03:30;7.41
17/05/2005 03:30;17/05/2005 04:00;7.32
17/05/2005 04:00;17/05/2005 04:30;7.25
17/05/2005 04:30;17/05/2005 05:00;7.18
17/05/2005 05:00;17/05/2005 05:30;7.12
17/05/2005 05:30;17/05/2005 06:00;7.11
17/05/2005 06:00;17/05/2005 06:30;7.17
17/05/2005 06:30;17/05/2005 07:00;7.34
17/05/2005 07:00;17/05/2005 07:30;7.61
17/05/2005 07:30;17/05/2005 08:00;7.87
17/05/2005 08:00;17/05/2005 08:30;8.37
17/05/2005 08:30;17/05/2005 09:00;9.25
17/05/2005 09:00;17/05/2005 09:30;9.82
17/05/2005 09:30;17/05/2005 10:00;10.28
17/05/2005 10:00;17/05/2005 10:30;10.50
17/05/2005 10:30;17/05/2005 11:00;10.80
17/05/2005 11:00;17/05/2005 11:30;11.06
17/05/2005 11:30;17/05/2005 12:00;10.35
17/05/2005 12:00;17/05/2005 12:30;9.78
17/05/2005 12:30;17/05/2005 13:00;9.76
17/05/2005 13:00;17/05/2005 13:30;9.71
17/05/2005 13:30;17/05/2005 14:00;9.32
17/05/2005 14:00;17/05/2005 14:30;9.46
17/05/2005 14:30;17/05/2005 15:00;9.41
17/05/2005 15:00;17/05/2005 15:30;9.37
17/05/2005 15:30;17/05/2005 16:00;9.57
17/05/2005 16:00;17/05/2005 16:30;9.45
17/05/2005 16:30;17/05/2005 17:00;9.54
17/05/2005 17:00;17/05/2005 17:30;9.72
17/05/2005 17:30;17/05/2005 18:00;9.51
17/05/2005 18:00;17/05/2005 18:30;9.11
17/05/2005 18:30;17/05/2005 19:00;8.84
17/05/2005 19:00;17/05/2005 19:30;8.66
17/05/2005 19:30;17/05/2005 20:00;8.53
17/05/2005 20:00;17/05/2005 20:30;8.35
17/05/2005 20:30;17/05/2005 21:00;8.14
17/05/2005 21:00;17/05/2005 21:30;7.99
17/05/2005 21:30;17/05/2005 22:00;7.89
17/05/2005 22:00;17/05/2005 22:30;7.76
17/05/2005 22:30;17/05/2005 23:00;7.65
17/05/2005 23:00;17/05/2005 23:30;7.48
17/05/2005 23:30;18/05/2005 00:00;7.37
18/05/2005 00:00;18/05/2005 00:30;7.25
18/05/2005 00:30;18/05/2005 01:00;7.13
18/05/2005 01:00;18/05/2005 01:30;7.03
18/05/2005 01:30;18/05/2005 02:00;6.89
18/05/2005 02:00;18/05/2005 02:30;6.78
18/05/2005 02:30;18/05/2005 03:00;6.66
18/05/2005 03:00;18/05/2005 03:30;6.54
18/05/2005 03:30;18/05/2005 04:00;6.45
18/05/2005 04:00;18/05/2005 04:30;6.38
18/05/2005 04:30;18/05/2005 05:00;6.32
18/05/2005 05:00;18/05/2005 05:30;6.25
18/05/2005 05:30;18/05/2005 06:00;6.19
18/05/2005 06:00;18/05/2005 06:30;6.25
18/05/2005 06:30;18/05/2005 07:00;6.48
18/05/2005 07:00;18/05/2005 07:30;6.87
18/05/2005 07:30;18/05/2005 08:00;7.32
18/05/2005 08:00;18/05/2005 08:30;7.51
18/05/2005 08:30;18/05/2005 09:00;7.63
18/05/2005 09:00;18/05/2005 09:30;8.07
18/05/2005 09:30;18/05/2005 10:00;8.41
18/05/2005 10:00;18/05/2005 10:30;8.93
18/05/2005 10:30;18/05/2005 11:00;9.68
18/05/2005 11:00;18/05/2005 11:30;11.15
18/05/2005 11:30;18/05/2005 12:00;12.68
18/05/2005 12:00;18/05/2005 12:30;12.38
18/05/2005 12:30;18/05/2005 13:00;12.56
18/05/2005 13:00;18/05/2005 13:30;12.53
18/05/2005 13:30;18/05/2005 14:00;12.83
18/05/2005 14:00;18/05/2005 14:30;12.92
18/05/2005 14:30;18/05/2005 15:00;12.31
18/05/2005 15:00;18/05/2005 15:30;11.71
18/05/2005 15:30;18/05/2005 16:00;11.61
18/05/2005 16:00;18/05/2005 16:30;11.15
18/05/2005 16:30;18/05/2005 17:00;10.59
18/05/2005 17:00;18/05/2005 17:30;10.62
18/05/2005 17:30;18/05/2005 18:00;10.75
18/05/2005 18:00;18/05/2005 18:30;10.85
18/05/2005 18:30;18/05/2005 19:00;10.74
18/05/2005 19:00;18/05/2005 19:30;10.48
18/05/2005 19:30;18/05/2005 20:00;10.03
18/05/2005 20:00;18/05/2005 20:30;9.60
18/05/2005 20:30;18/05/2005 21:00;9.17
18/05/2005 21:00;18/05/2005 21:30;8.79
18/05/2005 21:30;18/05/2005 22:00;8.48
18/05/2005 22:00;18/05/2005 22:30;8.14
18/05/2005 22:30;18/05/2005 23:00;7.83
18/05/2005 23:00;18/05/2005 23:30;7.62
18/05/2005 23:30;19/05/2005 00:00;7.47
19/05/2005 00:00;19/05/2005 00:30;7.31
19/05/2005 00:30;19/05/2005 01:00;7.20
19/05/2005 01:00;19/05/2005 01:30;7.18
19/05/2005 01:30;19/05/2005 02:00;7.12
19/05/2005 02:00;19/05/2005 02:30;6.96
19/05/2005 02:30;19/05/2005 03:00;6.87
19/05/2005 03:00;19/05/2005 03:30;6.87
19/05/2005 03:30;19/05/2005 04:00;6.83
19/05/2005 04:00;19/05/2005 04:30;6.82
19/05/2005 04:30;19/05/2005 05:00;6.81
19/05/2005 05:00;19/05/2005 05:30;6.80
19/05/2005 05:30;19/05/2005 06:00;6.86
19/05/2005 06:00;19/05/2005 06:30;6.97
19/05/2005 06:30;19/05/2005 07:00;7.22
19/05/2005 07:00;19/05/2005 07:30;7.62
19/05/2005 07:30;19/05/2005 08:00;8.01
19/05/2005 08:00;19/05/2005 08:30;8.30
19/05/2005 08:30;19/05/2005 09:00;8.76
19/05/2005 09:00;19/05/2005 09:30;9.26
19/05/2005 09:30;19/05/2005 10:00;9.57
19/05/2005 10:00;19/05/2005 10:30;10.16
19/05/2005 10:30;19/05/2005 11:00;11.64
19/05/2005 11:00;19/05/2005 11:30;12.43
19/05/2005 11:30;19/05/2005 12:00;12.97
19/05/2005 12:00;19/05/2005 12:30;13.92
19/05/2005 12:30;19/05/2005 13:00;14.60
19/05/2005 13:00;19/05/2005 13:30;15.13
19/05/2005 13:30;19/05/2005 14:00;15.36
19/05/2005 14:00;19/05/2005 14:30;15.30
19/05/2005 14:30;19/05/2005 15:00;15.08
19/05/2005 15:00;19/05/2005 15:30;14.72
19/05/2005 15:30;19/05/2005 16:00;14.91
19/05/2005 16:00;19/05/2005 16:30;15.03
19/05/2005 16:30;19/05/2005 17:00;14.82
19/05/2005 17:00;19/05/2005 17:30;14.38
19/05/2005 17:30;19/05/2005 18:00;14.03
19/05/2005 18:00;19/05/2005 18:30;12.91
19/05/2005 18:30;19/05/2005 19:00;12.18
19/05/2005 19:00;19/05/2005 19:30;11.60
19/05/2005 19:30;19/05/2005 20:00;10.90
19/05/2005 20:00;19/05/2005 20:30;10.26
19/05/2005 20:30;19/05/2005 21:00;9.73
19/05/2005 21:00;19/05/2005 21:30;9.29
19/05/2005 21:30;19/05/2005 22:00;8.94
19/05/2005 22:00;19/05/2005 22:30;8.63
19/05/2005 22:30;19/05/2005 23:00;8.32
19/05/2005 23:00;19/05/2005 23:30;7.99
19/05/2005 23:30;20/05/2005 00:00;7.67
20/05/2005 00:00;20/05/2005 00:30;7.41
20/05/2005 00:30;20/05/2005 01:00;7.32
20/05/2005 01:00;20/05/2005 01:30;7.23
20/05/2005 01:30;20/05/2005 02:00;6.99
20/05/2005 02:00;20/05/2005 02:30;6.76
20/05/2005 02:30;20/05/2005 03:00;6.54
20/05/2005 03:00;20/05/2005 03:30;6.28
20/05/2005 03:30;20/05/2005 04:00;6.00
20/05/2005 04:00;20/05/2005 04:30;5.81
20/05/2005 04:30;20/05/2005 05:00;5.93
20/05/2005 05:00;20/05/2005 05:30;6.11
20/05/2005 05:30;20/05/2005 06:00;6.29
20/05/2005 06:00;20/05/2005 06:30;6.59
20/05/2005 06:30;20/05/2005 07:00;6.86
20/05/2005 07:00;20/05/2005 07:30;7.13
20/05/2005 07:30;20/05/2005 08:00;7.29
20/05/2005 08:00;20/05/2005 08:30;7.80
20/05/2005 08:30;20/05/2005 09:00;8.34
20/05/2005 09:00;20/05/2005 09:30;9.00
20/05/2005 09:30;20/05/2005 10:00;9.17
20/05/2005 10:00;20/05/2005 10:30;9.39
