Start Shift;End Shift;Rh
11/05/2005 02:00;11/05/2005 03:00;97.2
11/05/2005 03:00;11/05/2005 04:00;98.5
11/05/2005 04:00;11/05/2005 05:00;97.1
11/05/2005 05:00;11/05/2005 06:00;95.8
11/05/2005 06:00;11/05/2005 07:00;92
11/05/2005 07:00;11/05/2005 08:00;87.7
11/05/2005 08:00;11/05/2005 09:00;76.8
11/05/2005 09:00;11/05/2005 10:00;66.4
11/05/2005 10:00;11/05/2005 11:00;64.9
11/05/2005 11:00;11/05/2005 12:00;65.56
11/05/2005 12:00;11/05/2005 13:00;59.49
11/05/2005 13:00;11/05/2005 14:00;53.12
11/05/2005 14:00;11/05/2005 15:00;52.5
11/05/2005 15:00;11/05/2005 16:00;53.33
11/05/2005 16:00;11/05/2005 17:00;60.19
11/05/2005 17:00;11/05/2005 18:00;90.1
11/05/2005 18:00;11/05/2005 19:00;83.2
11/05/2005 19:00;11/05/2005 20:00;77.5
11/05/2005 20:00;11/05/2005 21:00;75.8
11/05/2005 21:00;11/05/2005 22:00;70.4
11/05/2005 22:00;11/05/2005 23:00;69.8
11/05/2005 23:00;12/05/2005 00:00;70.4
12/05/2005 00:00;12/05/2005 01:00;68.71
12/05/2005 01:00;12/05/2005 02:00;65.02
12/05/2005 02:00;12/05/2005 03:00;62.42
12/05/2005 03:00;12/05/2005 04:00;62.3
12/05/2005 04:00;12/05/2005 05:00;64.18
12/05/2005 05:00;12/05/2005 06:00;63.57
12/05/2005 06:00;12/05/2005 07:00;53.71
12/05/2005 07:00;12/05/2005 08:00;49.48
12/05/2005 08:00;12/05/2005 09:00;48.76
12/05/2005 09:00;12/05/2005 10:00;42.19
12/05/2005 10:00;12/05/2005 11:00;38.7
12/05/2005 11:00;12/05/2005 12:00;34.97
12/05/2005 12:00;12/05/2005 13:00;34.99
12/05/2005 13:00;12/05/2005 14:00;30.21
12/05/2005 14:00;12/05/2005 15:00;28.2
12/05/2005 15:00;12/05/2005 16:00;29.53
12/05/2005 16:00;12/05/2005 17:00;27.22
12/05/2005 17:00;12/05/2005 18:00;26.04
12/05/2005 18:00;12/05/2005 19:00;26.74
12/05/2005 19:00;12/05/2005 20:00;28.35
12/05/2005 20:00;12/05/2005 21:00;31.89
12/05/2005 21:00;12/05/2005 22:00;34.72
12/05/2005 22:00;12/05/2005 23:00;38.36
12/05/2005 23:00;13/05/2005 00:00;41
13/05/2005 00:00;13/05/2005 01:00;42.29
13/05/2005 01:00;13/05/2005 02:00;44.87
13/05/2005 02:00;13/05/2005 03:00;46.8
13/05/2005 03:00;13/05/2005 04:00;49.48
13/05/2005 04:00;13/05/2005 05:00;59.04
13/05/2005 05:00;13/05/2005 06:00;57.28
13/05/2005 06:00;13/05/2005 07:00;53.21
13/05/2005 07:00;13/05/2005 08:00;49.09
13/05/2005 08:00;13/05/2005 09:00;46.49
13/05/2005 09:00;13/05/2005 10:00;41.53
13/05/2005 10:00;13/05/2005 11:00;32.7
13/05/2005 11:00;13/05/2005 12:00;28.68
13/05/2005 12:00;13/05/2005 13:00;25.53
13/05/2005 13:00;13/05/2005 14:00;23.11
13/05/2005 14:00;13/05/2005 15:00;21.1
13/05/2005 15:00;13/05/2005 16:00;19.96
13/05/2005 16:00;13/05/2005 17:00;18.68
13/05/2005 17:00;13/05/2005 18:00;23.5
13/05/2005 18:00;13/05/2005 19:00;25.52
13/05/2005 19:00;13/05/2005 20:00;28.71
13/05/2005 20:00;13/05/2005 21:00;42.22
13/05/2005 21:00;13/05/2005 22:00;38.47
13/05/2005 22:00;13/05/2005 23:00;43.14
13/05/2005 23:00;14/05/2005 00:00;59.01
14/05/2005 00:00;14/05/2005 01:00;65.23
14/05/2005 01:00;14/05/2005 02:00;71
14/05/2005 02:00;14/05/2005 03:00;77.7
14/05/2005 03:00;14/05/2005 04:00;82.6
14/05/2005 04:00;14/05/2005 05:00;88.1
14/05/2005 05:00;14/05/2005 06:00;89.1
14/05/2005 06:00;14/05/2005 07:00;83.6
14/05/2005 07:00;14/05/2005 08:00;72.8
14/05/2005 08:00;14/05/2005 09:00;48.37
14/05/2005 09:00;14/05/2005 10:00;41.59
14/05/2005 10:00;14/05/2005 11:00;41.37
14/05/2005 11:00;14/05/2005 12:00;37.75
14/05/2005 12:00;14/05/2005 13:00;34.02
14/05/2005 13:00;14/05/2005 14:00;30.42
14/05/2005 14:00;14/05/2005 15:00;26.44
14/05/2005 15:00;14/05/2005 16:00;32.01
14/05/2005 16:00;14/05/2005 17:00;45.06
14/05/2005 17:00;14/05/2005 18:00;39.2
14/05/2005 18:00;14/05/2005 19:00;51.18
14/05/2005 19:00;14/05/2005 20:00;54.79
14/05/2005 20:00;14/05/2005 21:00;59.31
14/05/2005 21:00;14/05/2005 22:00;60.83
14/05/2005 22:00;14/05/2005 23:00;63.01
14/05/2005 23:00;15/05/2005 00:00;66.13
15/05/2005 00:00;15/05/2005 01:00;68.61
15/05/2005 01:00;15/05/2005 02:00;66.81
15/05/2005 02:00;15/05/2005 03:00;68.17
15/05/2005 03:00;15/05/2005 04:00;69.31
15/05/2005 04:00;15/05/2005 05:00;69.82
15/05/2005 05:00;15/05/2005 06:00;72.6
15/05/2005 06:00;15/05/2005 07:00;79.1
15/05/2005 07:00;15/05/2005 08:00;82.8
15/05/2005 08:00;15/05/2005 09:00;83.5
15/05/2005 09:00;15/05/2005 10:00;93.8
15/05/2005 10:00;15/05/2005 11:00;98.6
15/05/2005 11:00;15/05/2005 12:00;100.3
15/05/2005 12:00;15/05/2005 13:00;101.3
15/05/2005 13:00;15/05/2005 14:00;101.7
15/05/2005 14:00;15/05/2005 15:00;101.9
15/05/2005 15:00;15/05/2005 16:00;102.2
15/05/2005 16:00;15/05/2005 17:00;102
15/05/2005 17:00;15/05/2005 18:00;101.6
15/05/2005 18:00;15/05/2005 19:00;100.9
15/05/2005 19:00;15/05/2005 20:00;100
15/05/2005 20:00;15/05/2005 21:00;100.9
15/05/2005 21:00;15/05/2005 22:00;101.6
15/05/2005 22:00;15/05/2005 23:00;101.3
15/05/2005 23:00;16/05/2005 00:00;99.3
16/05/2005 00:00;16/05/2005 01:00;100
16/05/2005 01:00;16/05/2005 02:00;100.9
16/05/2005 02:00;16/05/2005 03:00;101.1
16/05/2005 03:00;16/05/2005 04:00;101.1
16/05/2005 04:00;16/05/2005 05:00;100.9
16/05/2005 05:00;16/05/2005 06:00;99.7
16/05/2005 06:00;16/05/2005 07:00;100.1
16/05/2005 07:00;16/05/2005 08:00;99.3
16/05/2005 08:00;16/05/2005 09:00;96.5
16/05/2005 09:00;16/05/2005 10:00;92.4
16/05/2005 10:00;16/05/2005 11:00;94.9
16/05/2005 11:00;16/05/2005 12:00;99.9
16/05/2005 12:00;16/05/2005 13:00;99
16/05/2005 13:00;16/05/2005 14:00;100.1
16/05/2005 14:00;16/05/2005 15:00;99.5
16/05/2005 15:00;16/05/2005 16:00;100.3
16/05/2005 16:00;16/05/2005 17:00;101.1
16/05/2005 17:00;16/05/2005 18:00;100.5
16/05/2005 18:00;16/05/2005 19:00;101.4
16/05/2005 19:00;16/05/2005 20:00;101.1
16/05/2005 20:00;16/05/2005 21:00;102.4
16/05/2005 21:00;16/05/2005 22:00;102.8
16/05/2005 22:00;16/05/2005 23:00;102.7
16/05/2005 23:00;17/05/2005 00:00;100.2
17/05/2005 00:00;17/05/2005 01:00;102.2
17/05/2005 01:00;17/05/2005 02:00;103.4
17/05/2005 02:00;17/05/2005 03:00;103.9
17/05/2005 03:00;17/05/2005 04:00;104.4
17/05/2005 04:00;17/05/2005 05:00;104.5
17/05/2005 05:00;17/05/2005 06:00;104
17/05/2005 06:00;17/05/2005 07:00;97.7
17/05/2005 07:00;17/05/2005 08:00;93.6
17/05/2005 08:00;17/05/2005 09:00;85.4
17/05/2005 09:00;17/05/2005 10:00;81.4
17/05/2005 10:00;17/05/2005 11:00;74.2
17/05/2005 11:00;17/05/2005 12:00;65.39
17/05/2005 12:00;17/05/2005 13:00;59.03
17/05/2005 13:00;17/05/2005 14:00;55.3
17/05/2005 14:00;17/05/2005 15:00;43.63
17/05/2005 15:00;17/05/2005 16:00;47.41
17/05/2005 16:00;17/05/2005 17:00;54.22
17/05/2005 17:00;17/05/2005 18:00;67.41
17/05/2005 18:00;17/05/2005 19:00;65.32
17/05/2005 19:00;17/05/2005 20:00;68.68
17/05/2005 20:00;17/05/2005 21:00;77.8
17/05/2005 21:00;17/05/2005 22:00;80.7
17/05/2005 22:00;17/05/2005 23:00;78.5
17/05/2005 23:00;18/05/2005 00:00;83.7
18/05/2005 00:00;18/05/2005 01:00;93.4
18/05/2005 01:00;18/05/2005 02:00;95.7
18/05/2005 02:00;18/05/2005 03:00;95.7
18/05/2005 03:00;18/05/2005 04:00;97.1
18/05/2005 04:00;18/05/2005 05:00;100.4
18/05/2005 05:00;18/05/2005 06:00;101.3
18/05/2005 06:00;18/05/2005 07:00;98.8
18/05/2005 07:00;18/05/2005 08:00;95.4
18/05/2005 08:00;18/05/2005 09:00;90.3
18/05/2005 09:00;18/05/2005 10:00;82.2
18/05/2005 10:00;18/05/2005 11:00;76.1
18/05/2005 11:00;18/05/2005 12:00;59.5
18/05/2005 12:00;18/05/2005 13:00;57.9
18/05/2005 13:00;18/05/2005 14:00;64.64
18/05/2005 14:00;18/05/2005 15:00;57.99
18/05/2005 15:00;18/05/2005 16:00;53.79
18/05/2005 16:00;18/05/2005 17:00;73.1
18/05/2005 17:00;18/05/2005 18:00;78.7
18/05/2005 18:00;18/05/2005 19:00;83.6
18/05/2005 19:00;18/05/2005 20:00;90.5
18/05/2005 20:00;18/05/2005 21:00;89.5
18/05/2005 21:00;18/05/2005 22:00;90
18/05/2005 22:00;18/05/2005 23:00;93.6
18/05/2005 23:00;19/05/2005 00:00;92.6
19/05/2005 00:00;19/05/2005 01:00;92.8
19/05/2005 01:00;19/05/2005 02:00;95
19/05/2005 02:00;19/05/2005 03:00;97.1
19/05/2005 03:00;19/05/2005 04:00;95.8
19/05/2005 04:00;19/05/2005 05:00;94.9
19/05/2005 05:00;19/05/2005 06:00;95.7
19/05/2005 06:00;19/05/2005 07:00;95
19/05/2005 07:00;19/05/2005 08:00;93.7
19/05/2005 08:00;19/05/2005 09:00;88
19/05/2005 09:00;19/05/2005 10:00;81.4
19/05/2005 10:00;19/05/2005 11:00;71.9
19/05/2005 11:00;19/05/2005 12:00;68.82
19/05/2005 12:00;19/05/2005 13:00;65.3
19/05/2005 13:00;19/05/2005 14:00;67.91
19/05/2005 14:00;19/05/2005 15:00;67.82
19/05/2005 15:00;19/05/2005 16:00;67.69
19/05/2005 16:00;19/05/2005 17:00;70.2
19/05/2005 17:00;19/05/2005 18:00;73.6
19/05/2005 18:00;19/05/2005 19:00;76.2
19/05/2005 19:00;19/05/2005 20:00;84.6
19/05/2005 20:00;19/05/2005 21:00;91
19/05/2005 21:00;19/05/2005 22:00;92.2
19/05/2005 22:00;19/05/2005 23:00;92
19/05/2005 23:00;20/05/2005 00:00;92.4
20/05/2005 00:00;20/05/2005 01:00;93.1
20/05/2005 01:00;20/05/2005 02:00;96.9
20/05/2005 02:00;20/05/2005 03:00;98.4
20/05/2005 03:00;20/05/2005 04:00;98.9
20/05/2005 04:00;20/05/2005 05:00;97.8
20/05/2005 05:00;20/05/2005 06:00;97.2
20/05/2005 06:00;20/05/2005 07:00;96.7
20/05/2005 07:00;20/05/2005 08:00;95.5
20/05/2005 08:00;20/05/2005 09:00;93.5
20/05/2005 09:00;20/05/2005 10:00;86.8
20/05/2005 10:00;20/05/2005 11:00;85.1
20/05/2005 11:00;20/05/2005 12:00;74.7
20/05/2005 12:00;20/05/2005 13:00;72.3
20/05/2005 13:00;20/05/2005 14:00;68.71
20/05/2005 14:00;20/05/2005 15:00;65.63
20/05/2005 15:00;20/05/2005 16:00;65.71
20/05/2005 16:00;20/05/2005 17:00;79.8
20/05/2005 17:00;20/05/2005 18:00;85
20/05/2005 18:00;20/05/2005 19:00;83.1
20/05/2005 19:00;20/05/2005 20:00;84.7
20/05/2005 20:00;20/05/2005 21:00;83.6
20/05/2005 21:00;20/05/2005 22:00;83.7
20/05/2005 22:00;20/05/2005 23:00;79.6
20/05/2005 23:00;21/05/2005 00:00;80
21/05/2005 00:00;21/05/2005 01:00;80.7
21/05/2005 01:00;21/05/2005 02:00;81.7
21/05/2005 02:00;21/05/2005 03:00;90.4
21/05/2005 03:00;21/05/2005 04:00;89.9
21/05/2005 04:00;21/05/2005 05:00;96.1
21/05/2005 05:00;21/05/2005 06:00;93.3
21/05/2005 06:00;21/05/2005 07:00;94.7
21/05/2005 07:00;21/05/2005 08:00;96.4
21/05/2005 08:00;21/05/2005 09:00;97.5
21/05/2005 09:00;21/05/2005 10:00;95.8
21/05/2005 10:00;21/05/2005 11:00;96.1
21/05/2005 11:00;21/05/2005 12:00;96.2
21/05/2005 12:00;21/05/2005 13:00;93.7
21/05/2005 13:00;21/05/2005 14:00;92.7
21/05/2005 14:00;21/05/2005 15:00;90.4
21/05/2005 15:00;21/05/2005 16:00;92.6
21/05/2005 16:00;21/05/2005 17:00;97.3
21/05/2005 17:00;21/05/2005 18:00;100
21/05/2005 18:00;21/05/2005 19:00;101
21/05/2005 19:00;21/05/2005 20:00;101.4
21/05/2005 20:00;21/05/2005 21:00;100.8
21/05/2005 21:00;21/05/2005 22:00;100
21/05/2005 22:00;21/05/2005 23:00;97.9
21/05/2005 23:00;22/05/2005 00:00;95.8
22/05/2005 00:00;22/05/2005 01:00;94
22/05/2005 01:00;22/05/2005 02:00;90.8
22/05/2005 02:00;22/05/2005 03:00;91.1
22/05/2005 03:00;22/05/2005 04:00;92.3
22/05/2005 04:00;22/05/2005 05:00;88.5
22/05/2005 05:00;22/05/2005 06:00;86
22/05/2005 06:00;22/05/2005 07:00;85.4
22/05/2005 07:00;22/05/2005 08:00;84
22/05/2005 08:00;22/05/2005 09:00;83.7
22/05/2005 09:00;22/05/2005 10:00;81.8
22/05/2005 10:00;22/05/2005 11:00;87.8
22/05/2005 11:00;22/05/2005 12:00;91.9
22/05/2005 12:00;22/05/2005 13:00;93.5
22/05/2005 13:00;22/05/2005 14:00;97
22/05/2005 14:00;22/05/2005 15:00;96.5
22/05/2005 15:00;22/05/2005 16:00;94.2
22/05/2005 16:00;22/05/2005 17:00;98.2
22/05/2005 17:00;22/05/2005 18:00;100.2
22/05/2005 18:00;22/05/2005 19:00;100.3
22/05/2005 19:00;22/05/2005 20:00;100.4
22/05/2005 20:00;22/05/2005 21:00;100.6
22/05/2005 21:00;22/05/2005 22:00;101.3
22/05/2005 22:00;22/05/2005 23:00;100.4
22/05/2005 23:00;23/05/2005 00:00;100.3
23/05/2005 00:00;23/05/2005 01:00;98
23/05/2005 01:00;23/05/2005 02:00;99.5
23/05/2005 02:00;23/05/2005 03:00;100.5
23/05/2005 03:00;23/05/2005 04:00;100.9
23/05/2005 04:00;23/05/2005 05:00;101
23/05/2005 05:00;23/05/2005 06:00;101.2
23/05/2005 06:00;23/05/2005 07:00;101
23/05/2005 07:00;23/05/2005 08:00;100.8
23/05/2005 08:00;23/05/2005 09:00;100.8
23/05/2005 09:00;23/05/2005 10:00;101.4
23/05/2005 10:00;23/05/2005 11:00;101.3
23/05/2005 11:00;23/05/2005 12:00;100.8
23/05/2005 12:00;23/05/2005 13:00;97.6
23/05/2005 13:00;23/05/2005 14:00;93.7
23/05/2005 14:00;23/05/2005 15:00;93.5
23/05/2005 15:00;23/05/2005 16:00;93.2
23/05/2005 16:00;23/05/2005 17:00;86
23/05/2005 17:00;23/05/2005 18:00;76.8
23/05/2005 18:00;23/05/2005 19:00;76.1
23/05/2005 19:00;23/05/2005 20:00;80.6
23/05/2005 20:00;23/05/2005 21:00;82.8
23/05/2005 21:00;23/05/2005 22:00;81.1
23/05/2005 22:00;23/05/2005 23:00;76.3
23/05/2005 23:00;24/05/2005 00:00;75.7
24/05/2005 00:00;24/05/2005 01:00;79.1
24/05/2005 01:00;24/05/2005 02:00;79.7
24/05/2005 02:00;24/05/2005 03:00;81.2
24/05/2005 03:00;24/05/2005 04:00;78.1
24/05/2005 04:00;24/05/2005 05:00;77.9
24/05/2005 05:00;24/05/2005 06:00;80.5
24/05/2005 06:00;24/05/2005 07:00;80
24/05/2005 07:00;24/05/2005 08:00;78.1
24/05/2005 08:00;24/05/2005 09:00;75.7
24/05/2005 09:00;24/05/2005 10:00;73.5
24/05/2005 10:00;24/05/2005 11:00;71
24/05/2005 11:00;24/05/2005 12:00;70.8
24/05/2005 12:00;24/05/2005 13:00;69.29
24/05/2005 13:00;24/05/2005 14:00;69.1
24/05/2005 14:00;24/05/2005 15:00;70.6
24/05/2005 15:00;24/05/2005 16:00;66.63
24/05/2005 16:00;24/05/2005 17:00;64.91
24/05/2005 17:00;24/05/2005 18:00;66.63
24/05/2005 18:00;24/05/2005 19:00;68.98
24/05/2005 19:00;24/05/2005 20:00;73.4
24/05/2005 20:00;24/05/2005 21:00;78.3
24/05/2005 21:00;24/05/2005 22:00;81.1
24/05/2005 22:00;24/05/2005 23:00;86
24/05/2005 23:00;25/05/2005 00:00;89.1
25/05/2005 00:00;25/05/2005 01:00;89.3
25/05/2005 01:00;25/05/2005 02:00;92.3
