Start Shift;End Shift;AirTemp
06/09/2005 16:00;06/09/2005 16:30;24.8
06/09/2005 16:30;06/09/2005 17:00;24.33
06/09/2005 17:00;06/09/2005 17:30;23.92
06/09/2005 17:30;06/09/2005 18:00;23.59
06/09/2005 18:00;06/09/2005 18:30;22.89
06/09/2005 18:30;06/09/2005 19:00;21.68
06/09/2005 19:00;06/09/2005 19:30;19.84
06/09/2005 19:30;06/09/2005 20:00;18.26
06/09/2005 20:00;06/09/2005 20:30;17.37
06/09/2005 20:30;06/09/2005 21:00;16.27
06/09/2005 21:00;06/09/2005 21:30;15.18
06/09/2005 21:30;06/09/2005 22:00;14.89
06/09/2005 22:00;06/09/2005 22:30;14.21
06/09/2005 22:30;06/09/2005 23:00;13.58
06/09/2005 23:00;06/09/2005 23:30;14.34
06/09/2005 23:30;07/09/2005 00:00;15.34
07/09/2005 00:00;07/09/2005 00:30;15
07/09/2005 00:30;07/09/2005 01:00;14.46
07/09/2005 01:00;07/09/2005 01:30;14.38
07/09/2005 01:30;07/09/2005 02:00;12.32
07/09/2005 02:00;07/09/2005 02:30;11.67
07/09/2005 02:30;07/09/2005 03:00;11.24
07/09/2005 03:00;07/09/2005 03:30;11.41
07/09/2005 03:30;07/09/2005 04:00;10.84
07/09/2005 04:00;07/09/2005 04:30;10.35
07/09/2005 04:30;07/09/2005 05:00;10.06
07/09/2005 05:00;07/09/2005 05:30;9.88
07/09/2005 05:30;07/09/2005 06:00;10.07
07/09/2005 06:00;07/09/2005 06:30;9.95
07/09/2005 06:30;07/09/2005 07:00;11.1
07/09/2005 07:00;07/09/2005 07:30;13.22
07/09/2005 07:30;07/09/2005 08:00;14.85
07/09/2005 08:00;07/09/2005 08:30;16.03
07/09/2005 08:30;07/09/2005 09:00;17.62
07/09/2005 09:00;07/09/2005 09:30;18.78
07/09/2005 09:30;07/09/2005 10:00;19.87
07/09/2005 10:00;07/09/2005 10:30;21.02
07/09/2005 10:30;07/09/2005 11:00;22.04
07/09/2005 11:00;07/09/2005 11:30;22.89
07/09/2005 11:30;07/09/2005 12:00;23.84
07/09/2005 12:00;07/09/2005 12:30;24.61
07/09/2005 12:30;07/09/2005 13:00;25.34
07/09/2005 13:00;07/09/2005 13:30;25.6
07/09/2005 13:30;07/09/2005 14:00;25.76
07/09/2005 14:00;07/09/2005 14:30;25.25
07/09/2005 14:30;07/09/2005 15:00;25.91
07/09/2005 15:00;07/09/2005 15:30;25.96
07/09/2005 15:30;07/09/2005 16:00;25.94
07/09/2005 16:00;07/09/2005 16:30;25.94
07/09/2005 16:30;07/09/2005 17:00;25.33
07/09/2005 17:00;07/09/2005 17:30;24.88
07/09/2005 17:30;07/09/2005 18:00;24.39
07/09/2005 18:00;07/09/2005 18:30;23.64
07/09/2005 18:30;07/09/2005 19:00;22.5
07/09/2005 19:00;07/09/2005 19:30;21.33
07/09/2005 19:30;07/09/2005 20:00;20.27
07/09/2005 20:00;07/09/2005 20:30;19.38
07/09/2005 20:30;07/09/2005 21:00;18.1
07/09/2005 21:00;07/09/2005 21:30;17.98
07/09/2005 21:30;07/09/2005 22:00;17.85
07/09/2005 22:00;07/09/2005 22:30;18.91
07/09/2005 22:30;07/09/2005 23:00;19.13
07/09/2005 23:00;07/09/2005 23:30;18.72
07/09/2005 23:30;08/09/2005 00:00;18.43
08/09/2005 00:00;08/09/2005 00:30;18.38
08/09/2005 00:30;08/09/2005 01:00;18.43
08/09/2005 01:00;08/09/2005 01:30;18.97
08/09/2005 01:30;08/09/2005 02:00;19.3
08/09/2005 02:00;08/09/2005 02:30;19.27
08/09/2005 02:30;08/09/2005 03:00;18.89
08/09/2005 03:00;08/09/2005 03:30;18.5
08/09/2005 03:30;08/09/2005 04:00;18.53
08/09/2005 04:00;08/09/2005 04:30;18.17
08/09/2005 04:30;08/09/2005 05:00;18.03
08/09/2005 05:00;08/09/2005 05:30;17.53
08/09/2005 05:30;08/09/2005 06:00;16.84
08/09/2005 06:00;08/09/2005 06:30;16.91
08/09/2005 06:30;08/09/2005 07:00;16.81
08/09/2005 07:00;08/09/2005 07:30;17.44
08/09/2005 07:30;08/09/2005 08:00;17.89
08/09/2005 08:00;08/09/2005 08:30;18.12
08/09/2005 08:30;08/09/2005 09:00;18.13
08/09/2005 09:00;08/09/2005 09:30;18.46
08/09/2005 09:30;08/09/2005 10:00;18.78
08/09/2005 10:00;08/09/2005 10:30;18.88
08/09/2005 10:30;08/09/2005 11:00;18.69
08/09/2005 11:00;08/09/2005 11:30;17.33
08/09/2005 11:30;08/09/2005 12:00;16.59
08/09/2005 12:00;08/09/2005 12:30;16.82
08/09/2005 12:30;08/09/2005 13:00;16.97
08/09/2005 13:00;08/09/2005 13:30;17.4
08/09/2005 13:30;08/09/2005 14:00;17.72
08/09/2005 14:00;08/09/2005 14:30;17.61
08/09/2005 14:30;08/09/2005 15:00;17.39
08/09/2005 15:00;08/09/2005 15:30;17.18
08/09/2005 15:30;08/09/2005 16:00;16.91
08/09/2005 16:00;08/09/2005 16:30;16.8
08/09/2005 16:30;08/09/2005 17:00;16.46
08/09/2005 17:00;08/09/2005 17:30;15.91
08/09/2005 17:30;08/09/2005 18:00;15.76
08/09/2005 18:00;08/09/2005 18:30;15.25
08/09/2005 18:30;08/09/2005 19:00;14.59
08/09/2005 19:00;08/09/2005 19:30;14.21
08/09/2005 19:30;08/09/2005 20:00;13.93
08/09/2005 20:00;08/09/2005 20:30;13.69
08/09/2005 20:30;08/09/2005 21:00;13.47
08/09/2005 21:00;08/09/2005 21:30;13.22
08/09/2005 21:30;08/09/2005 22:00;12.99
08/09/2005 22:00;08/09/2005 22:30;12.57
08/09/2005 22:30;08/09/2005 23:00;12.79
08/09/2005 23:00;08/09/2005 23:30;12.2
08/09/2005 23:30;09/09/2005 00:00;11.5
09/09/2005 00:00;09/09/2005 00:30;11.14
09/09/2005 00:30;09/09/2005 01:00;10.79
09/09/2005 01:00;09/09/2005 01:30;10.52
09/09/2005 01:30;09/09/2005 02:00;10.75
09/09/2005 02:00;09/09/2005 02:30;10.96
09/09/2005 02:30;09/09/2005 03:00;11.23
09/09/2005 03:00;09/09/2005 03:30;11.37
09/09/2005 03:30;09/09/2005 04:00;11.49
09/09/2005 04:00;09/09/2005 04:30;11.58
09/09/2005 04:30;09/09/2005 05:00;11.69
09/09/2005 05:00;09/09/2005 05:30;11.86
09/09/2005 05:30;09/09/2005 06:00;11.77
09/09/2005 06:00;09/09/2005 06:30;11.93
09/09/2005 06:30;09/09/2005 07:00;12.19
09/09/2005 07:00;09/09/2005 07:30;12.46
09/09/2005 07:30;09/09/2005 08:00;12.46
09/09/2005 08:00;09/09/2005 08:30;12.59
09/09/2005 08:30;09/09/2005 09:00;12.7
09/09/2005 09:00;09/09/2005 09:30;12.92
09/09/2005 09:30;09/09/2005 10:00;14.06
09/09/2005 10:00;09/09/2005 10:30;14.95
09/09/2005 10:30;09/09/2005 11:00;15.8
09/09/2005 11:00;09/09/2005 11:30;16.37
09/09/2005 11:30;09/09/2005 12:00;17.08
09/09/2005 12:00;09/09/2005 12:30;17.78
09/09/2005 12:30;09/09/2005 13:00;17.44
09/09/2005 13:00;09/09/2005 13:30;17.89
09/09/2005 13:30;09/09/2005 14:00;18.03
09/09/2005 14:00;09/09/2005 14:30;18.53
09/09/2005 14:30;09/09/2005 15:00;18.07
09/09/2005 15:00;09/09/2005 15:30;18.45
09/09/2005 15:30;09/09/2005 16:00;17.97
09/09/2005 16:00;09/09/2005 16:30;18.06
09/09/2005 16:30;09/09/2005 17:00;16.83
09/09/2005 17:00;09/09/2005 17:30;17.82
09/09/2005 17:30;09/09/2005 18:00;16.64
09/09/2005 18:00;09/09/2005 18:30;16.55
09/09/2005 18:30;09/09/2005 19:00;15.2
09/09/2005 19:00;09/09/2005 19:30;13.29
09/09/2005 19:30;09/09/2005 20:00;12.25
09/09/2005 20:00;09/09/2005 20:30;11.98
09/09/2005 20:30;09/09/2005 21:00;11.57
09/09/2005 21:00;09/09/2005 21:30;10.88
09/09/2005 21:30;09/09/2005 22:00;10.07
09/09/2005 22:00;09/09/2005 22:30;8.75
09/09/2005 22:30;09/09/2005 23:00;7.59
09/09/2005 23:00;09/09/2005 23:30;7.44
09/09/2005 23:30;10/09/2005 00:00;7.26
10/09/2005 00:00;10/09/2005 00:30;7.36
10/09/2005 00:30;10/09/2005 01:00;7.02
10/09/2005 01:00;10/09/2005 01:30;6.414
10/09/2005 01:30;10/09/2005 02:00;5.942
10/09/2005 02:00;10/09/2005 02:30;5.531
10/09/2005 02:30;10/09/2005 03:00;5.635
10/09/2005 03:00;10/09/2005 03:30;5.75
10/09/2005 03:30;10/09/2005 04:00;5.185
10/09/2005 04:00;10/09/2005 04:30;5.251
10/09/2005 04:30;10/09/2005 05:00;4.878
10/09/2005 05:00;10/09/2005 05:30;4.768
10/09/2005 05:30;10/09/2005 06:00;4.664
10/09/2005 06:00;10/09/2005 06:30;4.488
10/09/2005 06:30;10/09/2005 07:00;4.96
10/09/2005 07:00;10/09/2005 07:30;5.959
10/09/2005 07:30;10/09/2005 08:00;6.93
10/09/2005 08:00;10/09/2005 08:30;8
10/09/2005 08:30;10/09/2005 09:00;9.44
10/09/2005 09:00;10/09/2005 09:30;10.88
10/09/2005 09:30;10/09/2005 10:00;12.25
10/09/2005 10:00;10/09/2005 10:30;13.7
10/09/2005 10:30;10/09/2005 11:00;14.56
10/09/2005 11:00;10/09/2005 11:30;14.92
10/09/2005 11:30;10/09/2005 12:00;15.66
10/09/2005 12:00;10/09/2005 12:30;15.84
10/09/2005 12:30;10/09/2005 13:00;16.55
10/09/2005 13:00;10/09/2005 13:30;16.35
10/09/2005 13:30;10/09/2005 14:00;16.7
10/09/2005 14:00;10/09/2005 14:30;17.32
10/09/2005 14:30;10/09/2005 15:00;17.91
10/09/2005 15:00;10/09/2005 15:30;18.44
10/09/2005 15:30;10/09/2005 16:00;17.82
10/09/2005 16:00;10/09/2005 16:30;17.81
10/09/2005 16:30;10/09/2005 17:00;17.85
10/09/2005 17:00;10/09/2005 17:30;18.34
10/09/2005 17:30;10/09/2005 18:00;17.59
10/09/2005 18:00;10/09/2005 18:30;16.41
10/09/2005 18:30;10/09/2005 19:00;14.58
10/09/2005 19:00;10/09/2005 19:30;13.02
10/09/2005 19:30;10/09/2005 20:00;12.01
10/09/2005 20:00;10/09/2005 20:30;11.55
10/09/2005 20:30;10/09/2005 21:00;10.81
10/09/2005 21:00;10/09/2005 21:30;9.38
10/09/2005 21:30;10/09/2005 22:00;9.62
10/09/2005 22:00;10/09/2005 22:30;9.06
10/09/2005 22:30;10/09/2005 23:00;8.21
10/09/2005 23:00;10/09/2005 23:30;7.81
10/09/2005 23:30;11/09/2005 00:00;7.18
11/09/2005 00:00;11/09/2005 00:30;6.628
11/09/2005 00:30;11/09/2005 01:00;6.496
11/09/2005 01:00;11/09/2005 01:30;6.502
11/09/2005 01:30;11/09/2005 02:00;6.332
11/09/2005 02:00;11/09/2005 02:30;6.173
11/09/2005 02:30;11/09/2005 03:00;5.476
11/09/2005 03:00;11/09/2005 03:30;5.196
11/09/2005 03:30;11/09/2005 04:00;5.108
11/09/2005 04:00;11/09/2005 04:30;5.196
11/09/2005 04:30;11/09/2005 05:00;5.35
11/09/2005 05:00;11/09/2005 05:30;5.191
11/09/2005 05:30;11/09/2005 06:00;4.872
11/09/2005 06:00;11/09/2005 06:30;4.505
11/09/2005 06:30;11/09/2005 07:00;5.344
11/09/2005 07:00;11/09/2005 07:30;7.34
11/09/2005 07:30;11/09/2005 08:00;9.14
11/09/2005 08:00;11/09/2005 08:30;10.4
11/09/2005 08:30;11/09/2005 09:00;12.13
11/09/2005 09:00;11/09/2005 09:30;12.83
11/09/2005 09:30;11/09/2005 10:00;13.59
11/09/2005 10:00;11/09/2005 10:30;15.18
11/09/2005 10:30;11/09/2005 11:00;16.39
11/09/2005 11:00;11/09/2005 11:30;17.39
11/09/2005 11:30;11/09/2005 12:00;17.24
11/09/2005 12:00;11/09/2005 12:30;17.41
11/09/2005 12:30;11/09/2005 13:00;17.78
11/09/2005 13:00;11/09/2005 13:30;17.4
11/09/2005 13:30;11/09/2005 14:00;18.03
11/09/2005 14:00;11/09/2005 14:30;18.01
11/09/2005 14:30;11/09/2005 15:00;17.87
11/09/2005 15:00;11/09/2005 15:30;17.73
11/09/2005 15:30;11/09/2005 16:00;17.5
11/09/2005 16:00;11/09/2005 16:30;18.15
11/09/2005 16:30;11/09/2005 17:00;18.1
11/09/2005 17:00;11/09/2005 17:30;17.93
11/09/2005 17:30;11/09/2005 18:00;17.67
11/09/2005 18:00;11/09/2005 18:30;17.38
11/09/2005 18:30;11/09/2005 19:00;17.42
11/09/2005 19:00;11/09/2005 19:30;17.04
11/09/2005 19:30;11/09/2005 20:00;16.81
11/09/2005 20:00;11/09/2005 20:30;16.76
11/09/2005 20:30;11/09/2005 21:00;17.26
11/09/2005 21:00;11/09/2005 21:30;17.56
11/09/2005 21:30;11/09/2005 22:00;17.71
11/09/2005 22:00;11/09/2005 22:30;17.95
11/09/2005 22:30;11/09/2005 23:00;17.97
11/09/2005 23:00;11/09/2005 23:30;17.82
11/09/2005 23:30;12/09/2005 00:00;17.84
12/09/2005 00:00;12/09/2005 00:30;17.66
12/09/2005 00:30;12/09/2005 01:00;17.47
12/09/2005 01:00;12/09/2005 01:30;17.37
12/09/2005 01:30;12/09/2005 02:00;17.15
12/09/2005 02:00;12/09/2005 02:30;16.83
12/09/2005 02:30;12/09/2005 03:00;16.57
12/09/2005 03:00;12/09/2005 03:30;16.32
12/09/2005 03:30;12/09/2005 04:00;16.31
12/09/2005 04:00;12/09/2005 04:30;16.31
12/09/2005 04:30;12/09/2005 05:00;16.35
12/09/2005 05:00;12/09/2005 05:30;16.18
12/09/2005 05:30;12/09/2005 06:00;16.05
12/09/2005 06:00;12/09/2005 06:30;15.56
12/09/2005 06:30;12/09/2005 07:00;15.8
12/09/2005 07:00;12/09/2005 07:30;16.44
12/09/2005 07:30;12/09/2005 08:00;17.32
12/09/2005 08:00;12/09/2005 08:30;18.35
12/09/2005 08:30;12/09/2005 09:00;19.33
12/09/2005 09:00;12/09/2005 09:30;20.43
12/09/2005 09:30;12/09/2005 10:00;21.48
12/09/2005 10:00;12/09/2005 10:30;22.24
12/09/2005 10:30;12/09/2005 11:00;23.12
12/09/2005 11:00;12/09/2005 11:30;23.67
12/09/2005 11:30;12/09/2005 12:00;24.01
12/09/2005 12:00;12/09/2005 12:30;24.53
12/09/2005 12:30;12/09/2005 13:00;24.94
12/09/2005 13:00;12/09/2005 13:30;25.25
12/09/2005 13:30;12/09/2005 14:00;25.58
12/09/2005 14:00;12/09/2005 14:30;25.85
12/09/2005 14:30;12/09/2005 15:00;26.01
12/09/2005 15:00;12/09/2005 15:30;26.1
12/09/2005 15:30;12/09/2005 16:00;26.12
12/09/2005 16:00;12/09/2005 16:30;26.27
12/09/2005 16:30;12/09/2005 17:00;26.12
12/09/2005 17:00;12/09/2005 17:30;26.02
12/09/2005 17:30;12/09/2005 18:00;25.73
12/09/2005 18:00;12/09/2005 18:30;24.71
12/09/2005 18:30;12/09/2005 19:00;22.41
12/09/2005 19:00;12/09/2005 19:30;19.83
12/09/2005 19:30;12/09/2005 20:00;18.41
12/09/2005 20:00;12/09/2005 20:30;17.88
12/09/2005 20:30;12/09/2005 21:00;16.74
12/09/2005 21:00;12/09/2005 21:30;16.64
12/09/2005 21:30;12/09/2005 22:00;16.1
12/09/2005 22:00;12/09/2005 22:30;15.18
12/09/2005 22:30;12/09/2005 23:00;13.9
12/09/2005 23:00;12/09/2005 23:30;13.62
12/09/2005 23:30;13/09/2005 00:00;13.23
13/09/2005 00:00;13/09/2005 00:30;13.07
13/09/2005 00:30;13/09/2005 01:00;12.75
13/09/2005 01:00;13/09/2005 01:30;12.89
13/09/2005 01:30;13/09/2005 02:00;12.46
13/09/2005 02:00;13/09/2005 02:30;12.04
13/09/2005 02:30;13/09/2005 03:00;11.89
13/09/2005 03:00;13/09/2005 03:30;11.97
13/09/2005 03:30;13/09/2005 04:00;12.06
13/09/2005 04:00;13/09/2005 04:30;11.99
13/09/2005 04:30;13/09/2005 05:00;12.19
13/09/2005 05:00;13/09/2005 05:30;12.04
13/09/2005 05:30;13/09/2005 06:00;11.95
13/09/2005 06:00;13/09/2005 06:30;11.87
13/09/2005 06:30;13/09/2005 07:00;12.39
13/09/2005 07:00;13/09/2005 07:30;13.65
13/09/2005 07:30;13/09/2005 08:00;13.95
13/09/2005 08:00;13/09/2005 08:30;14.68
13/09/2005 08:30;13/09/2005 09:00;15.59
13/09/2005 09:00;13/09/2005 09:30;16.8
13/09/2005 09:30;13/09/2005 10:00;17.37
13/09/2005 10:00;13/09/2005 10:30;17.56
13/09/2005 10:30;13/09/2005 11:00;18.09
13/09/2005 11:00;13/09/2005 11:30;19.47
13/09/2005 11:30;13/09/2005 12:00;20.88
13/09/2005 12:00;13/09/2005 12:30;21.93
13/09/2005 12:30;13/09/2005 13:00;23.32
13/09/2005 13:00;13/09/2005 13:30;24.12
13/09/2005 13:30;13/09/2005 14:00;24.72
13/09/2005 14:00;13/09/2005 14:30;25.39
13/09/2005 14:30;13/09/2005 15:00;26.01
13/09/2005 15:00;13/09/2005 15:30;26.87
13/09/2005 15:30;13/09/2005 16:00;27.09
13/09/2005 16:00;13/09/2005 16:30;26.93
13/09/2005 16:30;13/09/2005 17:00;26.75
13/09/2005 17:00;13/09/2005 17:30;27.07
13/09/2005 17:30;13/09/2005 18:00;26.7
13/09/2005 18:00;13/09/2005 18:30;25.67
13/09/2005 18:30;13/09/2005 19:00;24.24
13/09/2005 19:00;13/09/2005 19:30;23.09
13/09/2005 19:30;13/09/2005 20:00;22.42
13/09/2005 20:00;13/09/2005 20:30;21.33
13/09/2005 20:30;13/09/2005 21:00;20.77
13/09/2005 21:00;13/09/2005 21:30;20.3
13/09/2005 21:30;13/09/2005 22:00;19.97
13/09/2005 22:00;13/09/2005 22:30;20.62
13/09/2005 22:30;13/09/2005 23:00;20.79
13/09/2005 23:00;13/09/2005 23:30;20.66
13/09/2005 23:30;14/09/2005 00:00;20.6
14/09/2005 00:00;14/09/2005 00:30;20.59
14/09/2005 00:30;14/09/2005 01:00;21.16
14/09/2005 01:00;14/09/2005 01:30;20.52
14/09/2005 01:30;14/09/2005 02:00;19.58
14/09/2005 02:00;14/09/2005 02:30;19.03
14/09/2005 02:30;14/09/2005 03:00;19.23
14/09/2005 03:00;14/09/2005 03:30;18.38
14/09/2005 03:30;14/09/2005 04:00;18.27
14/09/2005 04:00;14/09/2005 04:30;18.34
14/09/2005 04:30;14/09/2005 05:00;18.22
14/09/2005 05:00;14/09/2005 05:30;15.24
14/09/2005 05:30;14/09/2005 06:00;14.81
14/09/2005 06:00;14/09/2005 06:30;15.28
14/09/2005 06:30;14/09/2005 07:00;15.15
14/09/2005 07:00;14/09/2005 07:30;16.86
14/09/2005 07:30;14/09/2005 08:00;17.72
14/09/2005 08:00;14/09/2005 08:30;19.65
14/09/2005 08:30;14/09/2005 09:00;20.71
14/09/2005 09:00;14/09/2005 09:30;22.43
14/09/2005 09:30;14/09/2005 10:00;24.47
14/09/2005 10:00;14/09/2005 10:30;25.49
14/09/2005 10:30;14/09/2005 11:00;26.07
14/09/2005 11:00;14/09/2005 11:30;26.75
14/09/2005 11:30;14/09/2005 12:00;27.24
14/09/2005 12:00;14/09/2005 12:30;27.51
14/09/2005 12:30;14/09/2005 13:00;28.42
14/09/2005 13:00;14/09/2005 13:30;29
14/09/2005 13:30;14/09/2005 14:00;29.33
14/09/2005 14:00;14/09/2005 14:30;29.26
14/09/2005 14:30;14/09/2005 15:00;29.16
14/09/2005 15:00;14/09/2005 15:30;29.36
14/09/2005 15:30;14/09/2005 16:00;29.34
14/09/2005 16:00;14/09/2005 16:30;29.15
14/09/2005 16:30;14/09/2005 17:00;28.93
14/09/2005 17:00;14/09/2005 17:30;28.3
14/09/2005 17:30;14/09/2005 18:00;27.53
14/09/2005 18:00;14/09/2005 18:30;26.44
14/09/2005 18:30;14/09/2005 19:00;24.92
14/09/2005 19:00;14/09/2005 19:30;23.56
14/09/2005 19:30;14/09/2005 20:00;22.35
14/09/2005 20:00;14/09/2005 20:30;22.06
14/09/2005 20:30;14/09/2005 21:00;20.8
14/09/2005 21:00;14/09/2005 21:30;20.46
14/09/2005 21:30;14/09/2005 22:00;20.35
14/09/2005 22:00;14/09/2005 22:30;20.62
14/09/2005 22:30;14/09/2005 23:00;21.31
14/09/2005 23:00;14/09/2005 23:30;21.33
14/09/2005 23:30;15/09/2005 00:00;21.66
15/09/2005 00:00;15/09/2005 00:30;21.22
15/09/2005 00:30;15/09/2005 01:00;20.6
15/09/2005 01:00;15/09/2005 01:30;20.4
15/09/2005 01:30;15/09/2005 02:00;20.36
15/09/2005 02:00;15/09/2005 02:30;20.4
15/09/2005 02:30;15/09/2005 03:00;20.3
15/09/2005 03:00;15/09/2005 03:30;19.88
15/09/2005 03:30;15/09/2005 04:00;19.33
15/09/2005 04:00;15/09/2005 04:30;19.09
15/09/2005 04:30;15/09/2005 05:00;18.64
15/09/2005 05:00;15/09/2005 05:30;18.52
15/09/2005 05:30;15/09/2005 06:00;18.49
15/09/2005 06:00;15/09/2005 06:30;18.43
15/09/2005 06:30;15/09/2005 07:00;18.18
15/09/2005 07:00;15/09/2005 07:30;17.96
15/09/2005 07:30;15/09/2005 08:00;18.37
15/09/2005 08:00;15/09/2005 08:30;18.8
15/09/2005 08:30;15/09/2005 09:00;19.63
15/09/2005 09:00;15/09/2005 09:30;20.25
15/09/2005 09:30;15/09/2005 10:00;20.47
15/09/2005 10:00;15/09/2005 10:30;21.19
15/09/2005 10:30;15/09/2005 11:00;22.68
15/09/2005 11:00;15/09/2005 11:30;22.67
15/09/2005 11:30;15/09/2005 12:00;22.53
15/09/2005 12:00;15/09/2005 12:30;22.71
15/09/2005 12:30;15/09/2005 13:00;22.4
15/09/2005 13:00;15/09/2005 13:30;22.41
15/09/2005 13:30;15/09/2005 14:00;22.03
15/09/2005 14:00;15/09/2005 14:30;22.23
15/09/2005 14:30;15/09/2005 15:00;23.64
15/09/2005 15:00;15/09/2005 15:30;20.59
15/09/2005 15:30;15/09/2005 16:00;20.09
15/09/2005 16:00;15/09/2005 16:30;21.31
15/09/2005 16:30;15/09/2005 17:00;21.43
15/09/2005 17:00;15/09/2005 17:30;20.91
15/09/2005 17:30;15/09/2005 18:00;20.23
15/09/2005 18:00;15/09/2005 18:30;19.41
15/09/2005 18:30;15/09/2005 19:00;18.69
15/09/2005 19:00;15/09/2005 19:30;18.18
15/09/2005 19:30;15/09/2005 20:00;17.72
15/09/2005 20:00;15/09/2005 20:30;17.42
15/09/2005 20:30;15/09/2005 21:00;16.87
15/09/2005 21:00;15/09/2005 21:30;16.07
15/09/2005 21:30;15/09/2005 22:00;15.11
15/09/2005 22:00;15/09/2005 22:30;14.81
15/09/2005 22:30;15/09/2005 23:00;14.83
15/09/2005 23:00;15/09/2005 23:30;14.23
15/09/2005 23:30;16/09/2005 00:00;12.87
16/09/2005 00:00;16/09/2005 00:30;13.09
16/09/2005 00:30;16/09/2005 01:00;12.98
16/09/2005 01:00;16/09/2005 01:30;12.28
16/09/2005 01:30;16/09/2005 02:00;12.44
16/09/2005 02:00;16/09/2005 02:30;12.84
16/09/2005 02:30;16/09/2005 03:00;12.88
16/09/2005 03:00;16/09/2005 03:30;12.56
16/09/2005 03:30;16/09/2005 04:00;12.19
16/09/2005 04:00;16/09/2005 04:30;11.64
16/09/2005 04:30;16/09/2005 05:00;11.01
16/09/2005 05:00;16/09/2005 05:30;11.62
16/09/2005 05:30;16/09/2005 06:00;11.53
16/09/2005 06:00;16/09/2005 06:30;11.28
16/09/2005 06:30;16/09/2005 07:00;11.07
16/09/2005 07:00;16/09/2005 07:30;11.53
16/09/2005 07:30;16/09/2005 08:00;12.72
16/09/2005 08:00;16/09/2005 08:30;13.61
