Start Shift;End Shift;SoilTemp
06/09/2005 17:00;06/09/2005 17:30;20.51
06/09/2005 17:30;06/09/2005 18:00;19.78
06/09/2005 18:00;06/09/2005 18:30;19.15
06/09/2005 18:30;06/09/2005 19:00;18.62
06/09/2005 19:00;06/09/2005 19:30;18.04
06/09/2005 19:30;06/09/2005 20:00;17.44
06/09/2005 20:00;06/09/2005 20:30;16.94
06/09/2005 20:30;06/09/2005 21:00;16.44
06/09/2005 21:00;06/09/2005 21:30;15.96
06/09/2005 21:30;06/09/2005 22:00;15.56
06/09/2005 22:00;06/09/2005 22:30;15.17
06/09/2005 22:30;06/09/2005 23:00;14.82
06/09/2005 23:00;06/09/2005 23:30;14.55
06/09/2005 23:30;07/09/2005 00:00;14.51
07/09/2005 00:00;07/09/2005 00:30;14.38
07/09/2005 00:30;07/09/2005 01:00;14.20
07/09/2005 01:00;07/09/2005 01:30;14.02
07/09/2005 01:30;07/09/2005 02:00;13.70
07/09/2005 02:00;07/09/2005 02:30;13.39
07/09/2005 02:30;07/09/2005 03:00;13.11
07/09/2005 03:00;07/09/2005 03:30;12.92
07/09/2005 03:30;07/09/2005 04:00;12.68
07/09/2005 04:00;07/09/2005 04:30;12.42
07/09/2005 04:30;07/09/2005 05:00;12.16
07/09/2005 05:00;07/09/2005 05:30;11.96
07/09/2005 05:30;07/09/2005 06:00;11.79
07/09/2005 06:00;07/09/2005 06:30;11.70
07/09/2005 06:30;07/09/2005 07:00;11.79
07/09/2005 07:00;07/09/2005 07:30;12.36
07/09/2005 07:30;07/09/2005 08:00;13.23
07/09/2005 08:00;07/09/2005 08:30;14.19
07/09/2005 08:30;07/09/2005 09:00;15.50
07/09/2005 09:00;07/09/2005 09:30;16.56
07/09/2005 09:30;07/09/2005 10:00;17.47
07/09/2005 10:00;07/09/2005 10:30;18.53
07/09/2005 10:30;07/09/2005 11:00;19.50
07/09/2005 11:00;07/09/2005 11:30;20.37
07/09/2005 11:30;07/09/2005 12:00;21.22
07/09/2005 12:00;07/09/2005 12:30;21.96
07/09/2005 12:30;07/09/2005 13:00;22.51
07/09/2005 13:00;07/09/2005 13:30;22.66
07/09/2005 13:30;07/09/2005 14:00;22.88
07/09/2005 14:00;07/09/2005 14:30;22.23
07/09/2005 14:30;07/09/2005 15:00;22.30
07/09/2005 15:00;07/09/2005 15:30;22.40
07/09/2005 15:30;07/09/2005 16:00;22.24
07/09/2005 16:00;07/09/2005 16:30;22.20
07/09/2005 16:30;07/09/2005 17:00;21.82
07/09/2005 17:00;07/09/2005 17:30;21.33
07/09/2005 17:30;07/09/2005 18:00;20.73
07/09/2005 18:00;07/09/2005 18:30;20.19
07/09/2005 18:30;07/09/2005 19:00;19.56
07/09/2005 19:00;07/09/2005 19:30;19.00
07/09/2005 19:30;07/09/2005 20:00;18.51
07/09/2005 20:00;07/09/2005 20:30;18.12
07/09/2005 20:30;07/09/2005 21:00;17.75
07/09/2005 21:00;07/09/2005 21:30;17.43
07/09/2005 21:30;07/09/2005 22:00;17.13
07/09/2005 22:00;07/09/2005 22:30;17.08
07/09/2005 22:30;07/09/2005 23:00;17.05
07/09/2005 23:00;07/09/2005 23:30;16.96
07/09/2005 23:30;08/09/2005 00:00;16.86
08/09/2005 00:00;08/09/2005 00:30;16.81
08/09/2005 00:30;08/09/2005 01:00;16.89
08/09/2005 01:00;08/09/2005 01:30;16.95
08/09/2005 01:30;08/09/2005 02:00;17.01
08/09/2005 02:00;08/09/2005 02:30;16.99
08/09/2005 02:30;08/09/2005 03:00;16.94
08/09/2005 03:00;08/09/2005 03:30;16.75
08/09/2005 03:30;08/09/2005 04:00;16.62
08/09/2005 04:00;08/09/2005 04:30;16.43
08/09/2005 04:30;08/09/2005 05:00;16.30
08/09/2005 05:00;08/09/2005 05:30;16.13
08/09/2005 05:30;08/09/2005 06:00;15.96
08/09/2005 06:00;08/09/2005 06:30;15.97
08/09/2005 06:30;08/09/2005 07:00;15.99
08/09/2005 07:00;08/09/2005 07:30;16.23
08/09/2005 07:30;08/09/2005 08:00;16.57
08/09/2005 08:00;08/09/2005 08:30;16.80
08/09/2005 08:30;08/09/2005 09:00;16.95
08/09/2005 09:00;08/09/2005 09:30;17.26
08/09/2005 09:30;08/09/2005 10:00;17.69
08/09/2005 10:00;08/09/2005 10:30;17.86
08/09/2005 10:30;08/09/2005 11:00;17.87
08/09/2005 11:00;08/09/2005 11:30;17.47
08/09/2005 11:30;08/09/2005 12:00;17.20
08/09/2005 12:00;08/09/2005 12:30;17.29
08/09/2005 12:30;08/09/2005 13:00;17.38
08/09/2005 13:00;08/09/2005 13:30;17.78
08/09/2005 13:30;08/09/2005 14:00;18.14
08/09/2005 14:00;08/09/2005 14:30;18.09
08/09/2005 14:30;08/09/2005 15:00;17.81
08/09/2005 15:00;08/09/2005 15:30;17.65
08/09/2005 15:30;08/09/2005 16:00;17.60
08/09/2005 16:00;08/09/2005 16:30;17.54
08/09/2005 16:30;08/09/2005 17:00;17.30
08/09/2005 17:00;08/09/2005 17:30;16.92
08/09/2005 17:30;08/09/2005 18:00;16.61
08/09/2005 18:00;08/09/2005 18:30;16.29
08/09/2005 18:30;08/09/2005 19:00;15.99
08/09/2005 19:00;08/09/2005 19:30;15.68
08/09/2005 19:30;08/09/2005 20:00;15.42
08/09/2005 20:00;08/09/2005 20:30;15.18
08/09/2005 20:30;08/09/2005 21:00;14.96
08/09/2005 21:00;08/09/2005 21:30;14.81
08/09/2005 21:30;08/09/2005 22:00;14.59
08/09/2005 22:00;08/09/2005 22:30;14.30
08/09/2005 22:30;08/09/2005 23:00;14.18
08/09/2005 23:00;08/09/2005 23:30;13.84
08/09/2005 23:30;09/09/2005 00:00;13.45
09/09/2005 00:00;09/09/2005 00:30;13.09
09/09/2005 00:30;09/09/2005 01:00;12.75
09/09/2005 01:00;09/09/2005 01:30;12.45
09/09/2005 01:30;09/09/2005 02:00;12.32
09/09/2005 02:00;09/09/2005 02:30;12.42
09/09/2005 02:30;09/09/2005 03:00;12.45
09/09/2005 03:00;09/09/2005 03:30;12.51
09/09/2005 03:30;09/09/2005 04:00;12.57
09/09/2005 04:00;09/09/2005 04:30;12.63
09/09/2005 04:30;09/09/2005 05:00;12.64
09/09/2005 05:00;09/09/2005 05:30;12.69
09/09/2005 05:30;09/09/2005 06:00;12.71
09/09/2005 06:00;09/09/2005 06:30;12.73
09/09/2005 06:30;09/09/2005 07:00;12.85
09/09/2005 07:00;09/09/2005 07:30;13.04
09/09/2005 07:30;09/09/2005 08:00;13.10
09/09/2005 08:00;09/09/2005 08:30;13.19
09/09/2005 08:30;09/09/2005 09:00;13.38
09/09/2005 09:00;09/09/2005 09:30;13.60
09/09/2005 09:30;09/09/2005 10:00;14.68
09/09/2005 10:00;09/09/2005 10:30;16.00
09/09/2005 10:30;09/09/2005 11:00;16.90
09/09/2005 11:00;09/09/2005 11:30;17.60
09/09/2005 11:30;09/09/2005 12:00;18.24
09/09/2005 12:00;09/09/2005 12:30;18.99
09/09/2005 12:30;09/09/2005 13:00;18.74
09/09/2005 13:00;09/09/2005 13:30;18.80
09/09/2005 13:30;09/09/2005 14:00;18.77
09/09/2005 14:00;09/09/2005 14:30;18.88
09/09/2005 14:30;09/09/2005 15:00;18.72
09/09/2005 15:00;09/09/2005 15:30;18.60
09/09/2005 15:30;09/09/2005 16:00;18.30
09/09/2005 16:00;09/09/2005 16:30;17.70
09/09/2005 16:30;09/09/2005 17:00;16.96
09/09/2005 17:00;09/09/2005 17:30;16.78
09/09/2005 17:30;09/09/2005 18:00;15.98
09/09/2005 18:00;09/09/2005 18:30;15.58
09/09/2005 18:30;09/09/2005 19:00;14.98
09/09/2005 19:00;09/09/2005 19:30;14.32
09/09/2005 19:30;09/09/2005 20:00;13.75
09/09/2005 20:00;09/09/2005 20:30;13.30
09/09/2005 20:30;09/09/2005 21:00;12.88
09/09/2005 21:00;09/09/2005 21:30;12.43
09/09/2005 21:30;09/09/2005 22:00;11.92
09/09/2005 22:00;09/09/2005 22:30;11.33
09/09/2005 22:30;09/09/2005 23:00;10.74
09/09/2005 23:00;09/09/2005 23:30;10.29
09/09/2005 23:30;10/09/2005 00:00;9.91
10/09/2005 00:00;10/09/2005 00:30;9.58
10/09/2005 00:30;10/09/2005 01:00;9.25
10/09/2005 01:00;10/09/2005 01:30;8.94
10/09/2005 01:30;10/09/2005 02:00;8.66
10/09/2005 02:00;10/09/2005 02:30;8.39
10/09/2005 02:30;10/09/2005 03:00;8.17
10/09/2005 03:00;10/09/2005 03:30;8.02
10/09/2005 03:30;10/09/2005 04:00;7.79
10/09/2005 04:00;10/09/2005 04:30;7.59
10/09/2005 04:30;10/09/2005 05:00;7.37
10/09/2005 05:00;10/09/2005 05:30;7.14
10/09/2005 05:30;10/09/2005 06:00;6.95
10/09/2005 06:00;10/09/2005 06:30;6.80
10/09/2005 06:30;10/09/2005 07:00;6.84
10/09/2005 07:00;10/09/2005 07:30;7.15
10/09/2005 07:30;10/09/2005 08:00;7.60
10/09/2005 08:00;10/09/2005 08:30;8.50
10/09/2005 08:30;10/09/2005 09:00;9.84
10/09/2005 09:00;10/09/2005 09:30;11.18
10/09/2005 09:30;10/09/2005 10:00;12.36
10/09/2005 10:00;10/09/2005 10:30;13.62
10/09/2005 10:30;10/09/2005 11:00;14.82
10/09/2005 11:00;10/09/2005 11:30;16.10
10/09/2005 11:30;10/09/2005 12:00;17.55
10/09/2005 12:00;10/09/2005 12:30;18.35
10/09/2005 12:30;10/09/2005 13:00;18.98
10/09/2005 13:00;10/09/2005 13:30;18.92
10/09/2005 13:30;10/09/2005 14:00;18.18
10/09/2005 14:00;10/09/2005 14:30;18.58
10/09/2005 14:30;10/09/2005 15:00;18.69
10/09/2005 15:00;10/09/2005 15:30;18.82
10/09/2005 15:30;10/09/2005 16:00;18.20
10/09/2005 16:00;10/09/2005 16:30;17.69
10/09/2005 16:30;10/09/2005 17:00;17.11
10/09/2005 17:00;10/09/2005 17:30;16.99
10/09/2005 17:30;10/09/2005 18:00;16.31
10/09/2005 18:00;10/09/2005 18:30;15.68
10/09/2005 18:30;10/09/2005 19:00;15.02
10/09/2005 19:00;10/09/2005 19:30;14.18
10/09/2005 19:30;10/09/2005 20:00;13.41
10/09/2005 20:00;10/09/2005 20:30;12.77
10/09/2005 20:30;10/09/2005 21:00;12.30
10/09/2005 21:00;10/09/2005 21:30;11.67
10/09/2005 21:30;10/09/2005 22:00;11.22
10/09/2005 22:00;10/09/2005 22:30;10.85
10/09/2005 22:30;10/09/2005 23:00;10.45
10/09/2005 23:00;10/09/2005 23:30;10.10
10/09/2005 23:30;11/09/2005 00:00;9.75
11/09/2005 00:00;11/09/2005 00:30;9.41
11/09/2005 00:30;11/09/2005 01:00;9.11
11/09/2005 01:00;11/09/2005 01:30;8.88
11/09/2005 01:30;11/09/2005 02:00;8.65
11/09/2005 02:00;11/09/2005 02:30;8.45
11/09/2005 02:30;11/09/2005 03:00;8.22
11/09/2005 03:00;11/09/2005 03:30;7.98
11/09/2005 03:30;11/09/2005 04:00;7.74
11/09/2005 04:00;11/09/2005 04:30;7.54
11/09/2005 04:30;11/09/2005 05:00;7.40
11/09/2005 05:00;11/09/2005 05:30;7.25
11/09/2005 05:30;11/09/2005 06:00;7.07
11/09/2005 06:00;11/09/2005 06:30;6.89
11/09/2005 06:30;11/09/2005 07:00;7.02
11/09/2005 07:00;11/09/2005 07:30;7.59
11/09/2005 07:30;11/09/2005 08:00;8.33
11/09/2005 08:00;11/09/2005 08:30;9.37
11/09/2005 08:30;11/09/2005 09:00;10.82
11/09/2005 09:00;11/09/2005 09:30;11.87
11/09/2005 09:30;11/09/2005 10:00;12.82
11/09/2005 10:00;11/09/2005 10:30;14.02
11/09/2005 10:30;11/09/2005 11:00;15.16
11/09/2005 11:00;11/09/2005 11:30;15.98
11/09/2005 11:30;11/09/2005 12:00;15.92
11/09/2005 12:00;11/09/2005 12:30;15.82
11/09/2005 12:30;11/09/2005 13:00;16.13
11/09/2005 13:00;11/09/2005 13:30;15.80
11/09/2005 13:30;11/09/2005 14:00;16.39
11/09/2005 14:00;11/09/2005 14:30;16.32
11/09/2005 14:30;11/09/2005 15:00;15.90
11/09/2005 15:00;11/09/2005 15:30;15.62
11/09/2005 15:30;11/09/2005 16:00;15.33
11/09/2005 16:00;11/09/2005 16:30;15.75
11/09/2005 16:30;11/09/2005 17:00;15.81
11/09/2005 17:00;11/09/2005 17:30;15.48
11/09/2005 17:30;11/09/2005 18:00;15.26
11/09/2005 18:00;11/09/2005 18:30;14.95
11/09/2005 18:30;11/09/2005 19:00;14.69
11/09/2005 19:00;11/09/2005 19:30;14.37
11/09/2005 19:30;11/09/2005 20:00;14.00
11/09/2005 20:00;11/09/2005 20:30;13.71
11/09/2005 20:30;11/09/2005 21:00;13.61
11/09/2005 21:00;11/09/2005 21:30;13.62
11/09/2005 21:30;11/09/2005 22:00;13.70
11/09/2005 22:00;11/09/2005 22:30;13.86
11/09/2005 22:30;11/09/2005 23:00;13.97
11/09/2005 23:00;11/09/2005 23:30;13.95
11/09/2005 23:30;12/09/2005 00:00;13.96
12/09/2005 00:00;12/09/2005 00:30;13.89
12/09/2005 00:30;12/09/2005 01:00;13.77
12/09/2005 01:00;12/09/2005 01:30;13.59
12/09/2005 01:30;12/09/2005 02:00;13.35
12/09/2005 02:00;12/09/2005 02:30;13.16
12/09/2005 02:30;12/09/2005 03:00;13.04
12/09/2005 03:00;12/09/2005 03:30;12.97
12/09/2005 03:30;12/09/2005 04:00;12.95
12/09/2005 04:00;12/09/2005 04:30;12.98
12/09/2005 04:30;12/09/2005 05:00;13.06
12/09/2005 05:00;12/09/2005 05:30;13.13
12/09/2005 05:30;12/09/2005 06:00;13.18
12/09/2005 06:00;12/09/2005 06:30;13.17
12/09/2005 06:30;12/09/2005 07:00;13.36
12/09/2005 07:00;12/09/2005 07:30;13.75
12/09/2005 07:30;12/09/2005 08:00;14.23
12/09/2005 08:00;12/09/2005 08:30;15.08
12/09/2005 08:30;12/09/2005 09:00;16.16
12/09/2005 09:00;12/09/2005 09:30;17.24
12/09/2005 09:30;12/09/2005 10:00;18.40
12/09/2005 10:00;12/09/2005 10:30;19.42
12/09/2005 10:30;12/09/2005 11:00;20.44
12/09/2005 11:00;12/09/2005 11:30;21.48
12/09/2005 11:30;12/09/2005 12:00;22.27
12/09/2005 12:00;12/09/2005 12:30;23.00
12/09/2005 12:30;12/09/2005 13:00;23.46
12/09/2005 13:00;12/09/2005 13:30;23.75
12/09/2005 13:30;12/09/2005 14:00;23.97
12/09/2005 14:00;12/09/2005 14:30;23.97
12/09/2005 14:30;12/09/2005 15:00;23.90
12/09/2005 15:00;12/09/2005 15:30;23.65
12/09/2005 15:30;12/09/2005 16:00;23.19
12/09/2005 16:00;12/09/2005 16:30;23.12
12/09/2005 16:30;12/09/2005 17:00;22.85
12/09/2005 17:00;12/09/2005 17:30;22.28
12/09/2005 17:30;12/09/2005 18:00;21.41
12/09/2005 18:00;12/09/2005 18:30;20.68
12/09/2005 18:30;12/09/2005 19:00;19.90
12/09/2005 19:00;12/09/2005 19:30;19.05
12/09/2005 19:30;12/09/2005 20:00;18.37
12/09/2005 20:00;12/09/2005 20:30;17.76
12/09/2005 20:30;12/09/2005 21:00;17.17
12/09/2005 21:00;12/09/2005 21:30;16.74
12/09/2005 21:30;12/09/2005 22:00;16.36
12/09/2005 22:00;12/09/2005 22:30;15.95
12/09/2005 22:30;12/09/2005 23:00;15.48
12/09/2005 23:00;12/09/2005 23:30;15.14
12/09/2005 23:30;13/09/2005 00:00;14.80
13/09/2005 00:00;13/09/2005 00:30;14.51
13/09/2005 00:30;13/09/2005 01:00;14.25
13/09/2005 01:00;13/09/2005 01:30;14.07
13/09/2005 01:30;13/09/2005 02:00;13.83
13/09/2005 02:00;13/09/2005 02:30;13.57
13/09/2005 02:30;13/09/2005 03:00;13.34
13/09/2005 03:00;13/09/2005 03:30;13.21
13/09/2005 03:30;13/09/2005 04:00;13.11
13/09/2005 04:00;13/09/2005 04:30;13.04
13/09/2005 04:30;13/09/2005 05:00;12.97
13/09/2005 05:00;13/09/2005 05:30;12.85
13/09/2005 05:30;13/09/2005 06:00;12.74
13/09/2005 06:00;13/09/2005 06:30;12.64
13/09/2005 06:30;13/09/2005 07:00;12.76
13/09/2005 07:00;13/09/2005 07:30;13.16
13/09/2005 07:30;13/09/2005 08:00;13.51
13/09/2005 08:00;13/09/2005 08:30;14.03
13/09/2005 08:30;13/09/2005 09:00;14.76
13/09/2005 09:00;13/09/2005 09:30;15.71
13/09/2005 09:30;13/09/2005 10:00;16.15
13/09/2005 10:00;13/09/2005 10:30;16.41
13/09/2005 10:30;13/09/2005 11:00;16.83
13/09/2005 11:00;13/09/2005 11:30;17.48
13/09/2005 11:30;13/09/2005 12:00;18.29
13/09/2005 12:00;13/09/2005 12:30;19.44
13/09/2005 12:30;13/09/2005 13:00;20.70
13/09/2005 13:00;13/09/2005 13:30;21.53
13/09/2005 13:30;13/09/2005 14:00;22.96
13/09/2005 14:00;13/09/2005 14:30;24.01
13/09/2005 14:30;13/09/2005 15:00;24.60
13/09/2005 15:00;13/09/2005 15:30;24.68
13/09/2005 15:30;13/09/2005 16:00;24.51
13/09/2005 16:00;13/09/2005 16:30;24.28
13/09/2005 16:30;13/09/2005 17:00;24.07
13/09/2005 17:00;13/09/2005 17:30;23.51
13/09/2005 17:30;13/09/2005 18:00;22.98
13/09/2005 18:00;13/09/2005 18:30;22.42
13/09/2005 18:30;13/09/2005 19:00;21.80
13/09/2005 19:00;13/09/2005 19:30;21.22
13/09/2005 19:30;13/09/2005 20:00;20.75
13/09/2005 20:00;13/09/2005 20:30;20.27
13/09/2005 20:30;13/09/2005 21:00;19.81
13/09/2005 21:00;13/09/2005 21:30;19.45
13/09/2005 21:30;13/09/2005 22:00;19.12
13/09/2005 22:00;13/09/2005 22:30;18.98
13/09/2005 22:30;13/09/2005 23:00;18.91
13/09/2005 23:00;13/09/2005 23:30;18.78
13/09/2005 23:30;14/09/2005 00:00;18.65
14/09/2005 00:00;14/09/2005 00:30;18.57
14/09/2005 00:30;14/09/2005 01:00;18.56
14/09/2005 01:00;14/09/2005 01:30;18.39
14/09/2005 01:30;14/09/2005 02:00;18.12
14/09/2005 02:00;14/09/2005 02:30;17.79
14/09/2005 02:30;14/09/2005 03:00;17.66
14/09/2005 03:00;14/09/2005 03:30;17.41
14/09/2005 03:30;14/09/2005 04:00;17.15
14/09/2005 04:00;14/09/2005 04:30;16.93
14/09/2005 04:30;14/09/2005 05:00;16.71
14/09/2005 05:00;14/09/2005 05:30;16.24
14/09/2005 05:30;14/09/2005 06:00;15.82
14/09/2005 06:00;14/09/2005 06:30;15.62
14/09/2005 06:30;14/09/2005 07:00;15.53
14/09/2005 07:00;14/09/2005 07:30;15.77
14/09/2005 07:30;14/09/2005 08:00;16.31
14/09/2005 08:00;14/09/2005 08:30;17.37
14/09/2005 08:30;14/09/2005 09:00;18.61
14/09/2005 09:00;14/09/2005 09:30;19.86
14/09/2005 09:30;14/09/2005 10:00;20.95
14/09/2005 10:00;14/09/2005 10:30;21.65
14/09/2005 10:30;14/09/2005 11:00;22.44
14/09/2005 11:00;14/09/2005 11:30;23.26
14/09/2005 11:30;14/09/2005 12:00;23.80
14/09/2005 12:00;14/09/2005 12:30;23.96
14/09/2005 12:30;14/09/2005 13:00;24.71
14/09/2005 13:00;14/09/2005 13:30;24.99
14/09/2005 13:30;14/09/2005 14:00;25.13
14/09/2005 14:00;14/09/2005 14:30;25.05
14/09/2005 14:30;14/09/2005 15:00;24.85
14/09/2005 15:00;14/09/2005 15:30;24.82
14/09/2005 15:30;14/09/2005 16:00;24.55
14/09/2005 16:00;14/09/2005 16:30;24.15
14/09/2005 16:30;14/09/2005 17:00;23.81
14/09/2005 17:00;14/09/2005 17:30;23.36
14/09/2005 17:30;14/09/2005 18:00;22.71
14/09/2005 18:00;14/09/2005 18:30;22.09
14/09/2005 18:30;14/09/2005 19:00;21.48
14/09/2005 19:00;14/09/2005 19:30;20.92
14/09/2005 19:30;14/09/2005 20:00;20.44
14/09/2005 20:00;14/09/2005 20:30;20.07
14/09/2005 20:30;14/09/2005 21:00;19.68
14/09/2005 21:00;14/09/2005 21:30;19.33
14/09/2005 21:30;14/09/2005 22:00;19.05
14/09/2005 22:00;14/09/2005 22:30;18.80
14/09/2005 22:30;14/09/2005 23:00;18.74
14/09/2005 23:00;14/09/2005 23:30;18.71
14/09/2005 23:30;15/09/2005 00:00;18.75
15/09/2005 00:00;15/09/2005 00:30;18.72
15/09/2005 00:30;15/09/2005 01:00;18.63
15/09/2005 01:00;15/09/2005 01:30;18.60
15/09/2005 01:30;15/09/2005 02:00;18.51
15/09/2005 02:00;15/09/2005 02:30;18.38
15/09/2005 02:30;15/09/2005 03:00;18.29
15/09/2005 03:00;15/09/2005 03:30;18.21
15/09/2005 03:30;15/09/2005 04:00;18.07
15/09/2005 04:00;15/09/2005 04:30;17.94
15/09/2005 04:30;15/09/2005 05:00;17.79
15/09/2005 05:00;15/09/2005 05:30;17.70
15/09/2005 05:30;15/09/2005 06:00;17.63
15/09/2005 06:00;15/09/2005 06:30;17.54
15/09/2005 06:30;15/09/2005 07:00;17.44
15/09/2005 07:00;15/09/2005 07:30;17.38
15/09/2005 07:30;15/09/2005 08:00;17.56
15/09/2005 08:00;15/09/2005 08:30;17.82
15/09/2005 08:30;15/09/2005 09:00;18.52
15/09/2005 09:00;15/09/2005 09:30;19.32
15/09/2005 09:30;15/09/2005 10:00;19.41
15/09/2005 10:00;15/09/2005 10:30;19.95
15/09/2005 10:30;15/09/2005 11:00;21.36
15/09/2005 11:00;15/09/2005 11:30;21.80
15/09/2005 11:30;15/09/2005 12:00;21.48
15/09/2005 12:00;15/09/2005 12:30;21.74
15/09/2005 12:30;15/09/2005 13:00;21.39
15/09/2005 13:00;15/09/2005 13:30;21.00
15/09/2005 13:30;15/09/2005 14:00;20.78
15/09/2005 14:00;15/09/2005 14:30;20.92
15/09/2005 14:30;15/09/2005 15:00;22.18
15/09/2005 15:00;15/09/2005 15:30;21.58
15/09/2005 15:30;15/09/2005 16:00;20.56
15/09/2005 16:00;15/09/2005 16:30;20.93
15/09/2005 16:30;15/09/2005 17:00;20.77
15/09/2005 17:00;15/09/2005 17:30;20.31
15/09/2005 17:30;15/09/2005 18:00;19.76
15/09/2005 18:00;15/09/2005 18:30;19.22
15/09/2005 18:30;15/09/2005 19:00;18.72
15/09/2005 19:00;15/09/2005 19:30;18.14
15/09/2005 19:30;15/09/2005 20:00;17.68
15/09/2005 20:00;15/09/2005 20:30;17.34
15/09/2005 20:30;15/09/2005 21:00;17.06
15/09/2005 21:00;15/09/2005 21:30;16.59
15/09/2005 21:30;15/09/2005 22:00;16.13
15/09/2005 22:00;15/09/2005 22:30;15.76
15/09/2005 22:30;15/09/2005 23:00;15.47
15/09/2005 23:00;15/09/2005 23:30;15.13
15/09/2005 23:30;16/09/2005 00:00;14.76
16/09/2005 00:00;16/09/2005 00:30;14.63
16/09/2005 00:30;16/09/2005 01:00;14.40
16/09/2005 01:00;16/09/2005 01:30;14.08
16/09/2005 01:30;16/09/2005 02:00;14.00
16/09/2005 02:00;16/09/2005 02:30;14.00
16/09/2005 02:30;16/09/2005 03:00;13.98
16/09/2005 03:00;16/09/2005 03:30;13.71
16/09/2005 03:30;16/09/2005 04:00;13.33
16/09/2005 04:00;16/09/2005 04:30;12.99
16/09/2005 04:30;16/09/2005 05:00;12.82
16/09/2005 05:00;16/09/2005 05:30;12.89
16/09/2005 05:30;16/09/2005 06:00;12.84
16/09/2005 06:00;16/09/2005 06:30;12.76
16/09/2005 06:30;16/09/2005 07:00;12.64
16/09/2005 07:00;16/09/2005 07:30;12.59
16/09/2005 07:30;16/09/2005 08:00;13.04
16/09/2005 08:00;16/09/2005 08:30;13.58
