Start Shift;End Shift;AirTemp
11/05/2005 09:00;11/05/2005 10:00;17.5
11/05/2005 10:00;11/05/2005 11:00;19.69
11/05/2005 11:00;11/05/2005 12:00;19.58
11/05/2005 12:00;11/05/2005 13:00;21.89
11/05/2005 13:00;11/05/2005 14:00;24.51
11/05/2005 14:00;11/05/2005 15:00;24.74
11/05/2005 15:00;11/05/2005 16:00;24.35
11/05/2005 16:00;11/05/2005 17:00;23.1
11/05/2005 17:00;11/05/2005 18:00;17.65
11/05/2005 18:00;11/05/2005 19:00;18.15
11/05/2005 19:00;11/05/2005 20:00;16.33
11/05/2005 20:00;11/05/2005 21:00;13.8
11/05/2005 21:00;11/05/2005 22:00;11.96
11/05/2005 22:00;11/05/2005 23:00;10.06
11/05/2005 23:00;12/05/2005 00:00;8.73
12/05/2005 00:00;12/05/2005 01:00;7.74
12/05/2005 01:00;12/05/2005 02:00;6.88
12/05/2005 02:00;12/05/2005 03:00;5.974
12/05/2005 03:00;12/05/2005 04:00;4.476
12/05/2005 04:00;12/05/2005 05:00;2.859
12/05/2005 05:00;12/05/2005 06:00;1.195
12/05/2005 06:00;12/05/2005 07:00;0.72
12/05/2005 07:00;12/05/2005 08:00;1.042
12/05/2005 08:00;12/05/2005 09:00;2.145
12/05/2005 09:00;12/05/2005 10:00;3.102
12/05/2005 10:00;12/05/2005 11:00;3.923
12/05/2005 11:00;12/05/2005 12:00;4.836
12/05/2005 12:00;12/05/2005 13:00;5.512
12/05/2005 13:00;12/05/2005 14:00;6.425
12/05/2005 14:00;12/05/2005 15:00;7.17
12/05/2005 15:00;12/05/2005 16:00;7.91
12/05/2005 16:00;12/05/2005 17:00;8.03
12/05/2005 17:00;12/05/2005 18:00;7.68
12/05/2005 18:00;12/05/2005 19:00;7.04
12/05/2005 19:00;12/05/2005 20:00;5.877
12/05/2005 20:00;12/05/2005 21:00;4.737
12/05/2005 21:00;12/05/2005 22:00;4.084
12/05/2005 22:00;12/05/2005 23:00;3.368
12/05/2005 23:00;13/05/2005 00:00;2.825
13/05/2005 00:00;13/05/2005 01:00;2.349
13/05/2005 01:00;13/05/2005 02:00;1.852
13/05/2005 02:00;13/05/2005 03:00;1.068
13/05/2005 03:00;13/05/2005 04:00;0.35
13/05/2005 04:00;13/05/2005 05:00;-1.519
13/05/2005 05:00;13/05/2005 06:00;-0.816
13/05/2005 06:00;13/05/2005 07:00;1.11
13/05/2005 07:00;13/05/2005 08:00;2.481
13/05/2005 08:00;13/05/2005 09:00;3.568
13/05/2005 09:00;13/05/2005 10:00;5.617
13/05/2005 10:00;13/05/2005 11:00;7.64
13/05/2005 11:00;13/05/2005 12:00;9.6
13/05/2005 12:00;13/05/2005 13:00;11.17
13/05/2005 13:00;13/05/2005 14:00;12.38
13/05/2005 14:00;13/05/2005 15:00;13.36
13/05/2005 15:00;13/05/2005 16:00;14.01
13/05/2005 16:00;13/05/2005 17:00;14.17
13/05/2005 17:00;13/05/2005 18:00;13.78
13/05/2005 18:00;13/05/2005 19:00;12.86
13/05/2005 19:00;13/05/2005 20:00;11.23
13/05/2005 20:00;13/05/2005 21:00;8.89
13/05/2005 21:00;13/05/2005 22:00;7.79
13/05/2005 22:00;13/05/2005 23:00;5.696
13/05/2005 23:00;14/05/2005 00:00;2.766
14/05/2005 00:00;14/05/2005 01:00;1.589
14/05/2005 01:00;14/05/2005 02:00;0.466
14/05/2005 02:00;14/05/2005 03:00;-0.256
14/05/2005 03:00;14/05/2005 04:00;-1.017
14/05/2005 04:00;14/05/2005 05:00;-1.62
14/05/2005 05:00;14/05/2005 06:00;-1.372
14/05/2005 06:00;14/05/2005 07:00;0.502
14/05/2005 07:00;14/05/2005 08:00;3.701
14/05/2005 08:00;14/05/2005 09:00;7.41
14/05/2005 09:00;14/05/2005 10:00;8.61
14/05/2005 10:00;14/05/2005 11:00;9.72
14/05/2005 11:00;14/05/2005 12:00;10.49
14/05/2005 12:00;14/05/2005 13:00;10.13
14/05/2005 13:00;14/05/2005 14:00;10.08
14/05/2005 14:00;14/05/2005 15:00;11.48
14/05/2005 15:00;14/05/2005 16:00;10.7
14/05/2005 16:00;14/05/2005 17:00;10.03
14/05/2005 17:00;14/05/2005 18:00;10.8
14/05/2005 18:00;14/05/2005 19:00;9.54
14/05/2005 19:00;14/05/2005 20:00;9.07
14/05/2005 20:00;14/05/2005 21:00;8.74
14/05/2005 21:00;14/05/2005 22:00;8.82
14/05/2005 22:00;14/05/2005 23:00;8.77
14/05/2005 23:00;15/05/2005 00:00;8.48
15/05/2005 00:00;15/05/2005 01:00;8.34
15/05/2005 01:00;15/05/2005 02:00;8.43
15/05/2005 02:00;15/05/2005 03:00;8.47
15/05/2005 03:00;15/05/2005 04:00;8.58
15/05/2005 04:00;15/05/2005 05:00;8.65
15/05/2005 05:00;15/05/2005 06:00;8.48
15/05/2005 06:00;15/05/2005 07:00;8.02
15/05/2005 07:00;15/05/2005 08:00;7.58
15/05/2005 08:00;15/05/2005 09:00;7.53
15/05/2005 09:00;15/05/2005 10:00;7.04
15/05/2005 10:00;15/05/2005 11:00;6.83
15/05/2005 11:00;15/05/2005 12:00;6.973
15/05/2005 12:00;15/05/2005 13:00;7.18
15/05/2005 13:00;15/05/2005 14:00;7.52
15/05/2005 14:00;15/05/2005 15:00;7.92
15/05/2005 15:00;15/05/2005 16:00;7.95
15/05/2005 16:00;15/05/2005 17:00;8.11
15/05/2005 17:00;15/05/2005 18:00;8.24
15/05/2005 18:00;15/05/2005 19:00;8.27
15/05/2005 19:00;15/05/2005 20:00;8.27
15/05/2005 20:00;15/05/2005 21:00;8.05
15/05/2005 21:00;15/05/2005 22:00;7.77
15/05/2005 22:00;15/05/2005 23:00;7.68
15/05/2005 23:00;16/05/2005 00:00;7.56
16/05/2005 00:00;16/05/2005 01:00;7.62
16/05/2005 01:00;16/05/2005 02:00;7.74
16/05/2005 02:00;16/05/2005 03:00;7.77
16/05/2005 03:00;16/05/2005 04:00;7.81
16/05/2005 04:00;16/05/2005 05:00;7.9
16/05/2005 05:00;16/05/2005 06:00;8.01
16/05/2005 06:00;16/05/2005 07:00;8.04
16/05/2005 07:00;16/05/2005 08:00;8.28
16/05/2005 08:00;16/05/2005 09:00;9.06
16/05/2005 09:00;16/05/2005 10:00;9.47
16/05/2005 10:00;16/05/2005 11:00;9.29
16/05/2005 11:00;16/05/2005 12:00;9.07
16/05/2005 12:00;16/05/2005 13:00;9.15
16/05/2005 13:00;16/05/2005 14:00;9.12
16/05/2005 14:00;16/05/2005 15:00;9.27
16/05/2005 15:00;16/05/2005 16:00;8.91
16/05/2005 16:00;16/05/2005 17:00;8.87
16/05/2005 17:00;16/05/2005 18:00;9.15
16/05/2005 18:00;16/05/2005 19:00;8.6
16/05/2005 19:00;16/05/2005 20:00;8.24
16/05/2005 20:00;16/05/2005 21:00;7.98
16/05/2005 21:00;16/05/2005 22:00;7.93
16/05/2005 22:00;16/05/2005 23:00;7.85
16/05/2005 23:00;17/05/2005 00:00;8.07
17/05/2005 00:00;17/05/2005 01:00;7.65
17/05/2005 01:00;17/05/2005 02:00;7.47
17/05/2005 02:00;17/05/2005 03:00;7.19
17/05/2005 03:00;17/05/2005 04:00;6.839
17/05/2005 04:00;17/05/2005 05:00;6.688
17/05/2005 05:00;17/05/2005 06:00;6.917
17/05/2005 06:00;17/05/2005 07:00;8.07
17/05/2005 07:00;17/05/2005 08:00;8.5
17/05/2005 08:00;17/05/2005 09:00;9.21
17/05/2005 09:00;17/05/2005 10:00;10.47
17/05/2005 10:00;17/05/2005 11:00;11.37
17/05/2005 11:00;17/05/2005 12:00;12.05
17/05/2005 12:00;17/05/2005 13:00;13.16
17/05/2005 13:00;17/05/2005 14:00;14.09
17/05/2005 14:00;17/05/2005 15:00;14.46
17/05/2005 15:00;17/05/2005 16:00;13.7
17/05/2005 16:00;17/05/2005 17:00;12.13
17/05/2005 17:00;17/05/2005 18:00;11.57
17/05/2005 18:00;17/05/2005 19:00;11.52
17/05/2005 19:00;17/05/2005 20:00;11.06
17/05/2005 20:00;17/05/2005 21:00;9.98
17/05/2005 21:00;17/05/2005 22:00;9.51
17/05/2005 22:00;17/05/2005 23:00;9.34
17/05/2005 23:00;18/05/2005 00:00;8.5
18/05/2005 00:00;18/05/2005 01:00;7.29
18/05/2005 01:00;18/05/2005 02:00;6.805
18/05/2005 02:00;18/05/2005 03:00;6.691
18/05/2005 03:00;18/05/2005 04:00;6.342
18/05/2005 04:00;18/05/2005 05:00;6.569
18/05/2005 05:00;18/05/2005 06:00;6.951
18/05/2005 06:00;18/05/2005 07:00;7.47
18/05/2005 07:00;18/05/2005 08:00;8.32
18/05/2005 08:00;18/05/2005 09:00;9.19
18/05/2005 09:00;18/05/2005 10:00;10.29
18/05/2005 10:00;18/05/2005 11:00;11.29
18/05/2005 11:00;18/05/2005 12:00;13.47
18/05/2005 12:00;18/05/2005 13:00;13.22
18/05/2005 13:00;18/05/2005 14:00;12.44
18/05/2005 14:00;18/05/2005 15:00;14
18/05/2005 15:00;18/05/2005 16:00;14.58
18/05/2005 16:00;18/05/2005 17:00;12.54
18/05/2005 17:00;18/05/2005 18:00;11.56
18/05/2005 18:00;18/05/2005 19:00;9.95
18/05/2005 19:00;18/05/2005 20:00;8.68
18/05/2005 20:00;18/05/2005 21:00;8.42
18/05/2005 21:00;18/05/2005 22:00;8.48
18/05/2005 22:00;18/05/2005 23:00;8.52
18/05/2005 23:00;19/05/2005 00:00;8.23
19/05/2005 00:00;19/05/2005 01:00;7.83
19/05/2005 01:00;19/05/2005 02:00;7.53
19/05/2005 02:00;19/05/2005 03:00;7.02
19/05/2005 03:00;19/05/2005 04:00;7.06
19/05/2005 04:00;19/05/2005 05:00;7.06
19/05/2005 05:00;19/05/2005 06:00;6.992
19/05/2005 06:00;19/05/2005 07:00;7.47
19/05/2005 07:00;19/05/2005 08:00;7.6
19/05/2005 08:00;19/05/2005 09:00;8.48
19/05/2005 09:00;19/05/2005 10:00;9.55
19/05/2005 10:00;19/05/2005 11:00;11.64
19/05/2005 11:00;19/05/2005 12:00;12.93
19/05/2005 12:00;19/05/2005 13:00;12.88
19/05/2005 13:00;19/05/2005 14:00;12.92
19/05/2005 14:00;19/05/2005 15:00;13.31
19/05/2005 15:00;19/05/2005 16:00;12.78
19/05/2005 16:00;19/05/2005 17:00;12.3
19/05/2005 17:00;19/05/2005 18:00;11.25
19/05/2005 18:00;19/05/2005 19:00;10.78
19/05/2005 19:00;19/05/2005 20:00;9.3
19/05/2005 20:00;19/05/2005 21:00;8.37
19/05/2005 21:00;19/05/2005 22:00;7.89
19/05/2005 22:00;19/05/2005 23:00;7.77
19/05/2005 23:00;20/05/2005 00:00;7.58
20/05/2005 00:00;20/05/2005 01:00;7.44
20/05/2005 01:00;20/05/2005 02:00;6.283
20/05/2005 02:00;20/05/2005 03:00;5.637
20/05/2005 03:00;20/05/2005 04:00;5.925
20/05/2005 04:00;20/05/2005 05:00;6.568
20/05/2005 05:00;20/05/2005 06:00;6.507
20/05/2005 06:00;20/05/2005 07:00;6.878
20/05/2005 07:00;20/05/2005 08:00;7.37
20/05/2005 08:00;20/05/2005 09:00;7.98
20/05/2005 09:00;20/05/2005 10:00;9.27
20/05/2005 10:00;20/05/2005 11:00;9.81
20/05/2005 11:00;20/05/2005 12:00;11.7
20/05/2005 12:00;20/05/2005 13:00;11.93
20/05/2005 13:00;20/05/2005 14:00;12.71
20/05/2005 14:00;20/05/2005 15:00;13.35
20/05/2005 15:00;20/05/2005 16:00;13.33
20/05/2005 16:00;20/05/2005 17:00;11.12
20/05/2005 17:00;20/05/2005 18:00;9.96
20/05/2005 18:00;20/05/2005 19:00;9.26
20/05/2005 19:00;20/05/2005 20:00;8.37
20/05/2005 20:00;20/05/2005 21:00;7.93
20/05/2005 21:00;20/05/2005 22:00;8.1
20/05/2005 22:00;20/05/2005 23:00;8.17
20/05/2005 23:00;21/05/2005 00:00;7.97
21/05/2005 00:00;21/05/2005 01:00;8.03
21/05/2005 01:00;21/05/2005 02:00;7.99
21/05/2005 02:00;21/05/2005 03:00;7.58
21/05/2005 03:00;21/05/2005 04:00;7.61
21/05/2005 04:00;21/05/2005 05:00;7.04
21/05/2005 05:00;21/05/2005 06:00;7.11
21/05/2005 06:00;21/05/2005 07:00;6.66
21/05/2005 07:00;21/05/2005 08:00;6.562
21/05/2005 08:00;21/05/2005 09:00;6.629
21/05/2005 09:00;21/05/2005 10:00;7.08
21/05/2005 10:00;21/05/2005 11:00;7.62
21/05/2005 11:00;21/05/2005 12:00;8.12
21/05/2005 12:00;21/05/2005 13:00;8.43
21/05/2005 13:00;21/05/2005 14:00;8.79
21/05/2005 14:00;21/05/2005 15:00;9
21/05/2005 15:00;21/05/2005 16:00;8.69
21/05/2005 16:00;21/05/2005 17:00;8.01
21/05/2005 17:00;21/05/2005 18:00;7.68
21/05/2005 18:00;21/05/2005 19:00;7.68
21/05/2005 19:00;21/05/2005 20:00;7.85
21/05/2005 20:00;21/05/2005 21:00;7.8
21/05/2005 21:00;21/05/2005 22:00;7.9
21/05/2005 22:00;21/05/2005 23:00;8.06
21/05/2005 23:00;22/05/2005 00:00;8.39
22/05/2005 00:00;22/05/2005 01:00;8.38
22/05/2005 01:00;22/05/2005 02:00;8.31
22/05/2005 02:00;22/05/2005 03:00;7.82
22/05/2005 03:00;22/05/2005 04:00;7.46
22/05/2005 04:00;22/05/2005 05:00;7.69
22/05/2005 05:00;22/05/2005 06:00;7.75
22/05/2005 06:00;22/05/2005 07:00;7.94
22/05/2005 07:00;22/05/2005 08:00;8.27
22/05/2005 08:00;22/05/2005 09:00;8.56
22/05/2005 09:00;22/05/2005 10:00;8.99
22/05/2005 10:00;22/05/2005 11:00;8.7
22/05/2005 11:00;22/05/2005 12:00;8.51
22/05/2005 12:00;22/05/2005 13:00;8.42
22/05/2005 13:00;22/05/2005 14:00;8.17
22/05/2005 14:00;22/05/2005 15:00;8.01
22/05/2005 15:00;22/05/2005 16:00;8.38
22/05/2005 16:00;22/05/2005 17:00;7.84
22/05/2005 17:00;22/05/2005 18:00;7.47
22/05/2005 18:00;22/05/2005 19:00;7.32
22/05/2005 19:00;22/05/2005 20:00;7.19
22/05/2005 20:00;22/05/2005 21:00;7.15
22/05/2005 21:00;22/05/2005 22:00;7.34
22/05/2005 22:00;22/05/2005 23:00;7.39
22/05/2005 23:00;23/05/2005 00:00;7.37
23/05/2005 00:00;23/05/2005 01:00;7.71
23/05/2005 01:00;23/05/2005 02:00;7.49
23/05/2005 02:00;23/05/2005 03:00;7.29
23/05/2005 03:00;23/05/2005 04:00;7.1
23/05/2005 04:00;23/05/2005 05:00;6.839
23/05/2005 05:00;23/05/2005 06:00;6.604
23/05/2005 06:00;23/05/2005 07:00;6.52
23/05/2005 07:00;23/05/2005 08:00;6.61
23/05/2005 08:00;23/05/2005 09:00;6.724
23/05/2005 09:00;23/05/2005 10:00;6.869
23/05/2005 10:00;23/05/2005 11:00;7.43
23/05/2005 11:00;23/05/2005 12:00;7.92
23/05/2005 12:00;23/05/2005 13:00;8.34
23/05/2005 13:00;23/05/2005 14:00;8.72
23/05/2005 14:00;23/05/2005 15:00;8.63
23/05/2005 15:00;23/05/2005 16:00;9.44
23/05/2005 16:00;23/05/2005 17:00;10.76
23/05/2005 17:00;23/05/2005 18:00;12.04
23/05/2005 18:00;23/05/2005 19:00;11.68
23/05/2005 19:00;23/05/2005 20:00;10.4
23/05/2005 20:00;23/05/2005 21:00;9.23
23/05/2005 21:00;23/05/2005 22:00;9.36
23/05/2005 22:00;23/05/2005 23:00;9.35
23/05/2005 23:00;24/05/2005 00:00;9.37
24/05/2005 00:00;24/05/2005 01:00;9.08
24/05/2005 01:00;24/05/2005 02:00;9.06
24/05/2005 02:00;24/05/2005 03:00;8.74
24/05/2005 03:00;24/05/2005 04:00;9.22
24/05/2005 04:00;24/05/2005 05:00;8.84
24/05/2005 05:00;24/05/2005 06:00;8.33
24/05/2005 06:00;24/05/2005 07:00;8.46
24/05/2005 07:00;24/05/2005 08:00;9.41
24/05/2005 08:00;24/05/2005 09:00;10.09
24/05/2005 09:00;24/05/2005 10:00;11.17
24/05/2005 10:00;24/05/2005 11:00;12.08
24/05/2005 11:00;24/05/2005 12:00;12.5
24/05/2005 12:00;24/05/2005 13:00;13.47
24/05/2005 13:00;24/05/2005 14:00;13.22
24/05/2005 14:00;24/05/2005 15:00;12.71
24/05/2005 15:00;24/05/2005 16:00;13.16
24/05/2005 16:00;24/05/2005 17:00;13.35
24/05/2005 17:00;24/05/2005 18:00;12.74
24/05/2005 18:00;24/05/2005 19:00;11.78
24/05/2005 19:00;24/05/2005 20:00;10.75
24/05/2005 20:00;24/05/2005 21:00;9.55
24/05/2005 21:00;24/05/2005 22:00;9.08
24/05/2005 22:00;24/05/2005 23:00;8.57
24/05/2005 23:00;25/05/2005 00:00;8.24
25/05/2005 00:00;25/05/2005 01:00;8.3
25/05/2005 01:00;25/05/2005 02:00;8.02
